Date,PowerShares S&P SmallCap Consumer Staples_Open_average,PowerShares S&P SmallCap Consumer Staples_Open_max,PowerShares S&P SmallCap Consumer Staples_Open_volatility,PowerShares S&P SmallCap Consumer Staples_Open_change,PowerShares S&P SmallCap Consumer Staples_High_average,PowerShares S&P SmallCap Consumer Staples_High_max,PowerShares S&P SmallCap Consumer Staples_High_volatility,PowerShares S&P SmallCap Consumer Staples_High_change,PowerShares S&P SmallCap Consumer Staples_Low_average,PowerShares S&P SmallCap Consumer Staples_Low_max,PowerShares S&P SmallCap Consumer Staples_Low_volatility,PowerShares S&P SmallCap Consumer Staples_Low_change,PowerShares S&P SmallCap Consumer Staples_Close_average,PowerShares S&P SmallCap Consumer Staples_Close_max,PowerShares S&P SmallCap Consumer Staples_Close_volatility,PowerShares S&P SmallCap Consumer Staples_Close_change
2017-09-24,72.28,72.28,0.0,0.0,72.85,72.85,0.0,0.0,72.2,72.2,0.0,0.0,72.77,72.77,0.0,0.0
2017-10-01,72.01,72.01,0.0,0.0,72.01,72.01,0.0,0.0,71.14,71.14,0.0,0.0,71.19,71.19,0.0,0.0
2017-10-08,72.35,72.35,0.0,0.0,72.35,72.35,0.0,0.0,71.95,71.95,0.0,0.0,71.95,71.95,0.0,0.0
2017-10-15,71.69,71.69,0.0,0.0,71.69,71.69,0.0,0.0,71.17,71.17,0.0,0.0,71.17,71.17,0.0,0.0
2017-10-22,72.73,72.73,0.0,0.0,72.73,72.73,0.0,0.0,71.68,71.68,0.0,0.0,71.69,71.69,0.0,0.0
2017-10-29,72.37,72.37,0.0,0.0,72.37,72.37,0.0,0.0,71.26,71.26,0.0,0.0,71.26,71.26,0.0,0.0
2017-11-05,69.21,69.21,0.0,0.0,69.47,69.47,0.0,0.0,69.01,69.01,0.0,0.0,69.08,69.08,0.0,0.0
2017-11-12,70.87,70.87,0.0,0.0,70.87,70.87,0.0,0.0,70.87,70.87,0.0,0.0,70.87,70.87,0.0,0.0
2017-11-19,71.94,71.94,0.0,0.0,72.12,72.12,0.0,0.0,71.94,71.94,0.0,0.0,72.03,72.03,0.0,0.0
2017-11-26,76.5,76.5,0.0,0.0,76.62,76.62,0.0,0.0,75.96,75.96,0.0,0.0,75.96,75.96,0.0,0.0
2017-12-03,74.58,74.58,0.0,0.0,74.58,74.58,0.0,0.0,73.83,73.83,0.0,0.0,73.93,73.93,0.0,0.0
2017-12-10,73.98,73.98,0.0,0.0,74.0,74.0,0.0,0.0,73.91,73.91,0.0,0.0,73.98,73.98,0.0,0.0
2017-12-17,74.78,74.78,0.0,0.0,74.96,74.96,0.0,0.0,74.75,74.75,0.0,0.0,74.92,74.92,0.0,0.0
2017-12-24,75.43,75.43,0.0,0.0,75.43,75.43,0.0,0.0,74.74,74.74,0.0,0.0,74.79,74.79,0.0,0.0
2017-12-31,72.76,72.76,0.0,0.0,73.64,73.64,0.0,0.0,72.76,72.76,0.0,0.0,73.62,73.62,0.0,0.0
2018-01-07,73.95,73.95,0.0,0.0,74.03,74.03,0.0,0.0,73.29,73.29,0.0,0.0,73.29,73.29,0.0,0.0
2018-01-14,74.3,74.3,0.0,0.0,74.77,74.77,0.0,0.0,74.3,74.3,0.0,0.0,74.42,74.42,0.0,0.0
2018-01-21,74.83,74.83,0.0,0.0,74.83,74.83,0.0,0.0,74.22,74.22,0.0,0.0,74.29,74.29,0.0,0.0
2018-01-28,70.36,70.36,0.0,0.0,70.83,70.83,0.0,0.0,68.6,68.6,0.0,0.0,68.6,68.6,0.0,0.0
2018-02-04,70.02,70.02,0.0,0.0,70.23,70.23,0.0,0.0,69.05,69.05,0.0,0.0,69.64,69.64,0.0,0.0
2018-02-11,71.17,71.17,0.0,0.0,72.09,72.09,0.0,0.0,71.17,71.17,0.0,0.0,71.98,71.98,0.0,0.0
2018-02-18,69.27,69.27,0.0,0.0,70.17,70.17,0.0,0.0,69.27,69.27,0.0,0.0,70.17,70.17,0.0,0.0
2018-02-25,69.56,69.56,0.0,0.0,70.26,70.26,0.0,0.0,69.56,69.56,0.0,0.0,70.08,70.08,0.0,0.0
2018-03-04,71.83,71.83,0.0,0.0,72.0,72.0,0.0,0.0,71.75,71.75,0.0,0.0,71.94,71.94,0.0,0.0
2018-03-11,71.0,71.0,0.0,0.0,71.0,71.0,0.0,0.0,70.58,70.58,0.0,0.0,70.58,70.58,0.0,0.0
2018-03-18,69.54,69.54,0.0,0.0,69.54,69.54,0.0,0.0,68.41,68.41,0.0,0.0,69.32,69.32,0.0,0.0
2018-03-25,68.69,68.69,0.0,0.0,68.78,68.78,0.0,0.0,68.24,68.24,0.0,0.0,68.26,68.26,0.0,0.0
2018-04-01,70.5,70.5,0.0,0.0,71.01,71.01,0.0,0.0,70.5,70.5,0.0,0.0,70.93,70.93,0.0,0.0
2018-04-08,70.63,70.63,0.0,0.0,71.63,71.63,0.0,0.0,70.6,70.6,0.0,0.0,71.63,71.63,0.0,0.0
2018-04-15,69.75,69.75,0.0,0.0,69.75,69.75,0.0,0.0,69.75,69.75,0.0,0.0,69.75,69.75,0.0,0.0
2018-04-22,70.88,70.88,0.0,0.0,70.88,70.88,0.0,0.0,70.88,70.88,0.0,0.0,70.88,70.88,0.0,0.0
2018-04-29,70.11,70.11,0.0,0.0,70.4,70.4,0.0,0.0,70.11,70.11,0.0,0.0,70.11,70.11,0.0,0.0
2018-05-06,70.59,70.59,0.0,0.0,70.87,70.87,0.0,0.0,70.52,70.52,0.0,0.0,70.52,70.52,0.0,0.0
2018-05-13,73.06,73.06,0.0,0.0,73.17,73.17,0.0,0.0,73.02,73.02,0.0,0.0,73.07,73.07,0.0,0.0
2018-05-20,73.76,73.76,0.0,0.0,74.77,74.77,0.0,0.0,73.76,73.76,0.0,0.0,74.77,74.77,0.0,0.0
2018-05-27,76.53,76.53,0.0,0.0,76.88,76.88,0.0,0.0,76.52,76.52,0.0,0.0,76.88,76.88,0.0,0.0
2018-06-03,78.21,78.21,0.0,0.0,78.22,78.22,0.0,0.0,77.55,77.55,0.0,0.0,77.69,77.69,0.0,0.0
2018-06-10,80.0,80.0,0.0,0.0,80.43,80.43,0.0,0.0,79.68,79.68,0.0,0.0,80.42,80.42,0.0,0.0
2018-06-17,80.86,80.86,0.0,0.0,81.01,81.01,0.0,0.0,80.42,80.42,0.0,0.0,81.01,81.01,0.0,0.0
2018-06-24,79.78,79.78,0.0,0.0,80.54,80.54,0.0,0.0,79.64,79.64,0.0,0.0,80.54,80.54,0.0,0.0
2018-07-01,83.51,83.51,0.0,0.0,83.51,83.51,0.0,0.0,82.1,82.1,0.0,0.0,82.1,82.1,0.0,0.0
2018-07-08,81.86,81.86,0.0,0.0,81.86,81.86,0.0,0.0,80.78,80.78,0.0,0.0,81.07,81.07,0.0,0.0
2018-07-15,80.89,80.89,0.0,0.0,81.12,81.12,0.0,0.0,80.8,80.8,0.0,0.0,81.1,81.1,0.0,0.0
2018-07-22,82.49,82.49,0.0,0.0,82.79,82.79,0.0,0.0,82.22,82.22,0.0,0.0,82.79,82.79,0.0,0.0
2018-07-29,84.3,84.3,0.0,0.0,84.65,84.65,0.0,0.0,84.25,84.25,0.0,0.0,84.54,84.54,0.0,0.0
2018-08-05,84.51,84.51,0.0,0.0,84.51,84.51,0.0,0.0,82.88,82.88,0.0,0.0,82.96,82.96,0.0,0.0
2018-08-12,85.27,85.27,0.0,0.0,87.16,87.16,0.0,0.0,84.74,84.74,0.0,0.0,85.47,85.47,0.0,0.0
2018-08-19,85.31,85.31,0.0,0.0,85.84,85.84,0.0,0.0,85.31,85.31,0.0,0.0,85.5,85.5,0.0,0.0
2018-08-26,84.71,84.71,0.0,0.0,85.33,85.33,0.0,0.0,84.26,84.26,0.0,0.0,85.33,85.33,0.0,0.0
2018-09-02,86.0,86.0,0.0,0.0,86.41,86.41,0.0,0.0,85.54,85.54,0.0,0.0,85.54,85.54,0.0,0.0
2018-09-09,85.7,85.7,0.0,0.0,85.7,85.7,0.0,0.0,84.82,84.82,0.0,0.0,85.24,85.24,0.0,0.0
2018-09-16,85.15,85.15,0.0,0.0,85.15,85.15,0.0,0.0,83.29,83.29,0.0,0.0,83.62,83.62,0.0,0.0
2018-09-23,84.09,84.09,0.0,0.0,84.09,84.09,0.0,0.0,82.2,82.2,0.0,0.0,82.2,82.2,0.0,0.0
2018-09-30,79.7,79.7,0.0,0.0,81.44,81.44,0.0,0.0,79.7,79.7,0.0,0.0,81.34,81.34,0.0,0.0
2018-10-07,77.51,77.51,0.0,0.0,78.85,78.85,0.0,0.0,77.51,77.51,0.0,0.0,78.76,78.76,0.0,0.0
2018-10-14,80.94,80.94,0.0,0.0,81.14,81.14,0.0,0.0,80.57,80.57,0.0,0.0,81.14,81.14,0.0,0.0
2018-10-21,80.12,80.12,0.0,0.0,81.48,81.48,0.0,0.0,80.08,80.08,0.0,0.0,80.62,80.62,0.0,0.0
2018-10-28,82.15,82.15,0.0,0.0,82.37,82.37,0.0,0.0,81.63,81.63,0.0,0.0,81.71,81.71,0.0,0.0
2018-11-04,80.19,80.19,0.0,0.0,80.68,80.68,0.0,0.0,79.51,79.51,0.0,0.0,80.15,80.15,0.0,0.0
2018-11-11,79.75,79.75,0.0,0.0,79.75,79.75,0.0,0.0,78.9,78.9,0.0,0.0,79.3,79.3,0.0,0.0
2018-11-18,79.02,79.02,0.0,0.0,79.18,79.18,0.0,0.0,78.45,78.45,0.0,0.0,78.72,78.72,0.0,0.0
2018-11-25,80.52,80.52,0.0,0.0,80.63,80.63,0.0,0.0,79.5,79.5,0.0,0.0,80.19,80.19,0.0,0.0
2018-12-02,75.89,75.89,0.0,0.0,75.89,75.89,0.0,0.0,74.7,74.7,0.0,0.0,75.28,75.28,0.0,0.0
2018-12-09,74.28,74.28,0.0,0.0,74.28,74.28,0.0,0.0,71.76,71.76,0.0,0.0,71.84,71.84,0.0,0.0
2018-12-16,66.86,66.86,0.0,0.0,67.02,67.02,0.0,0.0,66.33,66.33,0.0,0.0,66.72,66.72,0.0,0.0
2018-12-23,69.51,69.51,0.0,0.0,69.51,69.51,0.0,0.0,68.01,68.01,0.0,0.0,69.15,69.15,0.0,0.0
2018-12-30,71.17,71.17,0.0,0.0,72.11,72.11,0.0,0.0,71.17,71.17,0.0,0.0,71.72,71.72,0.0,0.0
2019-01-06,72.48,72.48,0.0,0.0,73.32,73.32,0.0,0.0,72.48,72.48,0.0,0.0,72.65,72.65,0.0,0.0
2019-01-13,75.43,75.43,0.0,0.0,75.52,75.52,0.0,0.0,75.26,75.26,0.0,0.0,75.27,75.27,0.0,0.0
2019-01-20,73.82,73.82,0.0,0.0,73.82,73.82,0.0,0.0,73.2,73.2,0.0,0.0,73.78,73.78,0.0,0.0
2019-01-27,75.95,75.95,0.0,0.0,77.04,77.04,0.0,0.0,75.95,75.95,0.0,0.0,77.04,77.04,0.0,0.0
2019-02-03,75.91,75.91,0.0,0.0,76.17,76.17,0.0,0.0,75.81,75.81,0.0,0.0,76.04,76.04,0.0,0.0
2019-02-10,77.15,77.15,0.0,0.0,77.72,77.72,0.0,0.0,77.15,77.15,0.0,0.0,77.31,77.31,0.0,0.0
2019-02-17,79.27,79.27,0.0,0.0,79.27,79.27,0.0,0.0,77.62,77.62,0.0,0.0,77.79,77.79,0.0,0.0
2019-02-24,78.86,78.86,0.0,0.0,78.86,78.86,0.0,0.0,77.56,77.56,0.0,0.0,77.71,77.71,0.0,0.0
2019-03-03,76.21,76.21,0.0,0.0,76.66,76.66,0.0,0.0,76.08,76.08,0.0,0.0,76.58,76.58,0.0,0.0
2019-03-10,75.73,75.73,0.0,0.0,76.24,76.24,0.0,0.0,75.73,75.73,0.0,0.0,76.24,76.24,0.0,0.0
2019-03-17,74.81,74.81,0.0,0.0,75.05,75.05,0.0,0.0,74.81,74.81,0.0,0.0,75.05,75.05,0.0,0.0
2019-03-24,75.95,75.95,0.0,0.0,76.22,76.22,0.0,0.0,75.4,75.4,0.0,0.0,75.64,75.64,0.0,0.0
2019-03-31,75.75,75.75,0.0,0.0,76.16,76.16,0.0,0.0,75.75,75.75,0.0,0.0,75.98,75.98,0.0,0.0
2019-04-07,75.76,75.76,0.0,0.0,76.25,76.25,0.0,0.0,75.76,75.76,0.0,0.0,76.05,76.05,0.0,0.0
2019-04-14,76.16,76.16,0.0,0.0,76.16,76.16,0.0,0.0,75.63,75.63,0.0,0.0,75.64,75.64,0.0,0.0
2019-04-21,77.07,77.07,0.0,0.0,77.76,77.76,0.0,0.0,77.07,77.07,0.0,0.0,77.76,77.76,0.0,0.0
2019-04-28,76.41,76.41,0.0,0.0,77.0,77.0,0.0,0.0,76.41,76.41,0.0,0.0,76.72,76.72,0.0,0.0
2019-05-05,75.4,75.4,0.0,0.0,75.79,75.79,0.0,0.0,74.45,74.45,0.0,0.0,75.79,75.79,0.0,0.0
2019-05-12,74.01,74.01,0.0,0.0,74.73,74.73,0.0,0.0,73.91,73.91,0.0,0.0,74.57,74.57,0.0,0.0
2019-05-19,74.0,74.0,0.0,0.0,74.0,74.0,0.0,0.0,73.73,73.73,0.0,0.0,73.73,73.73,0.0,0.0
2019-05-26,71.69,71.69,0.0,0.0,71.69,71.69,0.0,0.0,70.79,70.79,0.0,0.0,71.59,71.59,0.0,0.0
2019-06-02,74.3,74.3,0.0,0.0,74.3,74.3,0.0,0.0,74.14,74.14,0.0,0.0,74.14,74.14,0.0,0.0
2019-06-09,74.13,74.13,0.0,0.0,74.36,74.36,0.0,0.0,73.83,73.83,0.0,0.0,73.83,73.83,0.0,0.0
2019-06-16,73.43,73.43,0.0,0.0,73.43,73.43,0.0,0.0,72.59,72.59,0.0,0.0,72.75,72.75,0.0,0.0
2019-06-23,73.67,73.67,0.0,0.0,73.67,73.67,0.0,0.0,72.52,72.52,0.0,0.0,72.93,72.93,0.0,0.0
2019-06-30,73.41,73.41,0.0,0.0,73.41,73.41,0.0,0.0,72.77,72.77,0.0,0.0,72.77,72.77,0.0,0.0
2019-07-07,72.57,72.57,0.0,0.0,73.03,73.03,0.0,0.0,72.23,72.23,0.0,0.0,72.23,72.23,0.0,0.0
2019-07-14,72.58,72.58,0.0,0.0,72.58,72.58,0.0,0.0,71.83,71.83,0.0,0.0,71.83,71.83,0.0,0.0
