Date,ProShares UltraShort MSCI Japan_Open_average,ProShares UltraShort MSCI Japan_Open_max,ProShares UltraShort MSCI Japan_Open_volatility,ProShares UltraShort MSCI Japan_Open_change,ProShares UltraShort MSCI Japan_High_average,ProShares UltraShort MSCI Japan_High_max,ProShares UltraShort MSCI Japan_High_volatility,ProShares UltraShort MSCI Japan_High_change,ProShares UltraShort MSCI Japan_Low_average,ProShares UltraShort MSCI Japan_Low_max,ProShares UltraShort MSCI Japan_Low_volatility,ProShares UltraShort MSCI Japan_Low_change,ProShares UltraShort MSCI Japan_Close_average,ProShares UltraShort MSCI Japan_Close_max,ProShares UltraShort MSCI Japan_Close_volatility,ProShares UltraShort MSCI Japan_Close_change
2018-07-15,26.75,26.75,0.0,0.0,26.78,26.78,0.0,0.0,26.66,26.66,0.0,0.0,26.69,26.69,0.0,0.0
2018-07-22,26.06,26.06,0.0,0.0,26.31,26.31,0.0,0.0,26.0,26.0,0.0,0.0,26.29,26.29,0.0,0.0
2018-07-29,27.17,27.17,0.0,0.0,27.17,27.17,0.0,0.0,27.05,27.05,0.0,0.0,27.07,27.07,0.0,0.0
2018-08-05,27.91,27.91,0.0,0.0,28.0,28.0,0.0,0.0,27.91,27.91,0.0,0.0,28.0,28.0,0.0,0.0
2018-08-12,28.08,28.08,0.0,0.0,28.38,28.38,0.0,0.0,27.6,27.6,0.0,0.0,27.64,27.64,0.0,0.0
2018-08-19,26.85,26.85,0.0,0.0,26.86,26.86,0.0,0.0,26.66,26.66,0.0,0.0,26.75,26.75,0.0,0.0
2018-08-26,26.73,26.73,0.0,0.0,26.85,26.85,0.0,0.0,26.73,26.73,0.0,0.0,26.85,26.85,0.0,0.0
2018-09-02,28.27,28.27,0.0,0.0,28.3,28.3,0.0,0.0,28.2,28.2,0.0,0.0,28.23,28.23,0.0,0.0
2018-09-09,27.03,27.03,0.0,0.0,27.03,27.03,0.0,0.0,26.71,26.71,0.0,0.0,27.01,27.01,0.0,0.0
2018-09-16,25.55,25.55,0.0,0.0,25.55,25.55,0.0,0.0,25.46,25.46,0.0,0.0,25.52,25.52,0.0,0.0
2018-09-23,24.76,24.76,0.0,0.0,24.78,24.78,0.0,0.0,24.66,24.66,0.0,0.0,24.75,24.75,0.0,0.0
2018-09-30,26.16,26.16,0.0,0.0,26.18,26.18,0.0,0.0,25.7,25.7,0.0,0.0,25.7,25.7,0.0,0.0
2018-10-07,28.82,28.82,0.0,0.0,28.82,28.82,0.0,0.0,28.25,28.25,0.0,0.0,28.41,28.41,0.0,0.0
2018-10-14,28.2,28.2,0.0,0.0,28.79,28.79,0.0,0.0,28.2,28.2,0.0,0.0,28.63,28.63,0.0,0.0
2018-10-21,31.01,31.01,0.0,0.0,32.0,32.0,0.0,0.0,30.5,30.5,0.0,0.0,32.0,32.0,0.0,0.0
2018-10-28,30.2,30.2,0.0,0.0,30.2,30.2,0.0,0.0,29.8,29.8,0.0,0.0,30.08,30.08,0.0,0.0
2018-11-04,30.02,30.02,0.0,0.0,30.59,30.59,0.0,0.0,29.87,29.87,0.0,0.0,30.58,30.58,0.0,0.0
2018-11-11,30.2,30.2,0.0,0.0,30.86,30.86,0.0,0.0,30.08,30.08,0.0,0.0,30.77,30.77,0.0,0.0
2018-11-18,29.92,29.92,0.0,0.0,30.28,30.28,0.0,0.0,29.92,29.92,0.0,0.0,30.23,30.23,0.0,0.0
2018-11-25,28.8,28.8,0.0,0.0,28.9,28.9,0.0,0.0,28.77,28.77,0.0,0.0,28.9,28.9,0.0,0.0
2018-12-02,31.9,31.9,0.0,0.0,32.65,32.65,0.0,0.0,31.77,31.77,0.0,0.0,31.77,31.77,0.0,0.0
2018-12-09,32.41,32.41,0.0,0.0,32.78,32.78,0.0,0.0,31.94,31.94,0.0,0.0,32.73,32.73,0.0,0.0
2018-12-16,36.73,36.73,0.0,0.0,36.73,36.73,0.0,0.0,36.0,36.0,0.0,0.0,36.47,36.47,0.0,0.0
2018-12-23,34.09,34.09,0.0,0.0,34.36,34.36,0.0,0.0,34.09,34.09,0.0,0.0,34.36,34.36,0.0,0.0
2018-12-30,31.69,31.69,0.0,0.0,31.99,31.99,0.0,0.0,31.31,31.31,0.0,0.0,31.65,31.65,0.0,0.0
2019-01-06,31.64,31.64,0.0,0.0,31.72,31.72,0.0,0.0,31.54,31.54,0.0,0.0,31.64,31.64,0.0,0.0
2019-01-13,30.34,30.34,0.0,0.0,30.34,30.34,0.0,0.0,29.9,29.9,0.0,0.0,29.9,29.9,0.0,0.0
2019-01-20,30.47,30.47,0.0,0.0,30.82,30.82,0.0,0.0,30.47,30.47,0.0,0.0,30.66,30.66,0.0,0.0
2019-01-27,29.93,29.93,0.0,0.0,29.93,29.93,0.0,0.0,29.76,29.76,0.0,0.0,29.85,29.85,0.0,0.0
2019-02-03,31.57,31.57,0.0,0.0,31.68,31.68,0.0,0.0,31.39,31.39,0.0,0.0,31.51,31.51,0.0,0.0
2019-02-10,29.8,29.8,0.0,0.0,29.95,29.95,0.0,0.0,29.46,29.46,0.0,0.0,29.46,29.46,0.0,0.0
2019-02-17,28.62,28.62,0.0,0.0,28.98,28.98,0.0,0.0,28.62,28.62,0.0,0.0,28.98,28.98,0.0,0.0
2019-02-24,29.18,29.18,0.0,0.0,29.71,29.71,0.0,0.0,29.18,29.18,0.0,0.0,29.66,29.66,0.0,0.0
2019-03-03,31.09,31.09,0.0,0.0,31.09,31.09,0.0,0.0,30.24,30.24,0.0,0.0,30.24,30.24,0.0,0.0
2019-03-10,29.47,29.47,0.0,0.0,29.71,29.71,0.0,0.0,29.44,29.44,0.0,0.0,29.44,29.44,0.0,0.0
2019-03-17,30.2,30.2,0.0,0.0,30.23,30.23,0.0,0.0,29.75,29.75,0.0,0.0,29.77,29.77,0.0,0.0
2019-03-24,28.63,28.63,0.0,0.0,28.65,28.65,0.0,0.0,28.47,28.47,0.0,0.0,28.52,28.52,0.0,0.0
2019-03-31,28.69,28.69,0.0,0.0,28.69,28.69,0.0,0.0,28.69,28.69,0.0,0.0,28.69,28.69,0.0,0.0
2019-04-07,28.78,28.78,0.0,0.0,28.89,28.89,0.0,0.0,28.77,28.77,0.0,0.0,28.89,28.89,0.0,0.0
2019-04-14,28.73,28.73,0.0,0.0,28.86,28.86,0.0,0.0,28.73,28.73,0.0,0.0,28.86,28.86,0.0,0.0
2019-04-21,28.41,28.41,0.0,0.0,28.41,28.41,0.0,0.0,28.41,28.41,0.0,0.0,28.41,28.41,0.0,0.0
2019-04-28,29.15,29.15,0.0,0.0,29.15,29.15,0.0,0.0,28.63,28.63,0.0,0.0,28.63,28.63,0.0,0.0
2019-05-05,30.72,30.72,0.0,0.0,31.35,31.35,0.0,0.0,30.72,30.72,0.0,0.0,31.32,31.32,0.0,0.0
2019-05-12,30.78,30.78,0.0,0.0,30.83,30.83,0.0,0.0,30.6,30.6,0.0,0.0,30.69,30.69,0.0,0.0
2019-05-19,30.69,30.69,0.0,0.0,30.69,30.69,0.0,0.0,30.32,30.32,0.0,0.0,30.32,30.32,0.0,0.0
2019-05-26,31.5,31.5,0.0,0.0,31.5,31.5,0.0,0.0,31.1,31.1,0.0,0.0,31.1,31.1,0.0,0.0
2019-06-02,29.35,29.35,0.0,0.0,29.39,29.39,0.0,0.0,29.16,29.16,0.0,0.0,29.39,29.39,0.0,0.0
2019-06-09,29.87,29.87,0.0,0.0,29.89,29.89,0.0,0.0,29.83,29.83,0.0,0.0,29.89,29.89,0.0,0.0
2019-06-16,29.02,29.02,0.0,0.0,29.03,29.03,0.0,0.0,29.02,29.02,0.0,0.0,29.03,29.03,0.0,0.0
2019-06-23,27.99,27.99,0.0,0.0,28.11,28.11,0.0,0.0,27.63,27.63,0.0,0.0,28.06,28.06,0.0,0.0
2019-06-30,28.12,28.12,0.0,0.0,28.34,28.34,0.0,0.0,28.12,28.12,0.0,0.0,28.34,28.34,0.0,0.0
2019-07-07,28.33,28.33,0.0,0.0,28.38,28.38,0.0,0.0,28.33,28.33,0.0,0.0,28.38,28.38,0.0,0.0
2019-07-14,28.9,28.9,0.0,0.0,28.9,28.9,0.0,0.0,28.73,28.73,0.0,0.0,28.75,28.75,0.0,0.0
2019-07-21,28.8,28.8,0.0,0.0,28.8,28.8,0.0,0.0,28.8,28.8,0.0,0.0,28.8,28.8,0.0,0.0
2019-07-28,30.08,30.08,0.0,0.0,31.28,31.28,0.0,0.0,30.08,30.08,0.0,0.0,31.16,31.16,0.0,0.0
