Date,iShares Core MSCI Pacific_Open_average,iShares Core MSCI Pacific_Open_max,iShares Core MSCI Pacific_Open_volatility,iShares Core MSCI Pacific_Open_change,iShares Core MSCI Pacific_High_average,iShares Core MSCI Pacific_High_max,iShares Core MSCI Pacific_High_volatility,iShares Core MSCI Pacific_High_change,iShares Core MSCI Pacific_Low_average,iShares Core MSCI Pacific_Low_max,iShares Core MSCI Pacific_Low_volatility,iShares Core MSCI Pacific_Low_change,iShares Core MSCI Pacific_Close_average,iShares Core MSCI Pacific_Close_max,iShares Core MSCI Pacific_Close_volatility,iShares Core MSCI Pacific_Close_change
2016-10-09,49.9,49.9,0.0,0.0,50.05,50.05,0.0,0.0,49.9,49.9,0.0,0.0,49.9,49.9,0.0,0.0
2016-10-16,50.82,50.82,0.0,0.0,50.82,50.82,0.0,0.0,50.66,50.66,0.0,0.0,50.79,50.79,0.0,0.0
2016-10-23,50.41,50.41,0.0,0.0,50.64,50.64,0.0,0.0,50.38,50.38,0.0,0.0,50.55,50.55,0.0,0.0
2016-10-30,50.04,50.04,0.0,0.0,50.26,50.26,0.0,0.0,50.04,50.04,0.0,0.0,50.21,50.21,0.0,0.0
2016-11-06,49.59,49.59,0.0,0.0,49.63,49.63,0.0,0.0,49.43,49.43,0.0,0.0,49.63,49.63,0.0,0.0
2016-11-13,49.56,49.56,0.0,0.0,49.62,49.62,0.0,0.0,49.34,49.34,0.0,0.0,49.62,49.62,0.0,0.0
2016-11-20,50.01,50.01,0.0,0.0,50.08,50.08,0.0,0.0,49.93,49.93,0.0,0.0,50.04,50.04,0.0,0.0
2016-11-27,49.83,49.83,0.0,0.0,50.02,50.02,0.0,0.0,49.69,49.69,0.0,0.0,49.87,49.87,0.0,0.0
2016-12-04,50.75,50.75,0.0,0.0,50.94,50.94,0.0,0.0,50.71,50.71,0.0,0.0,50.89,50.89,0.0,0.0
2016-12-11,50.19,50.19,0.0,0.0,50.29,50.29,0.0,0.0,50.05,50.05,0.0,0.0,50.16,50.16,0.0,0.0
2016-12-18,49.11,49.11,0.0,0.0,49.26,49.26,0.0,0.0,49.03,49.03,0.0,0.0,49.1,49.1,0.0,0.0
2016-12-25,49.0,49.0,0.0,0.0,49.0,49.0,0.0,0.0,48.77,48.77,0.0,0.0,48.81,48.81,0.0,0.0
2017-01-01,50.57,50.57,0.0,0.0,50.61,50.61,0.0,0.0,50.47,50.47,0.0,0.0,50.6,50.6,0.0,0.0
2017-01-08,50.72,50.72,0.0,0.0,51.04,51.04,0.0,0.0,50.72,50.72,0.0,0.0,51.04,51.04,0.0,0.0
2017-01-15,50.69,50.69,0.0,0.0,50.79,50.79,0.0,0.0,50.52,50.52,0.0,0.0,50.76,50.76,0.0,0.0
2017-01-22,50.99,50.99,0.0,0.0,50.99,50.99,0.0,0.0,50.72,50.72,0.0,0.0,50.86,50.86,0.0,0.0
2017-01-29,51.09,51.09,0.0,0.0,51.17,51.17,0.0,0.0,51.0,51.0,0.0,0.0,51.17,51.17,0.0,0.0
2017-02-05,51.98,51.98,0.0,0.0,52.04,52.04,0.0,0.0,51.86,51.86,0.0,0.0,51.95,51.95,0.0,0.0
2017-02-12,51.77,51.77,0.0,0.0,51.86,51.86,0.0,0.0,51.74,51.74,0.0,0.0,51.84,51.84,0.0,0.0
2017-02-19,51.96,51.96,0.0,0.0,52.02,52.02,0.0,0.0,51.85,51.85,0.0,0.0,52.02,52.02,0.0,0.0
2017-02-26,51.94,51.94,0.0,0.0,51.94,51.94,0.0,0.0,51.75,51.75,0.0,0.0,51.85,51.85,0.0,0.0
2017-03-05,52.25,52.25,0.0,0.0,52.25,52.25,0.0,0.0,52.15,52.15,0.0,0.0,52.23,52.23,0.0,0.0
2017-03-12,52.81,52.81,0.0,0.0,52.88,52.88,0.0,0.0,52.66,52.66,0.0,0.0,52.75,52.75,0.0,0.0
2017-03-19,52.53,52.53,0.0,0.0,52.83,52.83,0.0,0.0,52.41,52.41,0.0,0.0,52.83,52.83,0.0,0.0
2017-03-26,52.63,52.63,0.0,0.0,52.89,52.89,0.0,0.0,52.53,52.53,0.0,0.0,52.89,52.89,0.0,0.0
2017-04-02,52.21,52.21,0.0,0.0,52.36,52.36,0.0,0.0,52.09,52.09,0.0,0.0,52.25,52.25,0.0,0.0
2017-04-09,52.39,52.39,0.0,0.0,52.53,52.53,0.0,0.0,52.35,52.35,0.0,0.0,52.48,52.48,0.0,0.0
2017-04-16,53.02,53.02,0.0,0.0,53.02,53.02,0.0,0.0,52.8,52.8,0.0,0.0,52.91,52.91,0.0,0.0
2017-04-23,53.47,53.47,0.0,0.0,53.47,53.47,0.0,0.0,53.22,53.22,0.0,0.0,53.46,53.46,0.0,0.0
2017-04-30,53.56,53.56,0.0,0.0,53.62,53.62,0.0,0.0,53.47,53.47,0.0,0.0,53.48,53.48,0.0,0.0
2017-05-07,53.4,53.4,0.0,0.0,53.49,53.49,0.0,0.0,53.38,53.38,0.0,0.0,53.42,53.42,0.0,0.0
2017-05-14,53.73,53.73,0.0,0.0,53.83,53.83,0.0,0.0,53.7,53.7,0.0,0.0,53.83,53.83,0.0,0.0
2017-05-21,53.73,53.73,0.0,0.0,53.81,53.81,0.0,0.0,53.71,53.71,0.0,0.0,53.78,53.78,0.0,0.0
2017-05-28,54.97,54.97,0.0,0.0,55.05,55.05,0.0,0.0,54.95,54.95,0.0,0.0,55.02,55.02,0.0,0.0
2017-06-04,54.58,54.58,0.0,0.0,54.71,54.71,0.0,0.0,54.55,54.55,0.0,0.0,54.7,54.7,0.0,0.0
2017-06-11,55.01,55.01,0.0,0.0,55.23,55.23,0.0,0.0,55.01,55.01,0.0,0.0,55.1,55.1,0.0,0.0
2017-06-18,54.4,54.4,0.0,0.0,54.46,54.46,0.0,0.0,54.21,54.21,0.0,0.0,54.26,54.26,0.0,0.0
2017-06-25,54.01,54.01,0.0,0.0,54.2,54.2,0.0,0.0,53.9,53.9,0.0,0.0,53.9,53.9,0.0,0.0
2017-07-02,53.55,53.55,0.0,0.0,53.66,53.66,0.0,0.0,53.38,53.38,0.0,0.0,53.55,53.55,0.0,0.0
2017-07-09,54.57,54.57,0.0,0.0,54.66,54.66,0.0,0.0,54.45,54.45,0.0,0.0,54.48,54.48,0.0,0.0
2017-07-16,55.25,55.25,0.0,0.0,55.28,55.28,0.0,0.0,55.1,55.1,0.0,0.0,55.27,55.27,0.0,0.0
2017-07-23,55.63,55.63,0.0,0.0,55.79,55.79,0.0,0.0,55.63,55.63,0.0,0.0,55.74,55.74,0.0,0.0
2017-07-30,55.89,55.89,0.0,0.0,56.07,56.07,0.0,0.0,55.77,55.77,0.0,0.0,56.07,56.07,0.0,0.0
2017-08-06,55.31,55.31,0.0,0.0,55.47,55.47,0.0,0.0,55.31,55.31,0.0,0.0,55.42,55.42,0.0,0.0
2017-08-13,55.52,55.52,0.0,0.0,55.52,55.52,0.0,0.0,55.34,55.34,0.0,0.0,55.41,55.41,0.0,0.0
2017-08-20,55.65,55.65,0.0,0.0,55.72,55.72,0.0,0.0,55.57,55.57,0.0,0.0,55.66,55.66,0.0,0.0
2017-08-27,55.87,55.87,0.0,0.0,56.02,56.02,0.0,0.0,55.84,55.84,0.0,0.0,55.94,55.94,0.0,0.0
2017-09-03,56.53,56.53,0.0,0.0,56.61,56.61,0.0,0.0,56.48,56.48,0.0,0.0,56.53,56.53,0.0,0.0
2017-09-10,56.46,56.46,0.0,0.0,56.54,56.54,0.0,0.0,56.35,56.35,0.0,0.0,56.49,56.49,0.0,0.0
2017-09-17,56.33,56.33,0.0,0.0,56.44,56.44,0.0,0.0,56.29,56.29,0.0,0.0,56.42,56.42,0.0,0.0
2017-09-24,56.46,56.46,0.0,0.0,56.6,56.6,0.0,0.0,56.42,56.42,0.0,0.0,56.55,56.55,0.0,0.0
2017-10-01,56.73,56.73,0.0,0.0,56.76,56.76,0.0,0.0,56.58,56.58,0.0,0.0,56.59,56.59,0.0,0.0
2017-10-08,58.25,58.25,0.0,0.0,58.35,58.35,0.0,0.0,58.15,58.15,0.0,0.0,58.26,58.26,0.0,0.0
2017-10-15,58.27,58.27,0.0,0.0,58.27,58.27,0.0,0.0,58.07,58.07,0.0,0.0,58.13,58.13,0.0,0.0
2017-10-22,58.53,58.53,0.0,0.0,58.53,58.53,0.0,0.0,58.39,58.39,0.0,0.0,58.48,58.48,0.0,0.0
2017-10-29,58.96,58.96,0.0,0.0,59.16,59.16,0.0,0.0,58.93,58.93,0.0,0.0,59.14,59.14,0.0,0.0
2017-11-05,58.79,58.79,0.0,0.0,59.11,59.11,0.0,0.0,58.61,58.61,0.0,0.0,59.11,59.11,0.0,0.0
2017-11-12,58.98,58.98,0.0,0.0,59.13,59.13,0.0,0.0,58.95,58.95,0.0,0.0,59.07,59.07,0.0,0.0
2017-11-19,60.0,60.0,0.0,0.0,60.02,60.02,0.0,0.0,59.84,59.84,0.0,0.0,59.87,59.87,0.0,0.0
2017-11-26,59.5,59.5,0.0,0.0,59.52,59.52,0.0,0.0,59.12,59.12,0.0,0.0,59.14,59.14,0.0,0.0
2017-12-03,59.56,59.56,0.0,0.0,59.68,59.68,0.0,0.0,59.56,59.56,0.0,0.0,59.64,59.64,0.0,0.0
2017-12-10,60.49,60.49,0.0,0.0,60.63,60.63,0.0,0.0,60.45,60.45,0.0,0.0,60.57,60.57,0.0,0.0
2017-12-17,59.41,59.41,0.0,0.0,59.53,59.53,0.0,0.0,59.29,59.29,0.0,0.0,59.53,59.53,0.0,0.0
2017-12-24,59.77,59.77,0.0,0.0,59.87,59.87,0.0,0.0,59.63,59.63,0.0,0.0,59.63,59.63,0.0,0.0
2017-12-31,61.65,61.65,0.0,0.0,61.79,61.79,0.0,0.0,61.55,61.55,0.0,0.0,61.78,61.78,0.0,0.0
2018-01-07,62.11,62.11,0.0,0.0,62.6,62.6,0.0,0.0,62.05,62.05,0.0,0.0,62.6,62.6,0.0,0.0
2018-01-14,62.9,62.9,0.0,0.0,63.16,63.16,0.0,0.0,62.84,62.84,0.0,0.0,63.16,63.16,0.0,0.0
2018-01-21,63.45,63.45,0.0,0.0,63.52,63.52,0.0,0.0,63.3,63.3,0.0,0.0,63.38,63.38,0.0,0.0
2018-01-28,60.77,60.77,0.0,0.0,61.11,61.11,0.0,0.0,59.04,59.04,0.0,0.0,59.26,59.26,0.0,0.0
2018-02-04,58.89,58.89,0.0,0.0,59.54,59.54,0.0,0.0,58.72,58.72,0.0,0.0,59.45,59.45,0.0,0.0
2018-02-11,60.6,60.6,0.0,0.0,61.08,61.08,0.0,0.0,60.6,60.6,0.0,0.0,60.92,60.92,0.0,0.0
2018-02-18,61.49,61.49,0.0,0.0,62.01,62.01,0.0,0.0,61.49,61.49,0.0,0.0,62.01,62.01,0.0,0.0
2018-02-25,59.2,59.2,0.0,0.0,60.04,60.04,0.0,0.0,59.18,59.18,0.0,0.0,59.95,59.95,0.0,0.0
2018-03-04,60.78,60.78,0.0,0.0,60.78,60.78,0.0,0.0,60.55,60.55,0.0,0.0,60.61,60.61,0.0,0.0
2018-03-11,59.97,59.97,0.0,0.0,59.98,59.98,0.0,0.0,59.26,59.26,0.0,0.0,59.61,59.61,0.0,0.0
2018-03-18,58.71,58.71,0.0,0.0,58.97,58.97,0.0,0.0,58.2,58.2,0.0,0.0,58.88,58.88,0.0,0.0
2018-03-25,59.31,59.31,0.0,0.0,59.35,59.35,0.0,0.0,58.45,58.45,0.0,0.0,58.67,58.67,0.0,0.0
2018-04-01,59.49,59.49,0.0,0.0,59.84,59.84,0.0,0.0,59.35,59.35,0.0,0.0,59.4,59.4,0.0,0.0
2018-04-08,59.92,59.92,0.0,0.0,60.04,60.04,0.0,0.0,59.85,59.85,0.0,0.0,59.94,59.94,0.0,0.0
2018-04-15,59.92,59.92,0.0,0.0,59.92,59.92,0.0,0.0,59.66,59.66,0.0,0.0,59.82,59.82,0.0,0.0
2018-04-22,60.28,60.28,0.0,0.0,60.41,60.41,0.0,0.0,60.0,60.0,0.0,0.0,60.05,60.05,0.0,0.0
2018-04-29,60.14,60.14,0.0,0.0,60.36,60.36,0.0,0.0,60.14,60.14,0.0,0.0,60.3,60.3,0.0,0.0
2018-05-06,61.24,61.24,0.0,0.0,61.34,61.34,0.0,0.0,61.12,61.12,0.0,0.0,61.24,61.24,0.0,0.0
2018-05-13,60.74,60.74,0.0,0.0,60.87,60.87,0.0,0.0,60.71,60.71,0.0,0.0,60.81,60.81,0.0,0.0
2018-05-20,59.95,59.95,0.0,0.0,60.08,60.08,0.0,0.0,59.89,59.89,0.0,0.0,59.99,59.99,0.0,0.0
2018-05-27,60.58,60.58,0.0,0.0,60.58,60.58,0.0,0.0,60.35,60.35,0.0,0.0,60.4,60.4,0.0,0.0
2018-06-03,60.69,60.69,0.0,0.0,60.87,60.87,0.0,0.0,60.69,60.69,0.0,0.0,60.84,60.84,0.0,0.0
2018-06-10,59.45,59.45,0.0,0.0,59.59,59.59,0.0,0.0,59.37,59.37,0.0,0.0,59.59,59.59,0.0,0.0
2018-06-17,58.01,58.01,0.0,0.0,58.01,58.01,0.0,0.0,57.51,57.51,0.0,0.0,57.72,57.72,0.0,0.0
2018-06-24,56.72,56.72,0.0,0.0,56.87,56.87,0.0,0.0,56.64,56.64,0.0,0.0,56.78,56.78,0.0,0.0
2018-07-01,57.91,57.91,0.0,0.0,58.11,58.11,0.0,0.0,57.81,57.81,0.0,0.0,58.06,58.06,0.0,0.0
2018-07-08,57.63,57.63,0.0,0.0,57.69,57.69,0.0,0.0,57.5,57.5,0.0,0.0,57.55,57.55,0.0,0.0
2018-07-15,58.13,58.13,0.0,0.0,58.16,58.16,0.0,0.0,58.02,58.02,0.0,0.0,58.16,58.16,0.0,0.0
2018-07-22,58.95,58.95,0.0,0.0,58.95,58.95,0.0,0.0,58.65,58.65,0.0,0.0,58.69,58.69,0.0,0.0
2018-07-29,57.8,57.8,0.0,0.0,57.97,57.97,0.0,0.0,57.68,57.68,0.0,0.0,57.95,57.95,0.0,0.0
2018-08-05,57.15,57.15,0.0,0.0,57.3,57.3,0.0,0.0,56.93,56.93,0.0,0.0,56.99,56.99,0.0,0.0
2018-08-12,57.27,57.27,0.0,0.0,57.37,57.37,0.0,0.0,57.2,57.2,0.0,0.0,57.33,57.33,0.0,0.0
2018-08-19,57.92,57.92,0.0,0.0,58.18,58.18,0.0,0.0,57.92,57.92,0.0,0.0,58.18,58.18,0.0,0.0
2018-08-26,57.81,57.81,0.0,0.0,57.98,57.98,0.0,0.0,57.62,57.62,0.0,0.0,57.83,57.83,0.0,0.0
2018-09-02,56.13,56.13,0.0,0.0,56.17,56.17,0.0,0.0,56.01,56.01,0.0,0.0,56.06,56.06,0.0,0.0
2018-09-09,57.46,57.46,0.0,0.0,57.52,57.52,0.0,0.0,57.27,57.27,0.0,0.0,57.27,57.27,0.0,0.0
2018-09-16,58.75,58.75,0.0,0.0,58.75,58.75,0.0,0.0,58.58,58.58,0.0,0.0,58.62,58.62,0.0,0.0
2018-09-23,58.98,58.98,0.0,0.0,59.31,59.31,0.0,0.0,58.98,58.98,0.0,0.0,59.12,59.12,0.0,0.0
2018-09-30,57.36,57.36,0.0,0.0,57.62,57.62,0.0,0.0,57.2,57.2,0.0,0.0,57.62,57.62,0.0,0.0
2018-10-07,54.95,54.95,0.0,0.0,55.36,55.36,0.0,0.0,54.85,54.85,0.0,0.0,55.19,55.19,0.0,0.0
2018-10-14,55.39,55.39,0.0,0.0,55.39,55.39,0.0,0.0,54.94,54.94,0.0,0.0,55.14,55.14,0.0,0.0
2018-10-21,53.15,53.15,0.0,0.0,53.3,53.3,0.0,0.0,51.91,51.91,0.0,0.0,52.42,52.42,0.0,0.0
2018-10-28,54.4,54.4,0.0,0.0,54.42,54.42,0.0,0.0,54.15,54.15,0.0,0.0,54.29,54.29,0.0,0.0
2018-11-04,54.49,54.49,0.0,0.0,54.49,54.49,0.0,0.0,53.84,53.84,0.0,0.0,53.84,53.84,0.0,0.0
2018-11-11,54.38,54.38,0.0,0.0,54.38,54.38,0.0,0.0,53.87,53.87,0.0,0.0,53.98,53.98,0.0,0.0
2018-11-18,54.36,54.36,0.0,0.0,54.45,54.45,0.0,0.0,54.17,54.17,0.0,0.0,54.45,54.45,0.0,0.0
2018-11-25,55.8,55.8,0.0,0.0,55.83,55.83,0.0,0.0,55.47,55.47,0.0,0.0,55.65,55.65,0.0,0.0
2018-12-02,52.9,52.9,0.0,0.0,53.09,53.09,0.0,0.0,52.33,52.33,0.0,0.0,52.9,52.9,0.0,0.0
2018-12-09,52.9,52.9,0.0,0.0,53.0,53.0,0.0,0.0,52.29,52.29,0.0,0.0,52.42,52.42,0.0,0.0
2018-12-16,49.3,49.3,0.0,0.0,49.57,49.57,0.0,0.0,48.92,48.92,0.0,0.0,49.08,49.08,0.0,0.0
2018-12-23,50.88,50.88,0.0,0.0,51.07,51.07,0.0,0.0,50.49,50.49,0.0,0.0,50.62,50.62,0.0,0.0
2018-12-30,52.14,52.14,0.0,0.0,52.6,52.6,0.0,0.0,52.05,52.05,0.0,0.0,52.14,52.14,0.0,0.0
2019-01-06,52.48,52.48,0.0,0.0,52.8,52.8,0.0,0.0,52.48,52.48,0.0,0.0,52.68,52.68,0.0,0.0
2019-01-13,53.86,53.86,0.0,0.0,54.06,54.06,0.0,0.0,53.79,53.79,0.0,0.0,53.97,53.97,0.0,0.0
2019-01-20,53.53,53.53,0.0,0.0,53.58,53.58,0.0,0.0,53.38,53.38,0.0,0.0,53.55,53.55,0.0,0.0
2019-01-27,54.12,54.12,0.0,0.0,54.45,54.45,0.0,0.0,54.12,54.12,0.0,0.0,54.37,54.37,0.0,0.0
2019-02-03,53.46,53.46,0.0,0.0,53.62,53.62,0.0,0.0,53.2,53.2,0.0,0.0,53.37,53.37,0.0,0.0
2019-02-10,54.54,54.54,0.0,0.0,54.9,54.9,0.0,0.0,54.54,54.54,0.0,0.0,54.89,54.89,0.0,0.0
2019-02-17,55.68,55.68,0.0,0.0,55.81,55.81,0.0,0.0,55.52,55.52,0.0,0.0,55.52,55.52,0.0,0.0
2019-02-24,55.28,55.28,0.0,0.0,55.33,55.33,0.0,0.0,54.87,54.87,0.0,0.0,55.05,55.05,0.0,0.0
2019-03-03,54.31,54.31,0.0,0.0,54.81,54.81,0.0,0.0,54.31,54.31,0.0,0.0,54.81,54.81,0.0,0.0
2019-03-10,55.11,55.11,0.0,0.0,55.3,55.3,0.0,0.0,55.11,55.11,0.0,0.0,55.26,55.26,0.0,0.0
2019-03-17,54.68,54.68,0.0,0.0,54.95,54.95,0.0,0.0,54.58,54.58,0.0,0.0,54.95,54.95,0.0,0.0
2019-03-24,56.2,56.2,0.0,0.0,56.33,56.33,0.0,0.0,56.05,56.05,0.0,0.0,56.32,56.32,0.0,0.0
2019-03-31,56.15,56.15,0.0,0.0,56.25,56.25,0.0,0.0,56.06,56.06,0.0,0.0,56.22,56.22,0.0,0.0
2019-04-07,56.22,56.22,0.0,0.0,56.22,56.22,0.0,0.0,56.08,56.08,0.0,0.0,56.09,56.09,0.0,0.0
2019-04-14,56.02,56.02,0.0,0.0,56.18,56.18,0.0,0.0,56.02,56.02,0.0,0.0,56.13,56.13,0.0,0.0
2019-04-21,56.37,56.37,0.0,0.0,56.59,56.59,0.0,0.0,56.36,56.36,0.0,0.0,56.52,56.52,0.0,0.0
2019-04-28,55.69,55.69,0.0,0.0,56.14,56.14,0.0,0.0,55.63,55.63,0.0,0.0,56.13,56.13,0.0,0.0
2019-05-05,54.1,54.1,0.0,0.0,54.12,54.12,0.0,0.0,53.77,53.77,0.0,0.0,53.8,53.8,0.0,0.0
2019-05-12,54.56,54.56,0.0,0.0,54.56,54.56,0.0,0.0,54.35,54.35,0.0,0.0,54.4,54.4,0.0,0.0
2019-05-19,54.73,54.73,0.0,0.0,54.73,54.73,0.0,0.0,54.52,54.52,0.0,0.0,54.68,54.68,0.0,0.0
2019-05-26,53.87,53.87,0.0,0.0,54.02,54.02,0.0,0.0,53.71,53.71,0.0,0.0,53.86,53.86,0.0,0.0
2019-06-02,55.58,55.58,0.0,0.0,55.76,55.76,0.0,0.0,55.58,55.58,0.0,0.0,55.61,55.61,0.0,0.0
2019-06-09,54.29,54.29,0.0,0.0,54.33,54.33,0.0,0.0,54.16,54.16,0.0,0.0,54.16,54.16,0.0,0.0
2019-06-16,55.49,55.49,0.0,0.0,55.57,55.57,0.0,0.0,55.44,55.44,0.0,0.0,55.47,55.47,0.0,0.0
2019-06-23,56.38,56.38,0.0,0.0,56.41,56.41,0.0,0.0,56.07,56.07,0.0,0.0,56.18,56.18,0.0,0.0
2019-06-30,56.2,56.2,0.0,0.0,56.24,56.24,0.0,0.0,56.01,56.01,0.0,0.0,56.19,56.19,0.0,0.0
2019-07-07,56.27,56.27,0.0,0.0,56.35,56.35,0.0,0.0,56.17,56.17,0.0,0.0,56.22,56.22,0.0,0.0
2019-07-14,56.1,56.1,0.0,0.0,56.17,56.17,0.0,0.0,55.95,55.95,0.0,0.0,56.12,56.12,0.0,0.0
2019-07-21,55.99,55.99,0.0,0.0,55.99,55.99,0.0,0.0,55.86,55.86,0.0,0.0,55.94,55.94,0.0,0.0
2019-07-28,53.81,53.81,0.0,0.0,53.81,53.81,0.0,0.0,53.01,53.01,0.0,0.0,53.25,53.25,0.0,0.0
2019-08-04,53.6,53.6,0.0,0.0,53.69,53.69,0.0,0.0,53.27,53.27,0.0,0.0,53.31,53.31,0.0,0.0
