Date,Sprott Physical Gold_Open_average,Sprott Physical Gold_Open_max,Sprott Physical Gold_Open_volatility,Sprott Physical Gold_Open_change,Sprott Physical Gold_High_average,Sprott Physical Gold_High_max,Sprott Physical Gold_High_volatility,Sprott Physical Gold_High_change,Sprott Physical Gold_Low_average,Sprott Physical Gold_Low_max,Sprott Physical Gold_Low_volatility,Sprott Physical Gold_Low_change,Sprott Physical Gold_Close_average,Sprott Physical Gold_Close_max,Sprott Physical Gold_Close_volatility,Sprott Physical Gold_Close_change
2016-06-12,10.68,10.68,0.0,0.0,10.8,10.8,0.0,0.0,10.67,10.67,0.0,0.0,10.8,10.8,0.0,0.0
2016-06-19,11.09,11.09,0.0,0.0,11.1,11.1,0.0,0.0,10.94,10.94,0.0,0.0,11.01,11.01,0.0,0.0
2016-06-26,11.09,11.09,0.0,0.0,11.19,11.19,0.0,0.0,11.06,11.06,0.0,0.0,11.18,11.18,0.0,0.0
2016-07-03,11.26,11.26,0.0,0.0,11.29,11.29,0.0,0.0,11.23,11.23,0.0,0.0,11.24,11.24,0.0,0.0
2016-07-10,11.04,11.04,0.0,0.0,11.1,11.1,0.0,0.0,11.01,11.01,0.0,0.0,11.05,11.05,0.0,0.0
2016-07-17,10.88,10.88,0.0,0.0,10.94,10.94,0.0,0.0,10.84,10.84,0.0,0.0,10.85,10.85,0.0,0.0
2016-07-24,11.24,11.24,0.0,0.0,11.3,11.3,0.0,0.0,11.24,11.24,0.0,0.0,11.27,11.27,0.0,0.0
2016-07-31,11.08,11.08,0.0,0.0,11.13,11.13,0.0,0.0,11.08,11.08,0.0,0.0,11.12,11.12,0.0,0.0
2016-08-07,11.09,11.09,0.0,0.0,11.16,11.16,0.0,0.0,11.09,11.09,0.0,0.0,11.13,11.13,0.0,0.0
2016-08-14,11.06,11.06,0.0,0.0,11.15,11.15,0.0,0.0,11.05,11.05,0.0,0.0,11.15,11.15,0.0,0.0
2016-08-21,10.92,10.92,0.0,0.0,10.96,10.96,0.0,0.0,10.91,10.91,0.0,0.0,10.93,10.93,0.0,0.0
2016-08-28,10.91,10.91,0.0,0.0,10.99,10.99,0.0,0.0,10.88,10.88,0.0,0.0,10.99,10.99,0.0,0.0
2016-09-04,10.94,10.94,0.0,0.0,10.99,10.99,0.0,0.0,10.9,10.9,0.0,0.0,10.96,10.96,0.0,0.0
2016-09-11,10.92,10.92,0.0,0.0,10.97,10.97,0.0,0.0,10.88,10.88,0.0,0.0,10.91,10.91,0.0,0.0
2016-09-18,11.08,11.08,0.0,0.0,11.15,11.15,0.0,0.0,11.07,11.07,0.0,0.0,11.1,11.1,0.0,0.0
2016-09-25,10.93,10.93,0.0,0.0,10.93,10.93,0.0,0.0,10.86,10.86,0.0,0.0,10.89,10.89,0.0,0.0
2016-10-02,10.42,10.42,0.0,0.0,10.45,10.45,0.0,0.0,10.4,10.4,0.0,0.0,10.44,10.44,0.0,0.0
2016-10-09,10.4,10.4,0.0,0.0,10.43,10.43,0.0,0.0,10.39,10.39,0.0,0.0,10.39,10.39,0.0,0.0
2016-10-16,10.56,10.56,0.0,0.0,10.57,10.57,0.0,0.0,10.48,10.48,0.0,0.0,10.52,10.52,0.0,0.0
2016-10-23,10.6,10.6,0.0,0.0,10.63,10.63,0.0,0.0,10.57,10.57,0.0,0.0,10.63,10.63,0.0,0.0
2016-10-30,10.59,10.59,0.0,0.0,10.63,10.63,0.0,0.0,10.54,10.54,0.0,0.0,10.62,10.62,0.0,0.0
2016-11-06,10.02,10.02,0.0,0.0,10.09,10.09,0.0,0.0,9.94,9.94,0.0,0.0,10.0,10.0,0.0,0.0
2016-11-13,9.95,9.95,0.0,0.0,9.98,9.98,0.0,0.0,9.92,9.92,0.0,0.0,9.94,9.94,0.0,0.0
2016-11-20,9.7,9.7,0.0,0.0,9.76,9.76,0.0,0.0,9.7,9.7,0.0,0.0,9.76,9.76,0.0,0.0
2016-11-27,9.58,9.58,0.0,0.0,9.61,9.61,0.0,0.0,9.46,9.46,0.0,0.0,9.56,9.56,0.0,0.0
2016-12-04,9.48,9.48,0.0,0.0,9.56,9.56,0.0,0.0,9.45,9.45,0.0,0.0,9.52,9.52,0.0,0.0
2016-12-11,9.32,9.32,0.0,0.0,9.35,9.35,0.0,0.0,9.29,9.29,0.0,0.0,9.3,9.3,0.0,0.0
2016-12-18,9.23,9.23,0.0,0.0,9.26,9.26,0.0,0.0,9.23,9.23,0.0,0.0,9.24,9.24,0.0,0.0
2016-12-25,9.47,9.47,0.0,0.0,9.48,9.48,0.0,0.0,9.36,9.36,0.0,0.0,9.39,9.39,0.0,0.0
2017-01-01,9.62,9.62,0.0,0.0,9.7,9.7,0.0,0.0,9.62,9.62,0.0,0.0,9.66,9.66,0.0,0.0
2017-01-08,9.79,9.79,0.0,0.0,9.84,9.84,0.0,0.0,9.73,9.73,0.0,0.0,9.82,9.82,0.0,0.0
2017-01-15,9.95,9.95,0.0,0.0,10.0,10.0,0.0,0.0,9.93,9.93,0.0,0.0,9.97,9.97,0.0,0.0
2017-01-22,9.78,9.78,0.0,0.0,9.84,9.84,0.0,0.0,9.76,9.76,0.0,0.0,9.8,9.8,0.0,0.0
2017-01-29,10.07,10.07,0.0,0.0,10.12,10.12,0.0,0.0,10.05,10.05,0.0,0.0,10.11,10.11,0.0,0.0
2017-02-05,10.09,10.09,0.0,0.0,10.09,10.09,0.0,0.0,10.01,10.01,0.0,0.0,10.06,10.06,0.0,0.0
2017-02-12,10.17,10.17,0.0,0.0,10.18,10.18,0.0,0.0,10.11,10.11,0.0,0.0,10.12,10.12,0.0,0.0
2017-02-19,10.32,10.32,0.0,0.0,10.37,10.37,0.0,0.0,10.26,10.26,0.0,0.0,10.26,10.26,0.0,0.0
2017-02-26,10.11,10.11,0.0,0.0,10.11,10.11,0.0,0.0,10.04,10.04,0.0,0.0,10.05,10.05,0.0,0.0
2017-03-05,9.86,9.86,0.0,0.0,9.89,9.89,0.0,0.0,9.85,9.85,0.0,0.0,9.88,9.88,0.0,0.0
2017-03-12,10.15,10.15,0.0,0.0,10.19,10.19,0.0,0.0,10.14,10.14,0.0,0.0,10.18,10.18,0.0,0.0
2017-03-19,10.36,10.36,0.0,0.0,10.38,10.38,0.0,0.0,10.27,10.27,0.0,0.0,10.29,10.29,0.0,0.0
2017-03-26,10.22,10.22,0.0,0.0,10.3,10.3,0.0,0.0,10.21,10.21,0.0,0.0,10.3,10.3,0.0,0.0
2017-04-02,10.27,10.27,0.0,0.0,10.32,10.32,0.0,0.0,10.25,10.25,0.0,0.0,10.3,10.3,0.0,0.0
2017-04-09,10.61,10.61,0.0,0.0,10.65,10.65,0.0,0.0,10.54,10.54,0.0,0.0,10.57,10.57,0.0,0.0
2017-04-16,10.45,10.45,0.0,0.0,10.52,10.52,0.0,0.0,10.45,10.45,0.0,0.0,10.49,10.49,0.0,0.0
2017-04-23,10.32,10.32,0.0,0.0,10.37,10.37,0.0,0.0,10.23,10.23,0.0,0.0,10.27,10.27,0.0,0.0
2017-04-30,10.05,10.05,0.0,0.0,10.06,10.06,0.0,0.0,10.0,10.0,0.0,0.0,10.01,10.01,0.0,0.0
2017-05-07,10.08,10.08,0.0,0.0,10.08,10.08,0.0,0.0,10.03,10.03,0.0,0.0,10.06,10.06,0.0,0.0
2017-05-14,10.24,10.24,0.0,0.0,10.3,10.3,0.0,0.0,10.24,10.24,0.0,0.0,10.28,10.28,0.0,0.0
2017-05-21,10.32,10.32,0.0,0.0,10.36,10.36,0.0,0.0,10.31,10.31,0.0,0.0,10.33,10.33,0.0,0.0
2017-05-28,10.44,10.44,0.0,0.0,10.47,10.47,0.0,0.0,10.44,10.44,0.0,0.0,10.46,10.46,0.0,0.0
2017-06-04,10.32,10.32,0.0,0.0,10.35,10.35,0.0,0.0,10.31,10.31,0.0,0.0,10.32,10.32,0.0,0.0
2017-06-11,10.17,10.17,0.0,0.0,10.2,10.2,0.0,0.0,10.15,10.15,0.0,0.0,10.15,10.15,0.0,0.0
2017-06-18,10.16,10.16,0.0,0.0,10.18,10.18,0.0,0.0,10.14,10.14,0.0,0.0,10.15,10.15,0.0,0.0
2017-06-25,10.0,10.0,0.0,0.0,10.02,10.02,0.0,0.0,9.96,9.96,0.0,0.0,9.97,9.97,0.0,0.0
2017-07-02,9.84,9.84,0.0,0.0,9.9,9.9,0.0,0.0,9.83,9.83,0.0,0.0,9.88,9.88,0.0,0.0
2017-07-09,10.07,10.07,0.0,0.0,10.09,10.09,0.0,0.0,10.06,10.06,0.0,0.0,10.06,10.06,0.0,0.0
2017-07-16,10.24,10.24,0.0,0.0,10.25,10.25,0.0,0.0,10.21,10.21,0.0,0.0,10.23,10.23,0.0,0.0
2017-07-23,10.34,10.34,0.0,0.0,10.37,10.37,0.0,0.0,10.33,10.33,0.0,0.0,10.35,10.35,0.0,0.0
2017-07-30,10.23,10.23,0.0,0.0,10.26,10.26,0.0,0.0,10.23,10.23,0.0,0.0,10.25,10.25,0.0,0.0
2017-08-06,10.49,10.49,0.0,0.0,10.49,10.49,0.0,0.0,10.44,10.44,0.0,0.0,10.46,10.46,0.0,0.0
2017-08-13,10.52,10.52,0.0,0.0,10.55,10.55,0.0,0.0,10.51,10.51,0.0,0.0,10.53,10.53,0.0,0.0
2017-08-20,10.57,10.57,0.0,0.0,10.71,10.71,0.0,0.0,10.57,10.57,0.0,0.0,10.69,10.69,0.0,0.0
2017-08-27,10.81,10.81,0.0,0.0,10.83,10.83,0.0,0.0,10.74,10.74,0.0,0.0,10.82,10.82,0.0,0.0
2017-09-03,10.88,10.88,0.0,0.0,10.9,10.9,0.0,0.0,10.8,10.8,0.0,0.0,10.81,10.81,0.0,0.0
2017-09-10,10.68,10.68,0.0,0.0,10.69,10.69,0.0,0.0,10.61,10.61,0.0,0.0,10.64,10.64,0.0,0.0
2017-09-17,10.52,10.52,0.0,0.0,10.68,10.68,0.0,0.0,10.52,10.52,0.0,0.0,10.66,10.66,0.0,0.0
2017-09-24,10.39,10.39,0.0,0.0,10.45,10.45,0.0,0.0,10.36,10.36,0.0,0.0,10.36,10.36,0.0,0.0
2017-10-01,10.46,10.46,0.0,0.0,10.48,10.48,0.0,0.0,10.44,10.44,0.0,0.0,10.47,10.47,0.0,0.0
2017-10-08,10.61,10.61,0.0,0.0,10.64,10.64,0.0,0.0,10.52,10.52,0.0,0.0,10.54,10.54,0.0,0.0
2017-10-15,10.37,10.37,0.0,0.0,10.45,10.45,0.0,0.0,10.37,10.37,0.0,0.0,10.45,10.45,0.0,0.0
2017-10-22,10.37,10.37,0.0,0.0,10.41,10.41,0.0,0.0,10.35,10.35,0.0,0.0,10.39,10.39,0.0,0.0
2017-10-29,10.34,10.34,0.0,0.0,10.45,10.45,0.0,0.0,10.34,10.34,0.0,0.0,10.43,10.43,0.0,0.0
2017-11-05,10.41,10.41,0.0,0.0,10.41,10.41,0.0,0.0,10.39,10.39,0.0,0.0,10.4,10.4,0.0,0.0
2017-11-12,10.49,10.49,0.0,0.0,10.5,10.5,0.0,0.0,10.39,10.39,0.0,0.0,10.41,10.41,0.0,0.0
2017-11-19,10.56,10.56,0.0,0.0,10.57,10.57,0.0,0.0,10.52,10.52,0.0,0.0,10.54,10.54,0.0,0.0
2017-11-26,10.39,10.39,0.0,0.0,10.41,10.41,0.0,0.0,10.37,10.37,0.0,0.0,10.39,10.39,0.0,0.0
2017-12-03,10.16,10.16,0.0,0.0,10.18,10.18,0.0,0.0,10.11,10.11,0.0,0.0,10.15,10.15,0.0,0.0
2017-12-10,10.24,10.24,0.0,0.0,10.27,10.27,0.0,0.0,10.23,10.23,0.0,0.0,10.25,10.25,0.0,0.0
2017-12-17,10.35,10.35,0.0,0.0,10.39,10.39,0.0,0.0,10.33,10.33,0.0,0.0,10.37,10.37,0.0,0.0
2017-12-24,10.59,10.59,0.0,0.0,10.63,10.63,0.0,0.0,10.57,10.57,0.0,0.0,10.59,10.59,0.0,0.0
2017-12-31,10.75,10.75,0.0,0.0,10.75,10.75,0.0,0.0,10.7,10.7,0.0,0.0,10.75,10.75,0.0,0.0
2018-01-07,10.81,10.81,0.0,0.0,10.9,10.9,0.0,0.0,10.8,10.8,0.0,0.0,10.89,10.89,0.0,0.0
2018-01-14,10.86,10.86,0.0,0.0,10.88,10.88,0.0,0.0,10.83,10.83,0.0,0.0,10.87,10.87,0.0,0.0
2018-01-21,10.97,10.97,0.0,0.0,10.97,10.97,0.0,0.0,10.9,10.9,0.0,0.0,10.95,10.95,0.0,0.0
2018-01-28,10.86,10.86,0.0,0.0,10.93,10.93,0.0,0.0,10.84,10.84,0.0,0.0,10.89,10.89,0.0,0.0
2018-02-04,10.77,10.77,0.0,0.0,10.82,10.82,0.0,0.0,10.76,10.76,0.0,0.0,10.78,10.78,0.0,0.0
2018-02-11,11.03,11.03,0.0,0.0,11.04,11.04,0.0,0.0,10.94,10.94,0.0,0.0,10.96,10.96,0.0,0.0
2018-02-18,10.85,10.85,0.0,0.0,10.88,10.88,0.0,0.0,10.82,10.82,0.0,0.0,10.86,10.86,0.0,0.0
2018-02-25,10.78,10.78,0.0,0.0,10.78,10.78,0.0,0.0,10.73,10.73,0.0,0.0,10.76,10.76,0.0,0.0
2018-03-04,10.73,10.73,0.0,0.0,10.77,10.77,0.0,0.0,10.7,10.7,0.0,0.0,10.76,10.76,0.0,0.0
2018-03-11,10.67,10.67,0.0,0.0,10.73,10.73,0.0,0.0,10.66,10.66,0.0,0.0,10.71,10.71,0.0,0.0
2018-03-18,10.92,10.92,0.0,0.0,11.01,11.01,0.0,0.0,10.92,10.92,0.0,0.0,10.96,10.96,0.0,0.0
2018-03-25,10.82,10.82,0.0,0.0,10.91,10.91,0.0,0.0,10.81,10.81,0.0,0.0,10.89,10.89,0.0,0.0
2018-04-01,10.83,10.83,0.0,0.0,10.87,10.87,0.0,0.0,10.81,10.81,0.0,0.0,10.86,10.86,0.0,0.0
2018-04-08,10.95,10.95,0.0,0.0,10.97,10.97,0.0,0.0,10.92,10.92,0.0,0.0,10.94,10.94,0.0,0.0
2018-04-15,10.75,10.75,0.0,0.0,10.77,10.77,0.0,0.0,10.73,10.73,0.0,0.0,10.76,10.76,0.0,0.0
2018-04-22,10.66,10.66,0.0,0.0,10.72,10.72,0.0,0.0,10.64,10.64,0.0,0.0,10.69,10.69,0.0,0.0
2018-04-29,10.72,10.72,0.0,0.0,10.74,10.74,0.0,0.0,10.7,10.7,0.0,0.0,10.72,10.72,0.0,0.0
2018-05-06,10.74,10.74,0.0,0.0,10.75,10.75,0.0,0.0,10.67,10.67,0.0,0.0,10.69,10.69,0.0,0.0
2018-05-13,10.48,10.48,0.0,0.0,10.52,10.52,0.0,0.0,10.47,10.47,0.0,0.0,10.51,10.51,0.0,0.0
2018-05-20,10.63,10.63,0.0,0.0,10.65,10.65,0.0,0.0,10.59,10.59,0.0,0.0,10.59,10.59,0.0,0.0
2018-05-27,10.52,10.52,0.0,0.0,10.55,10.55,0.0,0.0,10.5,10.5,0.0,0.0,10.5,10.5,0.0,0.0
2018-06-03,10.55,10.55,0.0,0.0,10.59,10.59,0.0,0.0,10.55,10.55,0.0,0.0,10.58,10.58,0.0,0.0
2018-06-10,10.39,10.39,0.0,0.0,10.41,10.41,0.0,0.0,10.36,10.36,0.0,0.0,10.38,10.38,0.0,0.0
2018-06-17,10.3,10.3,0.0,0.0,10.3,10.3,0.0,0.0,10.26,10.26,0.0,0.0,10.27,10.27,0.0,0.0
2018-06-24,10.16,10.16,0.0,0.0,10.16,10.16,0.0,0.0,10.05,10.05,0.0,0.0,10.07,10.07,0.0,0.0
2018-07-01,10.25,10.25,0.0,0.0,10.26,10.26,0.0,0.0,10.2,10.2,0.0,0.0,10.22,10.22,0.0,0.0
2018-07-08,10.05,10.05,0.0,0.0,10.08,10.08,0.0,0.0,10.04,10.04,0.0,0.0,10.08,10.08,0.0,0.0
2018-07-15,9.9,9.9,0.0,0.0,9.93,9.93,0.0,0.0,9.89,9.89,0.0,0.0,9.89,9.89,0.0,0.0
2018-07-22,9.89,9.89,0.0,0.0,9.9,9.9,0.0,0.0,9.87,9.87,0.0,0.0,9.87,9.87,0.0,0.0
2018-07-29,9.79,9.79,0.0,0.0,9.79,9.79,0.0,0.0,9.74,9.74,0.0,0.0,9.75,9.75,0.0,0.0
2018-08-05,9.7,9.7,0.0,0.0,9.71,9.71,0.0,0.0,9.59,9.59,0.0,0.0,9.6,9.6,0.0,0.0
2018-08-12,9.54,9.54,0.0,0.0,9.58,9.58,0.0,0.0,9.52,9.52,0.0,0.0,9.58,9.58,0.0,0.0
2018-08-19,9.72,9.72,0.0,0.0,9.76,9.76,0.0,0.0,9.71,9.71,0.0,0.0,9.73,9.73,0.0,0.0
2018-08-26,9.68,9.68,0.0,0.0,9.71,9.71,0.0,0.0,9.64,9.64,0.0,0.0,9.65,9.65,0.0,0.0
2018-09-02,9.62,9.62,0.0,0.0,9.63,9.63,0.0,0.0,9.58,9.58,0.0,0.0,9.59,9.59,0.0,0.0
2018-09-09,9.64,9.64,0.0,0.0,9.68,9.68,0.0,0.0,9.64,9.64,0.0,0.0,9.65,9.65,0.0,0.0
2018-09-16,9.63,9.63,0.0,0.0,9.66,9.66,0.0,0.0,9.61,9.61,0.0,0.0,9.61,9.61,0.0,0.0
2018-09-23,9.5,9.5,0.0,0.0,9.54,9.54,0.0,0.0,9.49,9.49,0.0,0.0,9.52,9.52,0.0,0.0
2018-09-30,9.48,9.48,0.0,0.0,9.53,9.53,0.0,0.0,9.47,9.47,0.0,0.0,9.5,9.5,0.0,0.0
2018-10-07,9.83,9.83,0.0,0.0,9.86,9.86,0.0,0.0,9.81,9.81,0.0,0.0,9.86,9.86,0.0,0.0
2018-10-14,9.82,9.82,0.0,0.0,9.84,9.84,0.0,0.0,9.79,9.79,0.0,0.0,9.82,9.82,0.0,0.0
2018-10-21,9.9,9.9,0.0,0.0,9.92,9.92,0.0,0.0,9.84,9.84,0.0,0.0,9.87,9.87,0.0,0.0
2018-10-28,9.86,9.86,0.0,0.0,9.9,9.9,0.0,0.0,9.83,9.83,0.0,0.0,9.86,9.86,0.0,0.0
2018-11-04,9.61,9.61,0.0,0.0,9.61,9.61,0.0,0.0,9.57,9.57,0.0,0.0,9.6,9.6,0.0,0.0
2018-11-11,9.75,9.75,0.0,0.0,9.85,9.85,0.0,0.0,9.73,9.73,0.0,0.0,9.83,9.83,0.0,0.0
2018-11-18,9.83,9.83,0.0,0.0,9.85,9.85,0.0,0.0,9.79,9.79,0.0,0.0,9.81,9.81,0.0,0.0
2018-11-25,9.87,9.87,0.0,0.0,9.92,9.92,0.0,0.0,9.86,9.86,0.0,0.0,9.87,9.87,0.0,0.0
2018-12-02,10.06,10.06,0.0,0.0,10.11,10.11,0.0,0.0,10.02,10.02,0.0,0.0,10.02,10.02,0.0,0.0
2018-12-09,10.03,10.03,0.0,0.0,10.09,10.09,0.0,0.0,10.03,10.03,0.0,0.0,10.06,10.06,0.0,0.0
2018-12-16,10.14,10.14,0.0,0.0,10.22,10.22,0.0,0.0,10.11,10.11,0.0,0.0,10.2,10.2,0.0,0.0
2018-12-23,10.27,10.27,0.0,0.0,10.35,10.35,0.0,0.0,10.25,10.25,0.0,0.0,10.31,10.31,0.0,0.0
2018-12-30,10.48,10.48,0.0,0.0,10.48,10.48,0.0,0.0,10.4,10.4,0.0,0.0,10.43,10.43,0.0,0.0
2019-01-06,10.45,10.45,0.0,0.0,10.5,10.5,0.0,0.0,10.44,10.44,0.0,0.0,10.48,10.48,0.0,0.0
2019-01-13,10.43,10.43,0.0,0.0,10.43,10.43,0.0,0.0,10.4,10.4,0.0,0.0,10.42,10.42,0.0,0.0
2019-01-20,10.48,10.48,0.0,0.0,10.55,10.55,0.0,0.0,10.46,10.46,0.0,0.0,10.55,10.55,0.0,0.0
2019-01-27,10.6,10.6,0.0,0.0,10.66,10.66,0.0,0.0,10.57,10.57,0.0,0.0,10.61,10.61,0.0,0.0
2019-02-03,10.55,10.55,0.0,0.0,10.6,10.6,0.0,0.0,10.54,10.54,0.0,0.0,10.59,10.59,0.0,0.0
2019-02-10,10.64,10.64,0.0,0.0,10.72,10.72,0.0,0.0,10.64,10.64,0.0,0.0,10.69,10.69,0.0,0.0
2019-02-17,10.73,10.73,0.0,0.0,10.76,10.76,0.0,0.0,10.7,10.7,0.0,0.0,10.73,10.73,0.0,0.0
2019-02-24,10.4,10.4,0.0,0.0,10.41,10.41,0.0,0.0,10.35,10.35,0.0,0.0,10.36,10.36,0.0,0.0
2019-03-03,10.48,10.48,0.0,0.0,10.5,10.5,0.0,0.0,10.41,10.41,0.0,0.0,10.45,10.45,0.0,0.0
2019-03-10,10.51,10.51,0.0,0.0,10.52,10.52,0.0,0.0,10.5,10.5,0.0,0.0,10.5,10.5,0.0,0.0
2019-03-17,10.66,10.66,0.0,0.0,10.7,10.7,0.0,0.0,10.65,10.65,0.0,0.0,10.69,10.69,0.0,0.0
2019-03-24,10.48,10.48,0.0,0.0,10.49,10.49,0.0,0.0,10.39,10.39,0.0,0.0,10.4,10.4,0.0,0.0
2019-03-31,10.51,10.51,0.0,0.0,10.51,10.51,0.0,0.0,10.45,10.45,0.0,0.0,10.5,10.5,0.0,0.0
2019-04-07,10.35,10.35,0.0,0.0,10.42,10.42,0.0,0.0,10.35,10.35,0.0,0.0,10.41,10.41,0.0,0.0
2019-04-14,10.27,10.27,0.0,0.0,10.29,10.29,0.0,0.0,10.26,10.26,0.0,0.0,10.27,10.27,0.0,0.0
2019-04-21,10.22,10.22,0.0,0.0,10.23,10.23,0.0,0.0,10.18,10.18,0.0,0.0,10.23,10.23,0.0,0.0
2019-04-28,10.17,10.17,0.0,0.0,10.21,10.21,0.0,0.0,10.16,10.16,0.0,0.0,10.16,10.16,0.0,0.0
2019-05-05,10.3,10.3,0.0,0.0,10.37,10.37,0.0,0.0,10.26,10.26,0.0,0.0,10.36,10.36,0.0,0.0
2019-05-12,10.18,10.18,0.0,0.0,10.2,10.2,0.0,0.0,10.17,10.17,0.0,0.0,10.18,10.18,0.0,0.0
2019-05-19,10.25,10.25,0.0,0.0,10.25,10.25,0.0,0.0,10.2,10.2,0.0,0.0,10.25,10.25,0.0,0.0
2019-05-26,10.47,10.47,0.0,0.0,10.61,10.61,0.0,0.0,10.46,10.46,0.0,0.0,10.59,10.59,0.0,0.0
2019-06-02,10.63,10.63,0.0,0.0,10.66,10.66,0.0,0.0,10.58,10.58,0.0,0.0,10.66,10.66,0.0,0.0
2019-06-09,10.78,10.78,0.0,0.0,10.78,10.78,0.0,0.0,10.72,10.72,0.0,0.0,10.76,10.76,0.0,0.0
2019-06-16,11.22,11.22,0.0,0.0,11.34,11.34,0.0,0.0,11.22,11.22,0.0,0.0,11.32,11.32,0.0,0.0
2019-06-23,11.18,11.18,0.0,0.0,11.21,11.21,0.0,0.0,11.09,11.09,0.0,0.0,11.1,11.1,0.0,0.0
2019-06-30,11.23,11.23,0.0,0.0,11.25,11.25,0.0,0.0,11.13,11.13,0.0,0.0,11.14,11.14,0.0,0.0
2019-07-07,11.32,11.32,0.0,0.0,11.36,11.36,0.0,0.0,11.3,11.3,0.0,0.0,11.34,11.34,0.0,0.0
2019-07-14,11.47,11.47,0.0,0.0,11.49,11.49,0.0,0.0,11.43,11.43,0.0,0.0,11.46,11.46,0.0,0.0
2019-07-21,11.41,11.41,0.0,0.0,11.47,11.47,0.0,0.0,11.37,11.37,0.0,0.0,11.47,11.47,0.0,0.0
2019-07-28,11.7,11.7,0.0,0.0,11.76,11.76,0.0,0.0,11.62,11.62,0.0,0.0,11.71,11.71,0.0,0.0
2019-08-04,12.02,12.02,0.0,0.0,12.18,12.18,0.0,0.0,12.02,12.02,0.0,0.0,12.11,12.11,0.0,0.0
2019-08-11,12.06,12.06,0.0,0.0,12.08,12.08,0.0,0.0,12.0,12.0,0.0,0.0,12.02,12.02,0.0,0.0
