Date,First Trust ISE-Revere Natural Gas_Open_average,First Trust ISE-Revere Natural Gas_Open_max,First Trust ISE-Revere Natural Gas_Open_volatility,First Trust ISE-Revere Natural Gas_Open_change,First Trust ISE-Revere Natural Gas_High_average,First Trust ISE-Revere Natural Gas_High_max,First Trust ISE-Revere Natural Gas_High_volatility,First Trust ISE-Revere Natural Gas_High_change,First Trust ISE-Revere Natural Gas_Low_average,First Trust ISE-Revere Natural Gas_Low_max,First Trust ISE-Revere Natural Gas_Low_volatility,First Trust ISE-Revere Natural Gas_Low_change,First Trust ISE-Revere Natural Gas_Close_average,First Trust ISE-Revere Natural Gas_Close_max,First Trust ISE-Revere Natural Gas_Close_volatility,First Trust ISE-Revere Natural Gas_Close_change
2017-01-22,26.54,26.54,0.0,0.0,26.54,26.54,0.0,0.0,25.53,25.53,0.0,0.0,25.83,25.83,0.0,0.0
2017-01-29,26.58,26.58,0.0,0.0,26.77,26.77,0.0,0.0,26.17,26.17,0.0,0.0,26.25,26.25,0.0,0.0
2017-02-05,26.11,26.11,0.0,0.0,26.25,26.25,0.0,0.0,26.0,26.0,0.0,0.0,26.09,26.09,0.0,0.0
2017-02-12,25.58,25.58,0.0,0.0,25.74,25.74,0.0,0.0,25.46,25.46,0.0,0.0,25.62,25.62,0.0,0.0
2017-02-19,24.44,24.44,0.0,0.0,24.59,24.59,0.0,0.0,24.28,24.28,0.0,0.0,24.45,24.45,0.0,0.0
2017-02-26,24.42,24.42,0.0,0.0,24.66,24.66,0.0,0.0,24.31,24.31,0.0,0.0,24.62,24.62,0.0,0.0
2017-03-05,23.5,23.5,0.0,0.0,23.86,23.86,0.0,0.0,23.5,23.5,0.0,0.0,23.7,23.7,0.0,0.0
2017-03-12,23.48,23.48,0.0,0.0,23.72,23.72,0.0,0.0,23.37,23.37,0.0,0.0,23.68,23.68,0.0,0.0
2017-03-19,22.9,22.9,0.0,0.0,23.31,23.31,0.0,0.0,22.81,22.81,0.0,0.0,23.26,23.26,0.0,0.0
2017-03-26,24.47,24.47,0.0,0.0,24.47,24.47,0.0,0.0,23.94,23.94,0.0,0.0,24.34,24.34,0.0,0.0
2017-04-02,24.78,24.78,0.0,0.0,24.91,24.91,0.0,0.0,24.69,24.69,0.0,0.0,24.81,24.81,0.0,0.0
2017-04-09,23.91,23.91,0.0,0.0,24.01,24.01,0.0,0.0,23.76,23.76,0.0,0.0,24.0,24.0,0.0,0.0
2017-04-16,23.59,23.59,0.0,0.0,23.69,23.69,0.0,0.0,23.37,23.37,0.0,0.0,23.46,23.46,0.0,0.0
2017-04-23,23.02,23.02,0.0,0.0,23.15,23.15,0.0,0.0,22.95,22.95,0.0,0.0,23.08,23.08,0.0,0.0
2017-04-30,22.79,22.79,0.0,0.0,23.03,23.03,0.0,0.0,22.59,22.59,0.0,0.0,22.96,22.96,0.0,0.0
2017-05-07,23.56,23.56,0.0,0.0,23.61,23.61,0.0,0.0,23.0,23.0,0.0,0.0,23.1,23.1,0.0,0.0
2017-05-14,23.17,23.17,0.0,0.0,23.2,23.2,0.0,0.0,22.79,22.79,0.0,0.0,22.85,22.85,0.0,0.0
2017-05-21,22.06,22.06,0.0,0.0,22.17,22.17,0.0,0.0,21.9,21.9,0.0,0.0,22.11,22.11,0.0,0.0
2017-05-28,20.75,20.75,0.0,0.0,20.93,20.93,0.0,0.0,20.67,20.67,0.0,0.0,20.77,20.77,0.0,0.0
2017-06-04,20.98,20.98,0.0,0.0,21.29,21.29,0.0,0.0,20.83,20.83,0.0,0.0,20.98,20.98,0.0,0.0
2017-06-11,20.6,20.6,0.0,0.0,20.62,20.62,0.0,0.0,20.27,20.27,0.0,0.0,20.28,20.28,0.0,0.0
2017-06-18,19.87,19.87,0.0,0.0,20.14,20.14,0.0,0.0,19.7,19.7,0.0,0.0,19.97,19.97,0.0,0.0
2017-06-25,20.6,20.6,0.0,0.0,20.97,20.97,0.0,0.0,20.6,20.6,0.0,0.0,20.88,20.88,0.0,0.0
2017-07-02,19.46,19.46,0.0,0.0,20.01,20.01,0.0,0.0,19.46,19.46,0.0,0.0,19.97,19.97,0.0,0.0
2017-07-09,20.63,20.63,0.0,0.0,20.9,20.9,0.0,0.0,20.63,20.63,0.0,0.0,20.71,20.71,0.0,0.0
2017-07-16,20.65,20.65,0.0,0.0,20.68,20.68,0.0,0.0,20.4,20.4,0.0,0.0,20.48,20.48,0.0,0.0
2017-07-23,21.12,21.12,0.0,0.0,21.18,21.18,0.0,0.0,20.79,20.79,0.0,0.0,21.03,21.03,0.0,0.0
2017-07-30,20.03,20.03,0.0,0.0,20.03,20.03,0.0,0.0,19.68,19.68,0.0,0.0,19.8,19.8,0.0,0.0
2017-08-06,19.61,19.61,0.0,0.0,19.74,19.74,0.0,0.0,19.38,19.38,0.0,0.0,19.39,19.39,0.0,0.0
2017-08-13,18.98,18.98,0.0,0.0,19.03,19.03,0.0,0.0,18.77,18.77,0.0,0.0,18.87,18.87,0.0,0.0
2017-08-20,19.19,19.19,0.0,0.0,19.25,19.25,0.0,0.0,18.85,18.85,0.0,0.0,19.01,19.01,0.0,0.0
2017-08-27,19.36,19.36,0.0,0.0,19.75,19.75,0.0,0.0,19.25,19.25,0.0,0.0,19.75,19.75,0.0,0.0
2017-09-03,19.32,19.32,0.0,0.0,19.53,19.53,0.0,0.0,19.2,19.2,0.0,0.0,19.42,19.42,0.0,0.0
2017-09-10,20.53,20.53,0.0,0.0,20.76,20.76,0.0,0.0,20.48,20.48,0.0,0.0,20.69,20.69,0.0,0.0
2017-09-17,21.29,21.29,0.0,0.0,21.68,21.68,0.0,0.0,21.29,21.29,0.0,0.0,21.68,21.68,0.0,0.0
2017-09-24,21.4,21.4,0.0,0.0,21.89,21.89,0.0,0.0,21.22,21.22,0.0,0.0,21.89,21.89,0.0,0.0
2017-10-01,21.64,21.64,0.0,0.0,21.64,21.64,0.0,0.0,21.46,21.46,0.0,0.0,21.52,21.52,0.0,0.0
2017-10-08,21.58,21.58,0.0,0.0,21.64,21.64,0.0,0.0,21.37,21.37,0.0,0.0,21.39,21.39,0.0,0.0
2017-10-15,21.32,21.32,0.0,0.0,21.32,21.32,0.0,0.0,20.74,20.74,0.0,0.0,20.74,20.74,0.0,0.0
2017-10-22,21.25,21.25,0.0,0.0,21.49,21.49,0.0,0.0,21.17,21.17,0.0,0.0,21.3,21.3,0.0,0.0
2017-10-29,22.16,22.16,0.0,0.0,22.91,22.91,0.0,0.0,22.16,22.16,0.0,0.0,22.91,22.91,0.0,0.0
2017-11-05,22.67,22.67,0.0,0.0,22.76,22.76,0.0,0.0,22.3,22.3,0.0,0.0,22.33,22.33,0.0,0.0
2017-11-12,21.52,21.52,0.0,0.0,21.56,21.56,0.0,0.0,21.2,21.2,0.0,0.0,21.47,21.47,0.0,0.0
2017-11-19,21.54,21.54,0.0,0.0,21.57,21.57,0.0,0.0,21.28,21.28,0.0,0.0,21.29,21.29,0.0,0.0
2017-11-26,22.28,22.28,0.0,0.0,22.5,22.5,0.0,0.0,21.94,21.94,0.0,0.0,21.98,21.98,0.0,0.0
2017-12-03,21.55,21.55,0.0,0.0,21.93,21.93,0.0,0.0,21.55,21.55,0.0,0.0,21.8,21.8,0.0,0.0
2017-12-10,21.03,21.03,0.0,0.0,21.52,21.52,0.0,0.0,21.03,21.03,0.0,0.0,21.33,21.33,0.0,0.0
2017-12-17,22.34,22.34,0.0,0.0,22.57,22.57,0.0,0.0,22.19,22.19,0.0,0.0,22.4,22.4,0.0,0.0
2017-12-24,23.1,23.1,0.0,0.0,23.11,23.11,0.0,0.0,22.74,22.74,0.0,0.0,22.78,22.78,0.0,0.0
2017-12-31,23.55,23.55,0.0,0.0,23.79,23.79,0.0,0.0,23.41,23.41,0.0,0.0,23.74,23.74,0.0,0.0
2018-01-07,24.3,24.3,0.0,0.0,24.43,24.43,0.0,0.0,24.07,24.07,0.0,0.0,24.36,24.36,0.0,0.0
2018-01-14,23.73,23.73,0.0,0.0,24.3,24.3,0.0,0.0,23.71,23.71,0.0,0.0,24.3,24.3,0.0,0.0
2018-01-21,23.91,23.91,0.0,0.0,24.02,24.02,0.0,0.0,23.61,23.61,0.0,0.0,23.62,23.62,0.0,0.0
2018-01-28,21.63,21.63,0.0,0.0,22.03,22.03,0.0,0.0,21.13,21.13,0.0,0.0,21.16,21.16,0.0,0.0
2018-02-04,20.24,20.24,0.0,0.0,20.65,20.65,0.0,0.0,20.11,20.11,0.0,0.0,20.49,20.49,0.0,0.0
2018-02-11,20.75,20.75,0.0,0.0,21.03,21.03,0.0,0.0,20.66,20.66,0.0,0.0,20.7,20.7,0.0,0.0
2018-02-18,21.0,21.0,0.0,0.0,21.07,21.07,0.0,0.0,20.75,20.75,0.0,0.0,21.0,21.0,0.0,0.0
2018-02-25,20.57,20.57,0.0,0.0,21.17,21.17,0.0,0.0,20.57,20.57,0.0,0.0,21.05,21.05,0.0,0.0
2018-03-04,20.93,20.93,0.0,0.0,21.15,21.15,0.0,0.0,20.81,20.81,0.0,0.0,21.08,21.08,0.0,0.0
2018-03-11,20.54,20.54,0.0,0.0,20.62,20.62,0.0,0.0,19.96,19.96,0.0,0.0,20.1,20.1,0.0,0.0
2018-03-18,20.8,20.8,0.0,0.0,20.8,20.8,0.0,0.0,20.36,20.36,0.0,0.0,20.8,20.8,0.0,0.0
2018-03-25,20.37,20.37,0.0,0.0,20.42,20.42,0.0,0.0,19.41,19.41,0.0,0.0,19.74,19.74,0.0,0.0
2018-04-01,20.14,20.14,0.0,0.0,20.37,20.37,0.0,0.0,19.99,19.99,0.0,0.0,20.0,20.0,0.0,0.0
2018-04-08,21.34,21.34,0.0,0.0,21.56,21.56,0.0,0.0,21.17,21.17,0.0,0.0,21.48,21.48,0.0,0.0
2018-04-15,21.82,21.82,0.0,0.0,22.14,22.14,0.0,0.0,21.62,21.62,0.0,0.0,22.1,22.1,0.0,0.0
2018-04-22,21.92,21.92,0.0,0.0,22.34,22.34,0.0,0.0,21.92,21.92,0.0,0.0,22.14,22.14,0.0,0.0
2018-04-29,22.03,22.03,0.0,0.0,22.57,22.57,0.0,0.0,21.97,21.97,0.0,0.0,22.0,22.0,0.0,0.0
2018-05-06,22.61,22.61,0.0,0.0,22.86,22.86,0.0,0.0,22.58,22.58,0.0,0.0,22.8,22.8,0.0,0.0
2018-05-13,23.42,23.42,0.0,0.0,23.73,23.73,0.0,0.0,23.37,23.37,0.0,0.0,23.73,23.73,0.0,0.0
2018-05-20,22.43,22.43,0.0,0.0,22.47,22.47,0.0,0.0,21.87,21.87,0.0,0.0,22.23,22.23,0.0,0.0
2018-05-27,22.78,22.78,0.0,0.0,22.83,22.83,0.0,0.0,21.97,21.97,0.0,0.0,22.08,22.08,0.0,0.0
2018-06-03,22.49,22.49,0.0,0.0,22.92,22.92,0.0,0.0,22.46,22.46,0.0,0.0,22.85,22.85,0.0,0.0
2018-06-10,22.09,22.09,0.0,0.0,22.73,22.73,0.0,0.0,22.04,22.04,0.0,0.0,22.5,22.5,0.0,0.0
2018-06-17,22.89,22.89,0.0,0.0,23.06,23.06,0.0,0.0,22.49,22.49,0.0,0.0,22.58,22.58,0.0,0.0
2018-06-24,23.14,23.14,0.0,0.0,23.16,23.16,0.0,0.0,22.78,22.78,0.0,0.0,22.96,22.96,0.0,0.0
2018-07-01,23.74,23.74,0.0,0.0,24.08,24.08,0.0,0.0,23.66,23.66,0.0,0.0,24.08,24.08,0.0,0.0
2018-07-08,23.27,23.27,0.0,0.0,23.45,23.45,0.0,0.0,22.95,22.95,0.0,0.0,23.23,23.23,0.0,0.0
2018-07-15,23.49,23.49,0.0,0.0,23.54,23.54,0.0,0.0,23.24,23.24,0.0,0.0,23.28,23.28,0.0,0.0
2018-07-22,23.0,23.0,0.0,0.0,23.25,23.25,0.0,0.0,22.94,22.94,0.0,0.0,23.12,23.12,0.0,0.0
2018-07-29,22.96,22.96,0.0,0.0,23.2,23.2,0.0,0.0,22.89,22.89,0.0,0.0,22.98,22.98,0.0,0.0
2018-08-05,22.74,22.74,0.0,0.0,22.75,22.75,0.0,0.0,22.24,22.24,0.0,0.0,22.24,22.24,0.0,0.0
2018-08-12,21.74,21.74,0.0,0.0,22.06,22.06,0.0,0.0,21.74,21.74,0.0,0.0,21.99,21.99,0.0,0.0
2018-08-19,22.76,22.76,0.0,0.0,22.92,22.92,0.0,0.0,22.7,22.7,0.0,0.0,22.77,22.77,0.0,0.0
2018-08-26,22.58,22.58,0.0,0.0,22.59,22.59,0.0,0.0,22.41,22.41,0.0,0.0,22.51,22.51,0.0,0.0
2018-09-02,21.64,21.64,0.0,0.0,21.66,21.66,0.0,0.0,21.45,21.45,0.0,0.0,21.46,21.46,0.0,0.0
2018-09-09,21.98,21.98,0.0,0.0,22.09,22.09,0.0,0.0,21.76,21.76,0.0,0.0,21.79,21.79,0.0,0.0
2018-09-16,22.72,22.72,0.0,0.0,22.93,22.93,0.0,0.0,22.43,22.43,0.0,0.0,22.62,22.62,0.0,0.0
2018-09-23,22.59,22.59,0.0,0.0,22.78,22.78,0.0,0.0,22.38,22.38,0.0,0.0,22.67,22.67,0.0,0.0
2018-09-30,22.74,22.74,0.0,0.0,22.97,22.97,0.0,0.0,22.56,22.56,0.0,0.0,22.83,22.83,0.0,0.0
2018-10-07,22.11,22.11,0.0,0.0,22.32,22.32,0.0,0.0,21.93,21.93,0.0,0.0,22.17,22.17,0.0,0.0
2018-10-14,21.62,21.62,0.0,0.0,21.62,21.62,0.0,0.0,21.14,21.14,0.0,0.0,21.28,21.28,0.0,0.0
2018-10-21,19.38,19.38,0.0,0.0,19.57,19.57,0.0,0.0,18.51,18.51,0.0,0.0,18.78,18.78,0.0,0.0
2018-10-28,19.8,19.8,0.0,0.0,20.08,20.08,0.0,0.0,19.69,19.69,0.0,0.0,20.05,20.05,0.0,0.0
2018-11-04,20.05,20.05,0.0,0.0,20.07,20.07,0.0,0.0,19.18,19.18,0.0,0.0,19.2,19.2,0.0,0.0
2018-11-11,18.68,18.68,0.0,0.0,19.09,19.09,0.0,0.0,18.61,18.61,0.0,0.0,18.96,18.96,0.0,0.0
2018-11-18,18.17,18.17,0.0,0.0,18.34,18.34,0.0,0.0,18.01,18.01,0.0,0.0,18.12,18.12,0.0,0.0
2018-11-25,18.47,18.47,0.0,0.0,18.64,18.64,0.0,0.0,18.23,18.23,0.0,0.0,18.55,18.55,0.0,0.0
2018-12-02,17.35,17.35,0.0,0.0,17.56,17.56,0.0,0.0,16.86,16.86,0.0,0.0,17.07,17.07,0.0,0.0
2018-12-09,16.27,16.27,0.0,0.0,16.5,16.5,0.0,0.0,15.78,15.78,0.0,0.0,15.88,15.88,0.0,0.0
2018-12-16,14.31,14.31,0.0,0.0,14.31,14.31,0.0,0.0,13.59,13.59,0.0,0.0,13.59,13.59,0.0,0.0
2018-12-23,14.83,14.83,0.0,0.0,14.83,14.83,0.0,0.0,14.42,14.42,0.0,0.0,14.7,14.7,0.0,0.0
2018-12-30,16.15,16.15,0.0,0.0,16.69,16.69,0.0,0.0,16.03,16.03,0.0,0.0,16.46,16.46,0.0,0.0
2019-01-06,16.77,16.77,0.0,0.0,17.15,17.15,0.0,0.0,16.7,16.7,0.0,0.0,17.03,17.03,0.0,0.0
2019-01-13,17.56,17.56,0.0,0.0,17.7,17.7,0.0,0.0,17.45,17.45,0.0,0.0,17.65,17.65,0.0,0.0
2019-01-20,16.95,16.95,0.0,0.0,17.03,17.03,0.0,0.0,16.76,16.76,0.0,0.0,16.95,16.95,0.0,0.0
2019-01-27,17.04,17.04,0.0,0.0,17.21,17.21,0.0,0.0,16.82,16.82,0.0,0.0,17.21,17.21,0.0,0.0
2019-02-03,15.69,15.69,0.0,0.0,16.05,16.05,0.0,0.0,15.6,15.6,0.0,0.0,16.02,16.02,0.0,0.0
2019-02-10,16.83,16.83,0.0,0.0,17.16,17.16,0.0,0.0,16.82,16.82,0.0,0.0,17.14,17.14,0.0,0.0
2019-02-17,16.94,16.94,0.0,0.0,17.18,17.18,0.0,0.0,16.93,16.93,0.0,0.0,17.09,17.09,0.0,0.0
2019-02-24,17.19,17.19,0.0,0.0,17.27,17.27,0.0,0.0,16.89,16.89,0.0,0.0,17.21,17.21,0.0,0.0
2019-03-03,16.09,16.09,0.0,0.0,16.32,16.32,0.0,0.0,16.05,16.05,0.0,0.0,16.27,16.27,0.0,0.0
2019-03-10,16.84,16.84,0.0,0.0,17.23,17.23,0.0,0.0,16.84,16.84,0.0,0.0,17.21,17.21,0.0,0.0
2019-03-17,16.82,16.82,0.0,0.0,17.0,17.0,0.0,0.0,16.61,16.61,0.0,0.0,16.93,16.93,0.0,0.0
2019-03-24,17.42,17.42,0.0,0.0,17.61,17.61,0.0,0.0,17.36,17.36,0.0,0.0,17.5,17.5,0.0,0.0
2019-03-31,17.6,17.6,0.0,0.0,17.77,17.77,0.0,0.0,17.5,17.5,0.0,0.0,17.64,17.64,0.0,0.0
2019-04-07,17.68,17.68,0.0,0.0,17.86,17.86,0.0,0.0,17.59,17.59,0.0,0.0,17.6,17.6,0.0,0.0
2019-04-14,17.54,17.54,0.0,0.0,17.81,17.81,0.0,0.0,17.38,17.38,0.0,0.0,17.81,17.81,0.0,0.0
2019-04-21,17.05,17.05,0.0,0.0,17.15,17.15,0.0,0.0,16.97,16.97,0.0,0.0,17.05,17.05,0.0,0.0
2019-04-28,15.91,15.91,0.0,0.0,16.3,16.3,0.0,0.0,15.88,15.88,0.0,0.0,16.22,16.22,0.0,0.0
2019-05-05,16.26,16.26,0.0,0.0,16.35,16.35,0.0,0.0,15.96,15.96,0.0,0.0,16.03,16.03,0.0,0.0
2019-05-12,16.14,16.14,0.0,0.0,16.18,16.18,0.0,0.0,15.99,15.99,0.0,0.0,16.08,16.08,0.0,0.0
2019-05-19,15.19,15.19,0.0,0.0,15.27,15.27,0.0,0.0,14.87,14.87,0.0,0.0,15.01,15.01,0.0,0.0
2019-05-26,14.3,14.3,0.0,0.0,14.44,14.44,0.0,0.0,14.19,14.19,0.0,0.0,14.35,14.35,0.0,0.0
2019-06-02,14.26,14.26,0.0,0.0,14.43,14.43,0.0,0.0,14.03,14.03,0.0,0.0,14.06,14.06,0.0,0.0
2019-06-09,13.4,13.4,0.0,0.0,13.7,13.7,0.0,0.0,13.32,13.32,0.0,0.0,13.69,13.69,0.0,0.0
2019-06-16,14.16,14.16,0.0,0.0,14.26,14.26,0.0,0.0,13.97,13.97,0.0,0.0,14.0,14.0,0.0,0.0
2019-06-23,14.75,14.75,0.0,0.0,14.82,14.82,0.0,0.0,14.37,14.37,0.0,0.0,14.45,14.45,0.0,0.0
2019-06-30,14.15,14.15,0.0,0.0,14.35,14.35,0.0,0.0,14.01,14.01,0.0,0.0,14.01,14.01,0.0,0.0
2019-07-07,14.1,14.1,0.0,0.0,14.13,14.13,0.0,0.0,13.72,13.72,0.0,0.0,13.72,13.72,0.0,0.0
2019-07-14,13.04,13.04,0.0,0.0,13.2,13.2,0.0,0.0,12.92,12.92,0.0,0.0,13.04,13.04,0.0,0.0
2019-07-21,12.35,12.35,0.0,0.0,12.37,12.37,0.0,0.0,11.98,11.98,0.0,0.0,12.07,12.07,0.0,0.0
