Date,ProShares Merger_Open_average,ProShares Merger_Open_max,ProShares Merger_Open_min,ProShares Merger_Open_volatility,ProShares Merger_Open_change,ProShares Merger_High_average,ProShares Merger_High_max,ProShares Merger_High_min,ProShares Merger_High_volatility,ProShares Merger_High_change,ProShares Merger_Low_average,ProShares Merger_Low_max,ProShares Merger_Low_min,ProShares Merger_Low_volatility,ProShares Merger_Low_change,ProShares Merger_Close_average,ProShares Merger_Close_max,ProShares Merger_Close_min,ProShares Merger_Close_volatility,ProShares Merger_Close_change
2018-08-05,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2018-08-12,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2018-08-19,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-08-26,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2018-09-02,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-09-09,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-09-16,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-09-23,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-09-30,36.16,36.16,36.16,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2018-10-07,36.1,36.1,36.1,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-10-14,36.09,36.09,36.09,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-10-21,36.14,36.14,36.14,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-10-28,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-11-04,36.56,36.56,36.56,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2018-11-11,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-11-18,36.7,36.7,36.7,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-11-25,36.97,36.97,36.97,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.96,36.96,36.96,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2018-12-02,36.93,36.93,36.93,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2018-12-09,37.07,37.07,37.07,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2018-12-16,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2018-12-23,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-12-30,36.94,36.94,36.94,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.86,36.86,36.86,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-01-06,37.14,37.14,37.14,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-01-13,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-01-20,37.16,37.16,37.16,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-01-27,37.06,37.06,37.06,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-02-03,37.18,37.18,37.18,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-02-10,37.31,37.31,37.31,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-02-17,37.02,37.02,37.02,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-02-24,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-03-03,37.46,37.46,37.46,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-03-10,37.26,37.26,37.26,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-03-17,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-03-24,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-03-31,37.25,37.25,37.25,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-04-07,37.3,37.3,37.3,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-04-14,37.15,37.15,37.15,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-04-21,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-04-28,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-05-05,37.28,37.28,37.28,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-05-12,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-05-19,37.26,37.26,37.26,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-05-26,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-06-02,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-06-09,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-06-16,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-06-23,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-06-30,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-07-07,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2019-07-14,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-07-21,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-07-28,37.72,37.72,37.72,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-08-04,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-08-11,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2019-08-18,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-08-25,37.73,37.73,37.73,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-09-01,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-09-08,37.63,37.63,37.63,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-09-15,37.69,37.69,37.69,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-09-22,37.62,37.62,37.62,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-09-29,37.61,37.61,37.61,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-10-06,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-10-13,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-10-20,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-10-27,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-11-03,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2019-11-10,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-11-17,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-11-24,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-12-01,37.92,37.92,37.92,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-12-08,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-12-15,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-12-22,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-12-29,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.27,38.27,38.27,0.0,0.0
