Date,SPDR Dow Jones REIT_Open_average,SPDR Dow Jones REIT_Open_max,SPDR Dow Jones REIT_Open_volatility,SPDR Dow Jones REIT_Open_change,SPDR Dow Jones REIT_High_average,SPDR Dow Jones REIT_High_max,SPDR Dow Jones REIT_High_volatility,SPDR Dow Jones REIT_High_change,SPDR Dow Jones REIT_Low_average,SPDR Dow Jones REIT_Low_max,SPDR Dow Jones REIT_Low_volatility,SPDR Dow Jones REIT_Low_change,SPDR Dow Jones REIT_Close_average,SPDR Dow Jones REIT_Close_max,SPDR Dow Jones REIT_Close_volatility,SPDR Dow Jones REIT_Close_change
2017-01-29,92.98,92.98,0.0,0.0,93.06,93.06,0.0,0.0,92.42,92.42,0.0,0.0,92.65,92.65,0.0,0.0
2017-02-05,93.96,93.96,0.0,0.0,94.25,94.25,0.0,0.0,93.3,93.3,0.0,0.0,93.89,93.89,0.0,0.0
2017-02-12,93.76,93.76,0.0,0.0,94.0,94.0,0.0,0.0,93.09,93.09,0.0,0.0,93.94,93.94,0.0,0.0
2017-02-19,95.78,95.78,0.0,0.0,96.57,96.57,0.0,0.0,95.57,95.57,0.0,0.0,96.25,96.25,0.0,0.0
2017-02-26,94.14,94.14,0.0,0.0,94.25,94.25,0.0,0.0,93.66,93.66,0.0,0.0,94.01,94.01,0.0,0.0
2017-03-05,90.27,90.27,0.0,0.0,90.81,90.81,0.0,0.0,89.9,89.9,0.0,0.0,90.28,90.28,0.0,0.0
2017-03-12,91.82,91.82,0.0,0.0,92.1,92.1,0.0,0.0,91.4,91.4,0.0,0.0,91.6,91.6,0.0,0.0
2017-03-19,91.66,91.66,0.0,0.0,91.99,91.99,0.0,0.0,90.55,90.55,0.0,0.0,90.84,90.84,0.0,0.0
2017-03-26,92.22,92.22,0.0,0.0,92.74,92.74,0.0,0.0,92.05,92.05,0.0,0.0,92.58,92.58,0.0,0.0
2017-04-02,93.27,93.27,0.0,0.0,94.05,94.05,0.0,0.0,92.98,92.98,0.0,0.0,93.93,93.93,0.0,0.0
2017-04-09,94.35,94.35,0.0,0.0,95.27,95.27,0.0,0.0,94.12,94.12,0.0,0.0,95.27,95.27,0.0,0.0
2017-04-16,95.24,95.24,0.0,0.0,95.41,95.41,0.0,0.0,92.98,92.98,0.0,0.0,93.85,93.85,0.0,0.0
2017-04-23,92.23,92.23,0.0,0.0,92.97,92.97,0.0,0.0,91.78,91.78,0.0,0.0,92.75,92.75,0.0,0.0
2017-04-30,91.95,91.95,0.0,0.0,91.95,91.95,0.0,0.0,90.88,90.88,0.0,0.0,91.33,91.33,0.0,0.0
2017-05-07,90.74,90.74,0.0,0.0,91.63,91.63,0.0,0.0,90.7,90.7,0.0,0.0,90.9,90.9,0.0,0.0
2017-05-14,91.81,91.81,0.0,0.0,92.47,92.47,0.0,0.0,91.81,91.81,0.0,0.0,92.01,92.01,0.0,0.0
2017-05-21,92.76,92.76,0.0,0.0,92.89,92.89,0.0,0.0,91.8,91.8,0.0,0.0,92.03,92.03,0.0,0.0
2017-05-28,92.47,92.47,0.0,0.0,92.73,92.73,0.0,0.0,91.97,91.97,0.0,0.0,92.53,92.53,0.0,0.0
2017-06-04,93.26,93.26,0.0,0.0,94.27,94.27,0.0,0.0,93.26,93.26,0.0,0.0,94.21,94.21,0.0,0.0
2017-06-11,94.1,94.1,0.0,0.0,94.1,94.1,0.0,0.0,93.65,93.65,0.0,0.0,94.05,94.05,0.0,0.0
2017-06-18,94.37,94.37,0.0,0.0,94.98,94.98,0.0,0.0,94.33,94.33,0.0,0.0,94.5,94.5,0.0,0.0
2017-06-25,93.52,93.52,0.0,0.0,94.57,94.57,0.0,0.0,93.21,93.21,0.0,0.0,94.43,94.43,0.0,0.0
2017-07-02,91.72,91.72,0.0,0.0,91.86,91.86,0.0,0.0,90.64,90.64,0.0,0.0,90.69,90.69,0.0,0.0
2017-07-09,92.68,92.68,0.0,0.0,93.57,93.57,0.0,0.0,92.5,92.5,0.0,0.0,93.39,93.39,0.0,0.0
2017-07-16,93.26,93.26,0.0,0.0,93.39,93.39,0.0,0.0,92.76,92.76,0.0,0.0,93.13,93.13,0.0,0.0
2017-07-23,94.0,94.0,0.0,0.0,94.0,94.0,0.0,0.0,93.11,93.11,0.0,0.0,93.79,93.79,0.0,0.0
2017-07-30,93.5,93.5,0.0,0.0,93.67,93.67,0.0,0.0,93.11,93.11,0.0,0.0,93.51,93.51,0.0,0.0
2017-08-06,91.75,91.75,0.0,0.0,93.12,93.12,0.0,0.0,91.57,91.57,0.0,0.0,92.99,92.99,0.0,0.0
2017-08-13,91.44,91.44,0.0,0.0,92.46,92.46,0.0,0.0,91.27,91.27,0.0,0.0,92.28,92.28,0.0,0.0
2017-08-20,93.1,93.1,0.0,0.0,93.18,93.18,0.0,0.0,91.95,91.95,0.0,0.0,92.2,92.2,0.0,0.0
2017-08-27,93.12,93.12,0.0,0.0,93.82,93.82,0.0,0.0,93.0,93.0,0.0,0.0,93.45,93.45,0.0,0.0
2017-09-03,94.36,94.36,0.0,0.0,95.05,95.05,0.0,0.0,94.32,94.32,0.0,0.0,94.95,94.95,0.0,0.0
2017-09-10,93.95,93.95,0.0,0.0,94.15,94.15,0.0,0.0,93.15,93.15,0.0,0.0,93.56,93.56,0.0,0.0
2017-09-17,91.96,91.96,0.0,0.0,92.83,92.83,0.0,0.0,91.96,91.96,0.0,0.0,92.57,92.57,0.0,0.0
2017-09-24,92.62,92.62,0.0,0.0,92.7,92.7,0.0,0.0,92.18,92.18,0.0,0.0,92.28,92.28,0.0,0.0
2017-10-01,92.97,92.97,0.0,0.0,93.3,93.3,0.0,0.0,92.93,92.93,0.0,0.0,93.12,93.12,0.0,0.0
2017-10-08,94.53,94.53,0.0,0.0,94.67,94.67,0.0,0.0,93.95,93.95,0.0,0.0,93.99,93.99,0.0,0.0
2017-10-15,93.16,93.16,0.0,0.0,93.25,93.25,0.0,0.0,92.71,92.71,0.0,0.0,92.87,92.87,0.0,0.0
2017-10-22,91.46,91.46,0.0,0.0,91.84,91.84,0.0,0.0,91.28,91.28,0.0,0.0,91.44,91.44,0.0,0.0
2017-10-29,92.44,92.44,0.0,0.0,93.18,93.18,0.0,0.0,92.44,92.44,0.0,0.0,92.94,92.94,0.0,0.0
2017-11-05,94.84,94.84,0.0,0.0,95.3,95.3,0.0,0.0,94.6,94.6,0.0,0.0,95.15,95.15,0.0,0.0
2017-11-12,94.5,94.5,0.0,0.0,94.59,94.59,0.0,0.0,94.02,94.02,0.0,0.0,94.17,94.17,0.0,0.0
2017-11-19,94.71,94.71,0.0,0.0,94.72,94.72,0.0,0.0,94.24,94.24,0.0,0.0,94.25,94.25,0.0,0.0
2017-11-26,94.75,94.75,0.0,0.0,95.0,95.0,0.0,0.0,94.28,94.28,0.0,0.0,94.28,94.28,0.0,0.0
2017-12-03,94.06,94.06,0.0,0.0,94.15,94.15,0.0,0.0,93.87,93.87,0.0,0.0,94.02,94.02,0.0,0.0
2017-12-10,94.72,94.72,0.0,0.0,95.73,95.73,0.0,0.0,94.57,94.57,0.0,0.0,95.26,95.26,0.0,0.0
2017-12-17,91.79,91.79,0.0,0.0,92.48,92.48,0.0,0.0,91.67,91.67,0.0,0.0,92.32,92.32,0.0,0.0
2017-12-24,93.85,93.85,0.0,0.0,94.01,94.01,0.0,0.0,93.6,93.6,0.0,0.0,93.69,93.69,0.0,0.0
2017-12-31,91.52,91.52,0.0,0.0,92.06,92.06,0.0,0.0,91.45,91.45,0.0,0.0,91.94,91.94,0.0,0.0
2018-01-07,89.37,89.37,0.0,0.0,89.41,89.41,0.0,0.0,88.72,88.72,0.0,0.0,88.8,88.8,0.0,0.0
2018-01-14,89.0,89.0,0.0,0.0,89.85,89.85,0.0,0.0,89.0,89.0,0.0,0.0,89.82,89.82,0.0,0.0
2018-01-21,89.64,89.64,0.0,0.0,89.75,89.75,0.0,0.0,88.95,88.95,0.0,0.0,89.08,89.08,0.0,0.0
2018-01-28,86.95,86.95,0.0,0.0,87.71,87.71,0.0,0.0,84.44,84.44,0.0,0.0,84.45,84.45,0.0,0.0
2018-02-04,84.21,84.21,0.0,0.0,84.31,84.31,0.0,0.0,81.65,81.65,0.0,0.0,83.99,83.99,0.0,0.0
2018-02-11,85.12,85.12,0.0,0.0,85.94,85.94,0.0,0.0,84.95,84.95,0.0,0.0,85.63,85.63,0.0,0.0
2018-02-18,85.52,85.52,0.0,0.0,85.58,85.58,0.0,0.0,84.83,84.83,0.0,0.0,85.38,85.38,0.0,0.0
2018-02-25,83.3,83.3,0.0,0.0,84.97,84.97,0.0,0.0,83.3,83.3,0.0,0.0,84.56,84.56,0.0,0.0
2018-03-04,86.04,86.04,0.0,0.0,86.51,86.51,0.0,0.0,85.84,85.84,0.0,0.0,86.36,86.36,0.0,0.0
2018-03-11,86.34,86.34,0.0,0.0,86.4,86.4,0.0,0.0,85.22,85.22,0.0,0.0,85.73,85.73,0.0,0.0
2018-03-18,83.24,83.24,0.0,0.0,83.76,83.76,0.0,0.0,82.77,82.77,0.0,0.0,83.63,83.63,0.0,0.0
2018-03-25,86.05,86.05,0.0,0.0,86.33,86.33,0.0,0.0,84.43,84.43,0.0,0.0,84.99,84.99,0.0,0.0
2018-04-01,86.09,86.09,0.0,0.0,86.14,86.14,0.0,0.0,85.44,85.44,0.0,0.0,85.49,85.49,0.0,0.0
2018-04-08,85.52,85.52,0.0,0.0,86.18,86.18,0.0,0.0,85.27,85.27,0.0,0.0,85.82,85.82,0.0,0.0
2018-04-15,84.6,84.6,0.0,0.0,84.91,84.91,0.0,0.0,84.05,84.05,0.0,0.0,84.41,84.41,0.0,0.0
2018-04-22,87.65,87.65,0.0,0.0,87.95,87.95,0.0,0.0,87.29,87.29,0.0,0.0,87.39,87.39,0.0,0.0
2018-04-29,88.83,88.83,0.0,0.0,89.6,89.6,0.0,0.0,88.82,88.82,0.0,0.0,89.52,89.52,0.0,0.0
2018-05-06,89.92,89.92,0.0,0.0,89.98,89.98,0.0,0.0,88.81,88.81,0.0,0.0,89.18,89.18,0.0,0.0
2018-05-13,86.97,86.97,0.0,0.0,88.15,88.15,0.0,0.0,86.52,86.52,0.0,0.0,87.94,87.94,0.0,0.0
2018-05-20,89.12,89.12,0.0,0.0,89.65,89.65,0.0,0.0,89.12,89.12,0.0,0.0,89.38,89.38,0.0,0.0
2018-05-27,91.55,91.55,0.0,0.0,92.29,92.29,0.0,0.0,91.19,91.19,0.0,0.0,92.29,92.29,0.0,0.0
2018-06-03,92.4,92.4,0.0,0.0,92.53,92.53,0.0,0.0,92.06,92.06,0.0,0.0,92.31,92.31,0.0,0.0
2018-06-10,90.58,90.58,0.0,0.0,91.08,91.08,0.0,0.0,90.3,90.3,0.0,0.0,90.91,90.91,0.0,0.0
2018-06-17,93.11,93.11,0.0,0.0,93.41,93.41,0.0,0.0,92.43,92.43,0.0,0.0,93.01,93.01,0.0,0.0
2018-06-24,93.63,93.63,0.0,0.0,93.95,93.95,0.0,0.0,92.12,92.12,0.0,0.0,93.2,93.2,0.0,0.0
2018-07-01,95.28,95.28,0.0,0.0,95.3,95.3,0.0,0.0,94.12,94.12,0.0,0.0,94.65,94.65,0.0,0.0
2018-07-08,94.26,94.26,0.0,0.0,94.26,94.26,0.0,0.0,93.33,93.33,0.0,0.0,93.91,93.91,0.0,0.0
2018-07-15,93.06,93.06,0.0,0.0,93.09,93.09,0.0,0.0,92.41,92.41,0.0,0.0,93.04,93.04,0.0,0.0
2018-07-22,92.34,92.34,0.0,0.0,92.71,92.71,0.0,0.0,91.72,91.72,0.0,0.0,92.52,92.52,0.0,0.0
2018-07-29,95.52,95.52,0.0,0.0,95.85,95.85,0.0,0.0,95.18,95.18,0.0,0.0,95.34,95.34,0.0,0.0
2018-08-05,93.91,93.91,0.0,0.0,94.15,94.15,0.0,0.0,93.59,93.59,0.0,0.0,93.84,93.84,0.0,0.0
2018-08-12,97.17,97.17,0.0,0.0,97.69,97.69,0.0,0.0,96.99,96.99,0.0,0.0,97.11,97.11,0.0,0.0
2018-08-19,96.31,96.31,0.0,0.0,96.32,96.32,0.0,0.0,95.47,95.47,0.0,0.0,95.98,95.98,0.0,0.0
2018-08-26,96.71,96.71,0.0,0.0,97.34,97.34,0.0,0.0,96.65,96.65,0.0,0.0,97.08,97.08,0.0,0.0
2018-09-02,96.1,96.1,0.0,0.0,96.94,96.94,0.0,0.0,95.94,95.94,0.0,0.0,96.35,96.35,0.0,0.0
2018-09-09,95.8,95.8,0.0,0.0,96.49,96.49,0.0,0.0,95.6,95.6,0.0,0.0,96.49,96.49,0.0,0.0
2018-09-16,94.4,94.4,0.0,0.0,94.4,94.4,0.0,0.0,92.19,92.19,0.0,0.0,92.63,92.63,0.0,0.0
2018-09-23,93.21,93.21,0.0,0.0,93.36,93.36,0.0,0.0,92.36,92.36,0.0,0.0,92.36,92.36,0.0,0.0
2018-09-30,90.64,90.64,0.0,0.0,92.21,92.21,0.0,0.0,90.64,90.64,0.0,0.0,91.84,91.84,0.0,0.0
2018-10-07,87.87,87.87,0.0,0.0,89.33,89.33,0.0,0.0,87.83,87.83,0.0,0.0,88.5,88.5,0.0,0.0
2018-10-14,90.43,90.43,0.0,0.0,90.75,90.75,0.0,0.0,88.93,88.93,0.0,0.0,88.96,88.96,0.0,0.0
2018-10-21,90.46,90.46,0.0,0.0,91.67,91.67,0.0,0.0,90.46,90.46,0.0,0.0,91.22,91.22,0.0,0.0
2018-10-28,90.09,90.09,0.0,0.0,91.84,91.84,0.0,0.0,90.02,90.02,0.0,0.0,91.5,91.5,0.0,0.0
2018-11-04,93.72,93.72,0.0,0.0,94.58,94.58,0.0,0.0,93.58,93.58,0.0,0.0,93.64,93.64,0.0,0.0
2018-11-11,93.73,93.73,0.0,0.0,94.38,94.38,0.0,0.0,93.21,93.21,0.0,0.0,93.91,93.91,0.0,0.0
2018-11-18,93.4,93.4,0.0,0.0,93.4,93.4,0.0,0.0,92.75,92.75,0.0,0.0,92.98,92.98,0.0,0.0
2018-11-25,95.81,95.81,0.0,0.0,96.2,96.2,0.0,0.0,95.08,95.08,0.0,0.0,96.2,96.2,0.0,0.0
2018-12-02,95.72,95.72,0.0,0.0,95.72,95.72,0.0,0.0,93.78,93.78,0.0,0.0,94.83,94.83,0.0,0.0
2018-12-09,93.22,93.22,0.0,0.0,93.6,93.6,0.0,0.0,89.44,89.44,0.0,0.0,89.73,89.73,0.0,0.0
2018-12-16,86.07,86.07,0.0,0.0,86.53,86.53,0.0,0.0,82.72,82.72,0.0,0.0,82.76,82.76,0.0,0.0
2018-12-23,85.98,85.98,0.0,0.0,86.24,86.24,0.0,0.0,84.55,84.55,0.0,0.0,86.0,86.0,0.0,0.0
2018-12-30,85.36,85.36,0.0,0.0,86.64,86.64,0.0,0.0,85.25,85.25,0.0,0.0,86.04,86.04,0.0,0.0
2019-01-06,89.07,89.07,0.0,0.0,89.51,89.51,0.0,0.0,88.75,88.75,0.0,0.0,89.0,89.0,0.0,0.0
2019-01-13,91.34,91.34,0.0,0.0,91.43,91.43,0.0,0.0,90.69,90.69,0.0,0.0,91.4,91.4,0.0,0.0
2019-01-20,92.18,92.18,0.0,0.0,93.63,93.63,0.0,0.0,92.1,92.1,0.0,0.0,93.48,93.48,0.0,0.0
2019-01-27,95.15,95.15,0.0,0.0,96.03,96.03,0.0,0.0,94.48,94.48,0.0,0.0,96.02,96.02,0.0,0.0
2019-02-03,96.89,96.89,0.0,0.0,97.39,97.39,0.0,0.0,96.81,96.81,0.0,0.0,97.23,97.23,0.0,0.0
2019-02-10,97.41,97.41,0.0,0.0,97.7,97.7,0.0,0.0,97.11,97.11,0.0,0.0,97.66,97.66,0.0,0.0
2019-02-17,98.08,98.08,0.0,0.0,98.08,98.08,0.0,0.0,97.14,97.14,0.0,0.0,97.26,97.26,0.0,0.0
2019-02-24,96.3,96.3,0.0,0.0,96.8,96.8,0.0,0.0,95.65,95.65,0.0,0.0,96.6,96.6,0.0,0.0
2019-03-03,96.47,96.47,0.0,0.0,97.59,97.59,0.0,0.0,96.27,96.27,0.0,0.0,97.57,97.57,0.0,0.0
2019-03-10,97.53,97.53,0.0,0.0,97.68,97.68,0.0,0.0,96.21,96.21,0.0,0.0,96.7,96.7,0.0,0.0
2019-03-17,97.84,97.84,0.0,0.0,98.18,98.18,0.0,0.0,97.29,97.29,0.0,0.0,97.82,97.82,0.0,0.0
2019-03-24,98.93,98.93,0.0,0.0,99.15,99.15,0.0,0.0,97.83,97.83,0.0,0.0,99.14,99.14,0.0,0.0
2019-03-31,99.89,99.89,0.0,0.0,99.95,99.95,0.0,0.0,99.14,99.14,0.0,0.0,99.38,99.38,0.0,0.0
2019-04-07,100.28,100.28,0.0,0.0,100.28,100.28,0.0,0.0,99.44,99.44,0.0,0.0,99.66,99.66,0.0,0.0
2019-04-14,97.04,97.04,0.0,0.0,97.04,97.04,0.0,0.0,94.94,94.94,0.0,0.0,95.89,95.89,0.0,0.0
2019-04-21,98.89,98.89,0.0,0.0,99.11,99.11,0.0,0.0,97.72,97.72,0.0,0.0,97.78,97.78,0.0,0.0
2019-04-28,99.48,99.48,0.0,0.0,99.89,99.89,0.0,0.0,99.1,99.1,0.0,0.0,99.63,99.63,0.0,0.0
2019-05-05,98.4,98.4,0.0,0.0,99.01,99.01,0.0,0.0,98.09,98.09,0.0,0.0,98.88,98.88,0.0,0.0
2019-05-12,99.97,99.97,0.0,0.0,100.18,100.18,0.0,0.0,98.47,98.47,0.0,0.0,98.92,98.92,0.0,0.0
2019-05-19,100.28,100.28,0.0,0.0,100.71,100.71,0.0,0.0,100.08,100.08,0.0,0.0,100.2,100.2,0.0,0.0
2019-05-26,98.63,98.63,0.0,0.0,98.71,98.71,0.0,0.0,97.77,97.77,0.0,0.0,98.56,98.56,0.0,0.0
2019-06-02,100.73,100.73,0.0,0.0,100.73,100.73,0.0,0.0,99.79,99.79,0.0,0.0,100.32,100.32,0.0,0.0
2019-06-09,101.57,101.57,0.0,0.0,102.55,102.55,0.0,0.0,101.57,101.57,0.0,0.0,102.38,102.38,0.0,0.0
2019-06-16,101.09,101.09,0.0,0.0,101.12,101.12,0.0,0.0,99.95,99.95,0.0,0.0,100.12,100.12,0.0,0.0
2019-06-23,99.25,99.25,0.0,0.0,99.45,99.45,0.0,0.0,97.42,97.42,0.0,0.0,98.65,98.65,0.0,0.0
2019-06-30,101.07,101.07,0.0,0.0,101.86,101.86,0.0,0.0,101.04,101.04,0.0,0.0,101.67,101.67,0.0,0.0
2019-07-07,101.4,101.4,0.0,0.0,101.88,101.88,0.0,0.0,101.1,101.1,0.0,0.0,101.19,101.19,0.0,0.0
2019-07-14,99.29,99.29,0.0,0.0,99.29,99.29,0.0,0.0,98.69,98.69,0.0,0.0,98.77,98.77,0.0,0.0
2019-07-21,100.22,100.22,0.0,0.0,101.31,101.31,0.0,0.0,100.19,100.19,0.0,0.0,100.56,100.56,0.0,0.0
2019-07-28,100.3,100.3,0.0,0.0,100.3,100.3,0.0,0.0,97.13,97.13,0.0,0.0,98.37,98.37,0.0,0.0
2019-08-04,101.48,101.48,0.0,0.0,101.67,101.67,0.0,0.0,100.81,100.81,0.0,0.0,101.26,101.26,0.0,0.0
