Date,ProShares UltraShort MSCI EAFE_Open_average,ProShares UltraShort MSCI EAFE_Open_max,ProShares UltraShort MSCI EAFE_Open_volatility,ProShares UltraShort MSCI EAFE_Open_change,ProShares UltraShort MSCI EAFE_High_average,ProShares UltraShort MSCI EAFE_High_max,ProShares UltraShort MSCI EAFE_High_volatility,ProShares UltraShort MSCI EAFE_High_change,ProShares UltraShort MSCI EAFE_Low_average,ProShares UltraShort MSCI EAFE_Low_max,ProShares UltraShort MSCI EAFE_Low_volatility,ProShares UltraShort MSCI EAFE_Low_change,ProShares UltraShort MSCI EAFE_Close_average,ProShares UltraShort MSCI EAFE_Close_max,ProShares UltraShort MSCI EAFE_Close_volatility,ProShares UltraShort MSCI EAFE_Close_change
2017-08-27,25.52,25.52,0.0,0.0,25.52,25.52,0.0,0.0,25.52,25.52,0.0,0.0,25.52,25.52,0.0,0.0
2017-09-03,24.77,24.77,0.0,0.0,24.82,24.82,0.0,0.0,24.77,24.77,0.0,0.0,24.82,24.82,0.0,0.0
2017-09-10,24.64,24.64,0.0,0.0,24.64,24.64,0.0,0.0,24.64,24.64,0.0,0.0,24.64,24.64,0.0,0.0
2017-09-17,23.98,23.98,0.0,0.0,24.63,24.63,0.0,0.0,23.98,23.98,0.0,0.0,24.63,24.63,0.0,0.0
2017-09-24,23.95,23.95,0.0,0.0,24.06,24.06,0.0,0.0,23.95,23.95,0.0,0.0,24.06,24.06,0.0,0.0
2017-10-01,24.01,24.01,0.0,0.0,24.01,24.01,0.0,0.0,24.01,24.01,0.0,0.0,24.01,24.01,0.0,0.0
2017-10-08,24.27,24.27,0.0,0.0,24.27,24.27,0.0,0.0,24.27,24.27,0.0,0.0,24.27,24.27,0.0,0.0
2017-10-15,24.2,24.2,0.0,0.0,24.2,24.2,0.0,0.0,24.2,24.2,0.0,0.0,24.2,24.2,0.0,0.0
2017-10-22,24.02,24.02,0.0,0.0,24.02,24.02,0.0,0.0,24.0,24.0,0.0,0.0,24.0,24.0,0.0,0.0
2017-10-29,23.59,23.59,0.0,0.0,23.59,23.59,0.0,0.0,23.59,23.59,0.0,0.0,23.59,23.59,0.0,0.0
2017-11-05,24.3,24.3,0.0,0.0,24.3,24.3,0.0,0.0,24.3,24.3,0.0,0.0,24.3,24.3,0.0,0.0
2017-11-12,24.14,24.14,0.0,0.0,24.19,24.19,0.0,0.0,24.06,24.06,0.0,0.0,24.09,24.09,0.0,0.0
2017-11-19,23.46,23.46,0.0,0.0,23.54,23.54,0.0,0.0,23.43,23.43,0.0,0.0,23.52,23.52,0.0,0.0
2017-11-26,23.51,23.51,0.0,0.0,23.86,23.86,0.0,0.0,23.51,23.51,0.0,0.0,23.85,23.85,0.0,0.0
2017-12-03,23.54,23.54,0.0,0.0,23.62,23.62,0.0,0.0,23.48,23.48,0.0,0.0,23.5,23.5,0.0,0.0
2017-12-10,23.48,23.48,0.0,0.0,23.48,23.48,0.0,0.0,23.48,23.48,0.0,0.0,23.48,23.48,0.0,0.0
2017-12-17,22.98,22.98,0.0,0.0,22.98,22.98,0.0,0.0,22.98,22.98,0.0,0.0,22.98,22.98,0.0,0.0
2017-12-24,22.68,22.68,0.0,0.0,22.79,22.79,0.0,0.0,22.68,22.68,0.0,0.0,22.79,22.79,0.0,0.0
2017-12-31,21.77,21.77,0.0,0.0,21.77,21.77,0.0,0.0,21.77,21.77,0.0,0.0,21.77,21.77,0.0,0.0
2018-01-07,21.26,21.26,0.0,0.0,21.26,21.26,0.0,0.0,20.98,20.98,0.0,0.0,20.98,20.98,0.0,0.0
2018-01-14,20.48,20.48,0.0,0.0,20.48,20.48,0.0,0.0,20.46,20.46,0.0,0.0,20.46,20.46,0.0,0.0
2018-01-21,20.3,20.3,0.0,0.0,20.3,20.3,0.0,0.0,20.29,20.29,0.0,0.0,20.29,20.29,0.0,0.0
2018-01-28,22.06,22.06,0.0,0.0,23.39,23.39,0.0,0.0,21.9,21.9,0.0,0.0,23.28,23.28,0.0,0.0
2018-02-04,23.29,23.29,0.0,0.0,23.55,23.55,0.0,0.0,23.24,23.24,0.0,0.0,23.24,23.24,0.0,0.0
2018-02-11,21.86,21.86,0.0,0.0,21.86,21.86,0.0,0.0,21.77,21.77,0.0,0.0,21.85,21.85,0.0,0.0
2018-02-18,21.89,21.89,0.0,0.0,21.89,21.89,0.0,0.0,21.61,21.61,0.0,0.0,21.61,21.61,0.0,0.0
2018-02-25,23.37,23.37,0.0,0.0,23.39,23.39,0.0,0.0,22.83,22.83,0.0,0.0,22.83,22.83,0.0,0.0
2018-03-04,22.21,22.21,0.0,0.0,22.32,22.32,0.0,0.0,22.16,22.16,0.0,0.0,22.16,22.16,0.0,0.0
2018-03-11,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0,22.73,22.73,0.0,0.0
2018-03-18,23.26,23.26,0.0,0.0,23.72,23.72,0.0,0.0,23.26,23.26,0.0,0.0,23.7,23.7,0.0,0.0
2018-03-25,23.49,23.49,0.0,0.0,23.78,23.78,0.0,0.0,23.49,23.49,0.0,0.0,23.61,23.61,0.0,0.0
2018-04-01,22.75,22.75,0.0,0.0,22.75,22.75,0.0,0.0,22.75,22.75,0.0,0.0,22.75,22.75,0.0,0.0
2018-04-08,22.17,22.17,0.0,0.0,22.17,22.17,0.0,0.0,22.15,22.15,0.0,0.0,22.16,22.16,0.0,0.0
2018-04-15,22.11,22.11,0.0,0.0,22.15,22.15,0.0,0.0,22.11,22.11,0.0,0.0,22.15,22.15,0.0,0.0
2018-04-22,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0
2018-04-29,22.11,22.11,0.0,0.0,22.13,22.13,0.0,0.0,22.11,22.11,0.0,0.0,22.13,22.13,0.0,0.0
2018-05-06,21.44,21.44,0.0,0.0,21.44,21.44,0.0,0.0,21.44,21.44,0.0,0.0,21.44,21.44,0.0,0.0
2018-05-13,22.46,22.46,0.0,0.0,22.46,22.46,0.0,0.0,22.43,22.43,0.0,0.0,22.43,22.43,0.0,0.0
2018-05-20,22.7,22.7,0.0,0.0,22.7,22.7,0.0,0.0,22.7,22.7,0.0,0.0,22.7,22.7,0.0,0.0
2018-05-27,22.5,22.5,0.0,0.0,22.5,22.5,0.0,0.0,22.5,22.5,0.0,0.0,22.5,22.5,0.0,0.0
2018-06-03,22.15,22.15,0.0,0.0,22.15,22.15,0.0,0.0,22.11,22.11,0.0,0.0,22.11,22.11,0.0,0.0
2018-06-10,22.88,22.88,0.0,0.0,22.91,22.91,0.0,0.0,22.88,22.88,0.0,0.0,22.88,22.88,0.0,0.0
2018-06-17,23.98,23.98,0.0,0.0,24.1,24.1,0.0,0.0,23.98,23.98,0.0,0.0,24.1,24.1,0.0,0.0
2018-06-24,24.49,24.49,0.0,0.0,24.5,24.5,0.0,0.0,24.32,24.32,0.0,0.0,24.32,24.32,0.0,0.0
2018-07-01,23.05,23.05,0.0,0.0,23.07,23.07,0.0,0.0,23.05,23.05,0.0,0.0,23.05,23.05,0.0,0.0
2018-07-08,23.54,23.54,0.0,0.0,23.54,23.54,0.0,0.0,23.44,23.44,0.0,0.0,23.44,23.44,0.0,0.0
2018-07-15,23.17,23.17,0.0,0.0,23.17,23.17,0.0,0.0,23.14,23.14,0.0,0.0,23.15,23.15,0.0,0.0
2018-07-22,22.78,22.78,0.0,0.0,22.88,22.88,0.0,0.0,22.78,22.78,0.0,0.0,22.79,22.79,0.0,0.0
2018-07-29,23.52,23.52,0.0,0.0,23.52,23.52,0.0,0.0,23.4,23.4,0.0,0.0,23.4,23.4,0.0,0.0
2018-08-05,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0
2018-08-12,24.07,24.07,0.0,0.0,24.07,24.07,0.0,0.0,23.98,23.98,0.0,0.0,24.06,24.06,0.0,0.0
2018-08-19,23.34,23.34,0.0,0.0,23.34,23.34,0.0,0.0,23.05,23.05,0.0,0.0,23.05,23.05,0.0,0.0
2018-08-26,23.49,23.49,0.0,0.0,23.73,23.73,0.0,0.0,23.49,23.49,0.0,0.0,23.71,23.71,0.0,0.0
2018-09-02,24.77,24.77,0.0,0.0,24.77,24.77,0.0,0.0,24.75,24.75,0.0,0.0,24.75,24.75,0.0,0.0
2018-09-09,23.78,23.78,0.0,0.0,23.97,23.97,0.0,0.0,23.78,23.78,0.0,0.0,23.97,23.97,0.0,0.0
2018-09-16,22.89,22.89,0.0,0.0,22.96,22.96,0.0,0.0,22.89,22.89,0.0,0.0,22.96,22.96,0.0,0.0
2018-09-23,23.05,23.05,0.0,0.0,23.16,23.16,0.0,0.0,23.05,23.05,0.0,0.0,23.16,23.16,0.0,0.0
2018-09-30,24.42,24.42,0.0,0.0,24.46,24.46,0.0,0.0,24.42,24.42,0.0,0.0,24.46,24.46,0.0,0.0
2018-10-07,26.54,26.54,0.0,0.0,26.54,26.54,0.0,0.0,26.26,26.26,0.0,0.0,26.32,26.32,0.0,0.0
2018-10-14,26.39,26.39,0.0,0.0,26.39,26.39,0.0,0.0,26.39,26.39,0.0,0.0,26.39,26.39,0.0,0.0
2018-10-21,27.71,27.71,0.0,0.0,28.86,28.86,0.0,0.0,27.71,27.71,0.0,0.0,28.54,28.54,0.0,0.0
2018-10-28,26.61,26.61,0.0,0.0,26.77,26.77,0.0,0.0,26.52,26.52,0.0,0.0,26.57,26.57,0.0,0.0
2018-11-04,27.03,27.03,0.0,0.0,27.41,27.41,0.0,0.0,27.03,27.03,0.0,0.0,27.41,27.41,0.0,0.0
2018-11-11,27.0,27.0,0.0,0.0,27.49,27.49,0.0,0.0,27.0,27.0,0.0,0.0,27.49,27.49,0.0,0.0
2018-11-18,27.1,27.1,0.0,0.0,27.32,27.32,0.0,0.0,27.07,27.07,0.0,0.0,27.07,27.07,0.0,0.0
2018-11-25,26.26,26.26,0.0,0.0,26.41,26.41,0.0,0.0,26.26,26.26,0.0,0.0,26.41,26.41,0.0,0.0
2018-12-02,29.1,29.1,0.0,0.0,29.77,29.77,0.0,0.0,29.0,29.0,0.0,0.0,29.3,29.3,0.0,0.0
2018-12-09,29.05,29.05,0.0,0.0,29.66,29.66,0.0,0.0,29.05,29.05,0.0,0.0,29.5,29.5,0.0,0.0
2018-12-16,31.38,31.38,0.0,0.0,32.08,32.08,0.0,0.0,31.18,31.18,0.0,0.0,32.08,32.08,0.0,0.0
2018-12-23,29.64,29.64,0.0,0.0,30.1,30.1,0.0,0.0,29.64,29.64,0.0,0.0,30.1,30.1,0.0,0.0
2018-12-30,28.86,28.86,0.0,0.0,28.87,28.87,0.0,0.0,28.4,28.4,0.0,0.0,28.66,28.66,0.0,0.0
2019-01-06,28.27,28.27,0.0,0.0,28.27,28.27,0.0,0.0,27.92,27.92,0.0,0.0,28.03,28.03,0.0,0.0
2019-01-13,27.0,27.0,0.0,0.0,27.0,27.0,0.0,0.0,26.88,26.88,0.0,0.0,26.88,26.88,0.0,0.0
2019-01-20,27.21,27.21,0.0,0.0,27.23,27.23,0.0,0.0,27.03,27.03,0.0,0.0,27.03,27.03,0.0,0.0
2019-01-27,26.2,26.2,0.0,0.0,26.2,26.2,0.0,0.0,26.2,26.2,0.0,0.0,26.2,26.2,0.0,0.0
2019-02-03,26.95,26.95,0.0,0.0,27.08,27.08,0.0,0.0,26.93,26.93,0.0,0.0,27.08,27.08,0.0,0.0
2019-02-10,25.67,25.67,0.0,0.0,25.67,25.67,0.0,0.0,25.67,25.67,0.0,0.0,25.67,25.67,0.0,0.0
2019-02-17,24.87,24.87,0.0,0.0,25.07,25.07,0.0,0.0,24.87,24.87,0.0,0.0,25.07,25.07,0.0,0.0
2019-02-24,25.07,25.07,0.0,0.0,25.07,25.07,0.0,0.0,25.07,25.07,0.0,0.0,25.07,25.07,0.0,0.0
2019-03-03,25.36,25.36,0.0,0.0,25.36,25.36,0.0,0.0,25.36,25.36,0.0,0.0,25.36,25.36,0.0,0.0
2019-03-10,24.25,24.25,0.0,0.0,24.25,24.25,0.0,0.0,24.25,24.25,0.0,0.0,24.25,24.25,0.0,0.0
2019-03-17,25.15,25.15,0.0,0.0,25.15,25.15,0.0,0.0,25.02,25.02,0.0,0.0,25.02,25.02,0.0,0.0
2019-03-24,24.14,24.14,0.0,0.0,24.17,24.17,0.0,0.0,24.06,24.06,0.0,0.0,24.06,24.06,0.0,0.0
2019-03-31,23.67,23.67,0.0,0.0,23.74,23.74,0.0,0.0,23.67,23.67,0.0,0.0,23.68,23.68,0.0,0.0
2019-04-07,23.55,23.55,0.0,0.0,23.55,23.55,0.0,0.0,23.55,23.55,0.0,0.0,23.55,23.55,0.0,0.0
2019-04-14,23.46,23.46,0.0,0.0,23.51,23.51,0.0,0.0,23.46,23.46,0.0,0.0,23.46,23.46,0.0,0.0
2019-04-21,23.6,23.6,0.0,0.0,23.6,23.6,0.0,0.0,23.39,23.39,0.0,0.0,23.39,23.39,0.0,0.0
2019-04-28,24.22,24.22,0.0,0.0,24.22,24.22,0.0,0.0,23.72,23.72,0.0,0.0,23.72,23.72,0.0,0.0
2019-05-05,25.27,25.27,0.0,0.0,25.53,25.53,0.0,0.0,25.27,25.27,0.0,0.0,25.5,25.5,0.0,0.0
2019-05-12,24.98,24.98,0.0,0.0,24.98,24.98,0.0,0.0,24.95,24.95,0.0,0.0,24.95,24.95,0.0,0.0
2019-05-19,24.81,24.81,0.0,0.0,24.81,24.81,0.0,0.0,24.81,24.81,0.0,0.0,24.81,24.81,0.0,0.0
2019-05-26,25.61,25.61,0.0,0.0,25.61,25.61,0.0,0.0,25.61,25.61,0.0,0.0,25.61,25.61,0.0,0.0
2019-06-02,24.13,24.13,0.0,0.0,24.13,24.13,0.0,0.0,23.95,23.95,0.0,0.0,24.02,24.02,0.0,0.0
2019-06-09,24.45,24.45,0.0,0.0,24.49,24.49,0.0,0.0,24.45,24.45,0.0,0.0,24.49,24.49,0.0,0.0
2019-06-16,23.22,23.22,0.0,0.0,23.22,23.22,0.0,0.0,23.22,23.22,0.0,0.0,23.22,23.22,0.0,0.0
2019-06-23,22.55,22.55,0.0,0.0,22.82,22.82,0.0,0.0,22.55,22.55,0.0,0.0,22.82,22.82,0.0,0.0
2019-06-30,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0
2019-07-07,23.01,23.01,0.0,0.0,23.01,23.01,0.0,0.0,23.01,23.01,0.0,0.0,23.01,23.01,0.0,0.0
2019-07-14,23.21,23.21,0.0,0.0,23.21,23.21,0.0,0.0,23.2,23.2,0.0,0.0,23.2,23.2,0.0,0.0
2019-07-21,23.19,23.19,0.0,0.0,23.2,23.2,0.0,0.0,23.19,23.19,0.0,0.0,23.2,23.2,0.0,0.0
