Date,First Trust Mid Cap Core AlphaDEX_Open_average,First Trust Mid Cap Core AlphaDEX_Open_max,First Trust Mid Cap Core AlphaDEX_Open_volatility,First Trust Mid Cap Core AlphaDEX_Open_change,First Trust Mid Cap Core AlphaDEX_High_average,First Trust Mid Cap Core AlphaDEX_High_max,First Trust Mid Cap Core AlphaDEX_High_volatility,First Trust Mid Cap Core AlphaDEX_High_change,First Trust Mid Cap Core AlphaDEX_Low_average,First Trust Mid Cap Core AlphaDEX_Low_max,First Trust Mid Cap Core AlphaDEX_Low_volatility,First Trust Mid Cap Core AlphaDEX_Low_change,First Trust Mid Cap Core AlphaDEX_Close_average,First Trust Mid Cap Core AlphaDEX_Close_max,First Trust Mid Cap Core AlphaDEX_Close_volatility,First Trust Mid Cap Core AlphaDEX_Close_change
2017-10-22,63.29,63.29,0.0,0.0,63.35,63.35,0.0,0.0,62.82,62.82,0.0,0.0,62.97,62.97,0.0,0.0
2017-10-29,63.35,63.35,0.0,0.0,63.63,63.63,0.0,0.0,63.35,63.35,0.0,0.0,63.61,63.61,0.0,0.0
2017-11-05,62.84,62.84,0.0,0.0,63.05,63.05,0.0,0.0,62.79,62.79,0.0,0.0,63.04,63.04,0.0,0.0
2017-11-12,63.81,63.81,0.0,0.0,64.17,64.17,0.0,0.0,63.81,63.81,0.0,0.0,64.17,64.17,0.0,0.0
2017-11-19,64.47,64.47,0.0,0.0,64.63,64.63,0.0,0.0,64.23,64.23,0.0,0.0,64.23,64.23,0.0,0.0
2017-11-26,66.13,66.13,0.0,0.0,66.22,66.22,0.0,0.0,65.4,65.4,0.0,0.0,65.4,65.4,0.0,0.0
2017-12-03,65.55,65.55,0.0,0.0,65.73,65.73,0.0,0.0,65.23,65.23,0.0,0.0,65.27,65.27,0.0,0.0
2017-12-10,65.74,65.74,0.0,0.0,66.05,66.05,0.0,0.0,65.74,65.74,0.0,0.0,66.0,66.0,0.0,0.0
2017-12-17,65.76,65.76,0.0,0.0,65.94,65.94,0.0,0.0,65.58,65.58,0.0,0.0,65.78,65.78,0.0,0.0
2017-12-24,66.32,66.32,0.0,0.0,66.32,66.32,0.0,0.0,65.72,65.72,0.0,0.0,65.72,65.72,0.0,0.0
2017-12-31,66.91,66.91,0.0,0.0,67.37,67.37,0.0,0.0,66.72,66.72,0.0,0.0,67.21,67.21,0.0,0.0
2018-01-07,68.0,68.0,0.0,0.0,68.37,68.37,0.0,0.0,67.97,67.97,0.0,0.0,68.19,68.19,0.0,0.0
2018-01-14,68.74,68.74,0.0,0.0,69.11,69.11,0.0,0.0,68.62,68.62,0.0,0.0,69.08,69.08,0.0,0.0
2018-01-21,69.15,69.15,0.0,0.0,69.37,69.37,0.0,0.0,68.73,68.73,0.0,0.0,68.79,68.79,0.0,0.0
2018-01-28,65.98,65.98,0.0,0.0,66.52,66.52,0.0,0.0,64.16,64.16,0.0,0.0,64.16,64.16,0.0,0.0
2018-02-04,63.92,63.92,0.0,0.0,64.5,64.5,0.0,0.0,63.29,63.29,0.0,0.0,64.25,64.25,0.0,0.0
2018-02-11,66.21,66.21,0.0,0.0,66.74,66.74,0.0,0.0,66.21,66.21,0.0,0.0,66.47,66.47,0.0,0.0
2018-02-18,66.65,66.65,0.0,0.0,66.78,66.78,0.0,0.0,66.19,66.19,0.0,0.0,66.74,66.74,0.0,0.0
2018-02-25,65.34,65.34,0.0,0.0,66.28,66.28,0.0,0.0,65.21,65.21,0.0,0.0,66.27,66.27,0.0,0.0
2018-03-04,68.0,68.0,0.0,0.0,68.19,68.19,0.0,0.0,67.85,67.85,0.0,0.0,67.99,67.99,0.0,0.0
2018-03-11,67.17,67.17,0.0,0.0,67.17,67.17,0.0,0.0,66.21,66.21,0.0,0.0,66.85,66.85,0.0,0.0
2018-03-18,64.93,64.93,0.0,0.0,65.64,65.64,0.0,0.0,64.45,64.45,0.0,0.0,65.57,65.57,0.0,0.0
2018-03-25,65.35,65.35,0.0,0.0,65.42,65.42,0.0,0.0,63.09,63.09,0.0,0.0,63.55,63.55,0.0,0.0
2018-04-01,64.7,64.7,0.0,0.0,65.21,65.21,0.0,0.0,64.34,64.34,0.0,0.0,64.34,64.34,0.0,0.0
2018-04-08,65.58,65.58,0.0,0.0,66.21,66.21,0.0,0.0,65.58,65.58,0.0,0.0,66.07,66.07,0.0,0.0
2018-04-15,65.94,65.94,0.0,0.0,66.38,66.38,0.0,0.0,65.65,65.65,0.0,0.0,65.98,65.98,0.0,0.0
2018-04-22,65.56,65.56,0.0,0.0,65.83,65.83,0.0,0.0,64.8,64.8,0.0,0.0,64.8,64.8,0.0,0.0
2018-04-29,66.03,66.03,0.0,0.0,66.51,66.51,0.0,0.0,65.95,65.95,0.0,0.0,66.29,66.29,0.0,0.0
2018-05-06,67.74,67.74,0.0,0.0,67.79,67.79,0.0,0.0,67.3,67.3,0.0,0.0,67.46,67.46,0.0,0.0
2018-05-13,68.58,68.58,0.0,0.0,68.8,68.8,0.0,0.0,68.47,68.47,0.0,0.0,68.73,68.73,0.0,0.0
2018-05-20,68.15,68.15,0.0,0.0,68.23,68.23,0.0,0.0,67.83,67.83,0.0,0.0,68.21,68.21,0.0,0.0
2018-05-27,68.99,68.99,0.0,0.0,69.1,69.1,0.0,0.0,68.7,68.7,0.0,0.0,69.08,69.08,0.0,0.0
2018-06-03,70.2,70.2,0.0,0.0,70.39,70.39,0.0,0.0,70.09,70.09,0.0,0.0,70.23,70.23,0.0,0.0
2018-06-10,70.11,70.11,0.0,0.0,70.63,70.63,0.0,0.0,70.09,70.09,0.0,0.0,70.6,70.6,0.0,0.0
2018-06-17,69.81,69.81,0.0,0.0,69.81,69.81,0.0,0.0,68.35,68.35,0.0,0.0,68.61,68.61,0.0,0.0
2018-06-24,67.94,67.94,0.0,0.0,68.59,68.59,0.0,0.0,67.87,67.87,0.0,0.0,68.55,68.55,0.0,0.0
2018-07-01,70.2,70.2,0.0,0.0,70.61,70.61,0.0,0.0,70.15,70.15,0.0,0.0,70.61,70.61,0.0,0.0
2018-07-08,70.28,70.28,0.0,0.0,70.28,70.28,0.0,0.0,69.55,69.55,0.0,0.0,69.83,69.83,0.0,0.0
2018-07-15,70.55,70.55,0.0,0.0,70.55,70.55,0.0,0.0,70.04,70.04,0.0,0.0,70.4,70.4,0.0,0.0
2018-07-22,69.42,69.42,0.0,0.0,69.56,69.56,0.0,0.0,68.94,68.94,0.0,0.0,69.01,69.01,0.0,0.0
2018-07-29,70.25,70.25,0.0,0.0,70.78,70.78,0.0,0.0,70.25,70.25,0.0,0.0,70.78,70.78,0.0,0.0
2018-08-05,70.57,70.57,0.0,0.0,70.69,70.69,0.0,0.0,69.9,69.9,0.0,0.0,70.1,70.1,0.0,0.0
2018-08-12,71.14,71.14,0.0,0.0,71.57,71.57,0.0,0.0,71.13,71.13,0.0,0.0,71.47,71.47,0.0,0.0
2018-08-19,72.64,72.64,0.0,0.0,72.99,72.99,0.0,0.0,72.49,72.49,0.0,0.0,72.72,72.72,0.0,0.0
2018-08-26,72.57,72.57,0.0,0.0,72.88,72.88,0.0,0.0,72.38,72.38,0.0,0.0,72.81,72.81,0.0,0.0
2018-09-02,72.65,72.65,0.0,0.0,72.65,72.65,0.0,0.0,72.21,72.21,0.0,0.0,72.39,72.39,0.0,0.0
2018-09-09,72.91,72.91,0.0,0.0,72.91,72.91,0.0,0.0,72.0,72.0,0.0,0.0,72.05,72.05,0.0,0.0
2018-09-16,72.01,72.01,0.0,0.0,72.13,72.13,0.0,0.0,71.64,71.64,0.0,0.0,71.94,71.94,0.0,0.0
2018-09-23,71.85,71.85,0.0,0.0,71.91,71.91,0.0,0.0,70.9,70.9,0.0,0.0,70.98,70.98,0.0,0.0
2018-09-30,69.12,69.12,0.0,0.0,69.39,69.39,0.0,0.0,68.67,68.67,0.0,0.0,69.2,69.2,0.0,0.0
2018-10-07,65.78,65.78,0.0,0.0,66.48,66.48,0.0,0.0,65.63,65.63,0.0,0.0,66.06,66.06,0.0,0.0
2018-10-14,65.87,65.87,0.0,0.0,65.94,65.94,0.0,0.0,65.33,65.33,0.0,0.0,65.49,65.49,0.0,0.0
2018-10-21,63.62,63.62,0.0,0.0,64.16,64.16,0.0,0.0,61.96,61.96,0.0,0.0,62.51,62.51,0.0,0.0
2018-10-28,65.35,65.35,0.0,0.0,65.71,65.71,0.0,0.0,65.1,65.1,0.0,0.0,65.49,65.49,0.0,0.0
2018-11-04,65.85,65.85,0.0,0.0,65.85,65.85,0.0,0.0,64.61,64.61,0.0,0.0,64.64,64.64,0.0,0.0
2018-11-11,64.78,64.78,0.0,0.0,64.94,64.94,0.0,0.0,63.35,63.35,0.0,0.0,63.49,63.49,0.0,0.0
2018-11-18,63.69,63.69,0.0,0.0,64.17,64.17,0.0,0.0,63.66,63.66,0.0,0.0,64.1,64.1,0.0,0.0
2018-11-25,66.65,66.65,0.0,0.0,66.71,66.71,0.0,0.0,65.63,65.63,0.0,0.0,66.46,66.46,0.0,0.0
2018-12-02,62.19,62.19,0.0,0.0,62.37,62.37,0.0,0.0,60.93,60.93,0.0,0.0,61.9,61.9,0.0,0.0
2018-12-09,60.36,60.36,0.0,0.0,60.58,60.58,0.0,0.0,58.8,58.8,0.0,0.0,58.96,58.96,0.0,0.0
2018-12-16,54.91,54.91,0.0,0.0,55.16,55.16,0.0,0.0,54.08,54.08,0.0,0.0,54.08,54.08,0.0,0.0
2018-12-23,57.74,57.74,0.0,0.0,57.82,57.82,0.0,0.0,56.96,56.96,0.0,0.0,57.82,57.82,0.0,0.0
2018-12-30,59.01,59.01,0.0,0.0,60.31,60.31,0.0,0.0,59.01,59.01,0.0,0.0,59.86,59.86,0.0,0.0
2019-01-06,61.5,61.5,0.0,0.0,61.96,61.96,0.0,0.0,61.47,61.47,0.0,0.0,61.65,61.65,0.0,0.0
2019-01-13,63.52,63.52,0.0,0.0,64.26,64.26,0.0,0.0,63.52,63.52,0.0,0.0,64.17,64.17,0.0,0.0
2019-01-20,63.84,63.84,0.0,0.0,64.2,64.2,0.0,0.0,63.63,63.63,0.0,0.0,64.12,64.12,0.0,0.0
2019-01-27,65.33,65.33,0.0,0.0,65.87,65.87,0.0,0.0,65.22,65.22,0.0,0.0,65.86,65.86,0.0,0.0
2019-02-03,65.65,65.65,0.0,0.0,65.99,65.99,0.0,0.0,65.61,65.61,0.0,0.0,65.98,65.98,0.0,0.0
2019-02-10,67.28,67.28,0.0,0.0,67.81,67.81,0.0,0.0,67.28,67.28,0.0,0.0,67.81,67.81,0.0,0.0
2019-02-17,68.85,68.85,0.0,0.0,68.97,68.97,0.0,0.0,68.43,68.43,0.0,0.0,68.48,68.48,0.0,0.0
2019-02-24,68.69,68.69,0.0,0.0,68.69,68.69,0.0,0.0,67.47,67.47,0.0,0.0,68.02,68.02,0.0,0.0
2019-03-03,66.18,66.18,0.0,0.0,67.0,67.0,0.0,0.0,66.18,66.18,0.0,0.0,66.97,66.97,0.0,0.0
2019-03-10,67.45,67.45,0.0,0.0,67.96,67.96,0.0,0.0,67.38,67.38,0.0,0.0,67.8,67.8,0.0,0.0
2019-03-17,65.61,65.61,0.0,0.0,66.09,66.09,0.0,0.0,65.13,65.13,0.0,0.0,65.67,65.67,0.0,0.0
2019-03-24,67.42,67.42,0.0,0.0,67.97,67.97,0.0,0.0,67.42,67.42,0.0,0.0,67.95,67.95,0.0,0.0
2019-03-31,68.77,68.77,0.0,0.0,68.95,68.95,0.0,0.0,68.56,68.56,0.0,0.0,68.95,68.95,0.0,0.0
2019-04-07,69.34,69.34,0.0,0.0,69.34,69.34,0.0,0.0,68.99,68.99,0.0,0.0,69.18,69.18,0.0,0.0
2019-04-14,68.66,68.66,0.0,0.0,68.66,68.66,0.0,0.0,68.3,68.3,0.0,0.0,68.5,68.5,0.0,0.0
2019-04-21,69.97,69.97,0.0,0.0,70.13,70.13,0.0,0.0,69.74,69.74,0.0,0.0,69.93,69.93,0.0,0.0
2019-04-28,69.2,69.2,0.0,0.0,70.18,70.18,0.0,0.0,69.2,69.2,0.0,0.0,70.14,70.14,0.0,0.0
2019-05-05,67.11,67.11,0.0,0.0,67.11,67.11,0.0,0.0,66.01,66.01,0.0,0.0,66.18,66.18,0.0,0.0
2019-05-12,66.53,66.53,0.0,0.0,66.89,66.89,0.0,0.0,66.44,66.44,0.0,0.0,66.62,66.62,0.0,0.0
2019-05-19,66.05,66.05,0.0,0.0,66.26,66.26,0.0,0.0,65.83,65.83,0.0,0.0,66.11,66.11,0.0,0.0
2019-05-26,64.22,64.22,0.0,0.0,64.84,64.84,0.0,0.0,64.15,64.15,0.0,0.0,64.45,64.45,0.0,0.0
2019-06-02,67.6,67.6,0.0,0.0,68.11,68.11,0.0,0.0,67.45,67.45,0.0,0.0,67.63,67.63,0.0,0.0
2019-06-09,67.47,67.47,0.0,0.0,67.8,67.8,0.0,0.0,67.47,67.47,0.0,0.0,67.5,67.5,0.0,0.0
2019-06-16,68.64,68.64,0.0,0.0,68.64,68.64,0.0,0.0,67.83,67.83,0.0,0.0,67.83,67.83,0.0,0.0
2019-06-23,69.85,69.85,0.0,0.0,69.9,69.9,0.0,0.0,68.9,68.9,0.0,0.0,69.22,69.22,0.0,0.0
2019-06-30,69.58,69.58,0.0,0.0,69.74,69.74,0.0,0.0,69.11,69.11,0.0,0.0,69.26,69.26,0.0,0.0
2019-07-07,69.99,69.99,0.0,0.0,69.99,69.99,0.0,0.0,69.31,69.31,0.0,0.0,69.51,69.51,0.0,0.0
2019-07-14,69.33,69.33,0.0,0.0,69.42,69.42,0.0,0.0,69.04,69.04,0.0,0.0,69.08,69.08,0.0,0.0
