Date,VanEck Vectors Egypt_Open_average,VanEck Vectors Egypt_Open_max,VanEck Vectors Egypt_Open_volatility,VanEck Vectors Egypt_Open_change,VanEck Vectors Egypt_High_average,VanEck Vectors Egypt_High_max,VanEck Vectors Egypt_High_volatility,VanEck Vectors Egypt_High_change,VanEck Vectors Egypt_Low_average,VanEck Vectors Egypt_Low_max,VanEck Vectors Egypt_Low_volatility,VanEck Vectors Egypt_Low_change,VanEck Vectors Egypt_Close_average,VanEck Vectors Egypt_Close_max,VanEck Vectors Egypt_Close_volatility,VanEck Vectors Egypt_Close_change
2016-09-18,37.7,37.7,0.0,0.0,37.8,37.8,0.0,0.0,37.08,37.08,0.0,0.0,37.51,37.51,0.0,0.0
2016-09-25,38.27,38.27,0.0,0.0,38.55,38.55,0.0,0.0,37.54,37.54,0.0,0.0,37.6,37.6,0.0,0.0
2016-10-02,37.89,37.89,0.0,0.0,38.18,38.18,0.0,0.0,36.76,36.76,0.0,0.0,36.76,36.76,0.0,0.0
2016-10-09,36.46,36.46,0.0,0.0,36.93,36.93,0.0,0.0,36.1,36.1,0.0,0.0,36.1,36.1,0.0,0.0
2016-10-16,36.45,36.45,0.0,0.0,37.0,37.0,0.0,0.0,36.45,36.45,0.0,0.0,36.61,36.61,0.0,0.0
2016-10-23,37.08,37.08,0.0,0.0,37.6,37.6,0.0,0.0,37.08,37.08,0.0,0.0,37.33,37.33,0.0,0.0
2016-10-30,26.77,26.77,0.0,0.0,26.85,26.85,0.0,0.0,26.1,26.1,0.0,0.0,26.35,26.35,0.0,0.0
2016-11-06,27.0,27.0,0.0,0.0,28.2,28.2,0.0,0.0,27.0,27.0,0.0,0.0,27.02,27.02,0.0,0.0
2016-11-13,27.5,27.5,0.0,0.0,28.21,28.21,0.0,0.0,27.42,27.42,0.0,0.0,27.48,27.48,0.0,0.0
2016-11-20,27.37,27.37,0.0,0.0,27.37,27.37,0.0,0.0,26.51,26.51,0.0,0.0,26.51,26.51,0.0,0.0
2016-11-27,26.54,26.54,0.0,0.0,26.54,26.54,0.0,0.0,25.54,25.54,0.0,0.0,25.58,25.58,0.0,0.0
2016-12-04,25.99,25.99,0.0,0.0,26.11,26.11,0.0,0.0,25.65,25.65,0.0,0.0,26.11,26.11,0.0,0.0
2016-12-11,25.5,25.5,0.0,0.0,25.5,25.5,0.0,0.0,24.96,24.96,0.0,0.0,25.24,25.24,0.0,0.0
2016-12-18,26.45,26.45,0.0,0.0,26.47,26.47,0.0,0.0,26.36,26.36,0.0,0.0,26.42,26.42,0.0,0.0
2016-12-25,26.5,26.5,0.0,0.0,26.5,26.5,0.0,0.0,26.14,26.14,0.0,0.0,26.4,26.4,0.0,0.0
2017-01-01,27.92,27.92,0.0,0.0,27.93,27.93,0.0,0.0,27.41,27.41,0.0,0.0,27.57,27.57,0.0,0.0
2017-01-08,27.89,27.89,0.0,0.0,28.03,28.03,0.0,0.0,27.36,27.36,0.0,0.0,27.36,27.36,0.0,0.0
2017-01-15,26.6,26.6,0.0,0.0,26.81,26.81,0.0,0.0,26.48,26.48,0.0,0.0,26.74,26.74,0.0,0.0
2017-01-22,26.74,26.74,0.0,0.0,27.0,27.0,0.0,0.0,26.43,26.43,0.0,0.0,26.43,26.43,0.0,0.0
2017-01-29,26.55,26.55,0.0,0.0,26.75,26.75,0.0,0.0,26.19,26.19,0.0,0.0,26.19,26.19,0.0,0.0
2017-02-05,27.95,27.95,0.0,0.0,28.0,28.0,0.0,0.0,27.61,27.61,0.0,0.0,27.68,27.68,0.0,0.0
2017-02-12,28.33,28.33,0.0,0.0,28.99,28.99,0.0,0.0,28.33,28.33,0.0,0.0,28.84,28.84,0.0,0.0
2017-02-19,28.89,28.89,0.0,0.0,28.95,28.95,0.0,0.0,28.56,28.56,0.0,0.0,28.56,28.56,0.0,0.0
2017-02-26,28.12,28.12,0.0,0.0,28.3,28.3,0.0,0.0,28.08,28.08,0.0,0.0,28.23,28.23,0.0,0.0
2017-03-05,28.39,28.39,0.0,0.0,28.39,28.39,0.0,0.0,27.52,27.52,0.0,0.0,27.97,27.97,0.0,0.0
2017-03-12,28.28,28.28,0.0,0.0,28.42,28.42,0.0,0.0,28.28,28.28,0.0,0.0,28.32,28.32,0.0,0.0
2017-03-19,28.1,28.1,0.0,0.0,28.68,28.68,0.0,0.0,27.87,27.87,0.0,0.0,27.87,27.87,0.0,0.0
2017-03-26,28.56,28.56,0.0,0.0,29.18,29.18,0.0,0.0,28.04,28.04,0.0,0.0,28.11,28.11,0.0,0.0
2017-04-02,28.65,28.65,0.0,0.0,28.73,28.73,0.0,0.0,28.3,28.3,0.0,0.0,28.36,28.36,0.0,0.0
2017-04-09,28.26,28.26,0.0,0.0,28.48,28.48,0.0,0.0,28.26,28.26,0.0,0.0,28.45,28.45,0.0,0.0
2017-04-16,27.54,27.54,0.0,0.0,27.92,27.92,0.0,0.0,27.4,27.4,0.0,0.0,27.4,27.4,0.0,0.0
2017-04-23,27.49,27.49,0.0,0.0,27.49,27.49,0.0,0.0,27.26,27.26,0.0,0.0,27.26,27.26,0.0,0.0
2017-04-30,27.48,27.48,0.0,0.0,27.49,27.49,0.0,0.0,27.17,27.17,0.0,0.0,27.45,27.45,0.0,0.0
2017-05-07,28.06,28.06,0.0,0.0,28.48,28.48,0.0,0.0,28.06,28.06,0.0,0.0,28.11,28.11,0.0,0.0
2017-05-14,27.71,27.71,0.0,0.0,27.9,27.9,0.0,0.0,27.61,27.61,0.0,0.0,27.68,27.68,0.0,0.0
2017-05-21,27.99,27.99,0.0,0.0,28.07,28.07,0.0,0.0,27.96,27.96,0.0,0.0,28.07,28.07,0.0,0.0
2017-05-28,28.5,28.5,0.0,0.0,28.66,28.66,0.0,0.0,28.12,28.12,0.0,0.0,28.44,28.44,0.0,0.0
2017-06-04,28.08,28.08,0.0,0.0,28.43,28.43,0.0,0.0,28.02,28.02,0.0,0.0,28.33,28.33,0.0,0.0
2017-06-11,28.18,28.18,0.0,0.0,28.45,28.45,0.0,0.0,28.06,28.06,0.0,0.0,28.06,28.06,0.0,0.0
2017-06-18,27.55,27.55,0.0,0.0,27.55,27.55,0.0,0.0,27.32,27.32,0.0,0.0,27.32,27.32,0.0,0.0
2017-06-25,28.0,28.0,0.0,0.0,28.0,28.0,0.0,0.0,27.47,27.47,0.0,0.0,27.66,27.66,0.0,0.0
2017-07-02,27.7,27.7,0.0,0.0,27.7,27.7,0.0,0.0,26.31,26.31,0.0,0.0,26.99,26.99,0.0,0.0
2017-07-09,27.91,27.91,0.0,0.0,28.04,28.04,0.0,0.0,27.43,27.43,0.0,0.0,27.43,27.43,0.0,0.0
2017-07-16,27.47,27.47,0.0,0.0,27.59,27.59,0.0,0.0,27.15,27.15,0.0,0.0,27.43,27.43,0.0,0.0
2017-07-23,26.8,26.8,0.0,0.0,26.99,26.99,0.0,0.0,26.67,26.67,0.0,0.0,26.93,26.93,0.0,0.0
2017-07-30,27.24,27.24,0.0,0.0,27.67,27.67,0.0,0.0,27.24,27.24,0.0,0.0,27.67,27.67,0.0,0.0
2017-08-06,26.95,26.95,0.0,0.0,26.95,26.95,0.0,0.0,26.52,26.52,0.0,0.0,26.61,26.61,0.0,0.0
2017-08-13,26.5,26.5,0.0,0.0,26.59,26.59,0.0,0.0,26.34,26.34,0.0,0.0,26.45,26.45,0.0,0.0
2017-08-20,26.8,26.8,0.0,0.0,27.29,27.29,0.0,0.0,26.57,26.57,0.0,0.0,26.79,26.79,0.0,0.0
2017-08-27,27.1,27.1,0.0,0.0,27.95,27.95,0.0,0.0,27.1,27.1,0.0,0.0,27.7,27.7,0.0,0.0
2017-09-03,27.66,27.66,0.0,0.0,27.88,27.88,0.0,0.0,27.64,27.64,0.0,0.0,27.76,27.76,0.0,0.0
2017-09-10,28.02,28.02,0.0,0.0,28.3,28.3,0.0,0.0,27.97,27.97,0.0,0.0,27.97,27.97,0.0,0.0
2017-09-17,28.22,28.22,0.0,0.0,28.25,28.25,0.0,0.0,27.97,27.97,0.0,0.0,28.25,28.25,0.0,0.0
2017-09-24,29.06,29.06,0.0,0.0,29.29,29.29,0.0,0.0,29.04,29.04,0.0,0.0,29.29,29.29,0.0,0.0
2017-10-01,30.0,30.0,0.0,0.0,30.25,30.25,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0
2017-10-08,29.58,29.58,0.0,0.0,29.58,29.58,0.0,0.0,29.0,29.0,0.0,0.0,29.0,29.0,0.0,0.0
2017-10-15,30.25,30.25,0.0,0.0,30.25,30.25,0.0,0.0,29.85,29.85,0.0,0.0,29.85,29.85,0.0,0.0
2017-10-22,30.75,30.75,0.0,0.0,31.42,31.42,0.0,0.0,30.75,30.75,0.0,0.0,31.23,31.23,0.0,0.0
2017-10-29,31.23,31.23,0.0,0.0,31.48,31.48,0.0,0.0,30.44,30.44,0.0,0.0,30.97,30.97,0.0,0.0
2017-11-05,30.9,30.9,0.0,0.0,31.01,31.01,0.0,0.0,30.78,30.78,0.0,0.0,30.9,30.9,0.0,0.0
2017-11-12,30.76,30.76,0.0,0.0,31.25,31.25,0.0,0.0,30.45,30.45,0.0,0.0,30.45,30.45,0.0,0.0
2017-11-19,31.85,31.85,0.0,0.0,32.03,32.03,0.0,0.0,31.18,31.18,0.0,0.0,31.89,31.89,0.0,0.0
2017-11-26,32.68,32.68,0.0,0.0,33.0,33.0,0.0,0.0,32.27,32.27,0.0,0.0,32.39,32.39,0.0,0.0
2017-12-03,32.82,32.82,0.0,0.0,32.82,32.82,0.0,0.0,32.18,32.18,0.0,0.0,32.43,32.43,0.0,0.0
2017-12-10,33.0,33.0,0.0,0.0,33.0,33.0,0.0,0.0,32.39,32.39,0.0,0.0,32.91,32.91,0.0,0.0
2017-12-17,32.9,32.9,0.0,0.0,32.9,32.9,0.0,0.0,32.38,32.38,0.0,0.0,32.54,32.54,0.0,0.0
2017-12-24,32.84,32.84,0.0,0.0,33.0,33.0,0.0,0.0,32.61,32.61,0.0,0.0,32.7,32.7,0.0,0.0
2017-12-31,33.18,33.18,0.0,0.0,33.66,33.66,0.0,0.0,33.18,33.18,0.0,0.0,33.65,33.65,0.0,0.0
2018-01-07,33.89,33.89,0.0,0.0,34.1,34.1,0.0,0.0,33.59,33.59,0.0,0.0,34.1,34.1,0.0,0.0
2018-01-14,34.1,34.1,0.0,0.0,34.16,34.16,0.0,0.0,34.0,34.0,0.0,0.0,34.1,34.1,0.0,0.0
2018-01-21,34.1,34.1,0.0,0.0,34.1,34.1,0.0,0.0,33.93,33.93,0.0,0.0,34.08,34.08,0.0,0.0
2018-01-28,32.83,32.83,0.0,0.0,33.0,33.0,0.0,0.0,31.78,31.78,0.0,0.0,32.19,32.19,0.0,0.0
2018-02-04,33.0,33.0,0.0,0.0,33.45,33.45,0.0,0.0,32.7,32.7,0.0,0.0,33.03,33.03,0.0,0.0
2018-02-11,33.23,33.23,0.0,0.0,34.28,34.28,0.0,0.0,33.0,33.0,0.0,0.0,34.1,34.1,0.0,0.0
2018-02-18,34.1,34.1,0.0,0.0,34.1,34.1,0.0,0.0,34.0,34.0,0.0,0.0,34.02,34.02,0.0,0.0
2018-02-25,34.14,34.14,0.0,0.0,35.68,35.68,0.0,0.0,34.1,34.1,0.0,0.0,35.55,35.55,0.0,0.0
2018-03-04,37.0,37.0,0.0,0.0,37.36,37.36,0.0,0.0,36.91,36.91,0.0,0.0,37.14,37.14,0.0,0.0
2018-03-11,37.94,37.94,0.0,0.0,38.09,38.09,0.0,0.0,37.5,37.5,0.0,0.0,37.7,37.7,0.0,0.0
2018-03-18,37.89,37.89,0.0,0.0,37.94,37.94,0.0,0.0,36.63,36.63,0.0,0.0,37.68,37.68,0.0,0.0
2018-03-25,39.62,39.62,0.0,0.0,39.9,39.9,0.0,0.0,38.87,38.87,0.0,0.0,39.0,39.0,0.0,0.0
2018-04-01,39.36,39.36,0.0,0.0,39.38,39.38,0.0,0.0,39.19,39.19,0.0,0.0,39.2,39.2,0.0,0.0
2018-04-08,39.91,39.91,0.0,0.0,40.25,40.25,0.0,0.0,39.11,39.11,0.0,0.0,40.15,40.15,0.0,0.0
2018-04-15,39.5,39.5,0.0,0.0,40.0,40.0,0.0,0.0,39.48,39.48,0.0,0.0,39.84,39.84,0.0,0.0
2018-04-22,40.06,40.06,0.0,0.0,40.36,40.36,0.0,0.0,39.91,39.91,0.0,0.0,39.91,39.91,0.0,0.0
2018-04-29,39.27,39.27,0.0,0.0,39.3,39.3,0.0,0.0,38.7,38.7,0.0,0.0,38.7,38.7,0.0,0.0
2018-05-06,37.58,37.58,0.0,0.0,37.58,37.58,0.0,0.0,37.05,37.05,0.0,0.0,37.43,37.43,0.0,0.0
2018-05-13,37.0,37.0,0.0,0.0,37.24,37.24,0.0,0.0,36.66,36.66,0.0,0.0,36.78,36.78,0.0,0.0
2018-05-20,36.76,36.76,0.0,0.0,36.9,36.9,0.0,0.0,35.91,35.91,0.0,0.0,36.04,36.04,0.0,0.0
2018-05-27,35.09,35.09,0.0,0.0,35.32,35.32,0.0,0.0,34.69,34.69,0.0,0.0,35.0,35.0,0.0,0.0
2018-06-03,34.27,34.27,0.0,0.0,34.5,34.5,0.0,0.0,34.19,34.19,0.0,0.0,34.4,34.4,0.0,0.0
2018-06-10,34.67,34.67,0.0,0.0,34.94,34.94,0.0,0.0,34.67,34.67,0.0,0.0,34.79,34.79,0.0,0.0
2018-06-17,35.55,35.55,0.0,0.0,35.6,35.6,0.0,0.0,35.27,35.27,0.0,0.0,35.27,35.27,0.0,0.0
2018-06-24,35.06,35.06,0.0,0.0,35.5,35.5,0.0,0.0,35.06,35.06,0.0,0.0,35.5,35.5,0.0,0.0
2018-07-01,34.4,34.4,0.0,0.0,34.65,34.65,0.0,0.0,34.16,34.16,0.0,0.0,34.31,34.31,0.0,0.0
2018-07-08,34.52,34.52,0.0,0.0,34.55,34.55,0.0,0.0,33.81,33.81,0.0,0.0,33.9,33.9,0.0,0.0
2018-07-15,34.09,34.09,0.0,0.0,34.09,34.09,0.0,0.0,33.57,33.57,0.0,0.0,33.76,33.76,0.0,0.0
2018-07-22,33.49,33.49,0.0,0.0,33.49,33.49,0.0,0.0,32.97,32.97,0.0,0.0,33.0,33.0,0.0,0.0
2018-07-29,34.13,34.13,0.0,0.0,34.13,34.13,0.0,0.0,33.08,33.08,0.0,0.0,33.77,33.77,0.0,0.0
2018-08-05,33.35,33.35,0.0,0.0,33.46,33.46,0.0,0.0,32.8,32.8,0.0,0.0,32.8,32.8,0.0,0.0
2018-08-12,32.4,32.4,0.0,0.0,32.77,32.77,0.0,0.0,32.39,32.39,0.0,0.0,32.39,32.39,0.0,0.0
2018-08-19,32.91,32.91,0.0,0.0,33.0,33.0,0.0,0.0,32.86,32.86,0.0,0.0,33.0,33.0,0.0,0.0
2018-08-26,34.0,34.0,0.0,0.0,34.02,34.02,0.0,0.0,33.91,33.91,0.0,0.0,33.92,33.92,0.0,0.0
2018-09-02,32.55,32.55,0.0,0.0,33.21,33.21,0.0,0.0,32.55,32.55,0.0,0.0,33.21,33.21,0.0,0.0
2018-09-09,30.74,30.74,0.0,0.0,31.23,31.23,0.0,0.0,30.69,30.69,0.0,0.0,31.02,31.02,0.0,0.0
2018-09-16,30.91,30.91,0.0,0.0,30.91,30.91,0.0,0.0,30.25,30.25,0.0,0.0,30.38,30.38,0.0,0.0
2018-09-23,30.6,30.6,0.0,0.0,30.67,30.67,0.0,0.0,30.4,30.4,0.0,0.0,30.66,30.66,0.0,0.0
2018-09-30,28.8,28.8,0.0,0.0,28.8,28.8,0.0,0.0,27.84,27.84,0.0,0.0,28.25,28.25,0.0,0.0
2018-10-07,27.8,27.8,0.0,0.0,28.59,28.59,0.0,0.0,27.72,27.72,0.0,0.0,28.1,28.1,0.0,0.0
2018-10-14,28.6,28.6,0.0,0.0,28.6,28.6,0.0,0.0,28.17,28.17,0.0,0.0,28.4,28.4,0.0,0.0
2018-10-21,27.2,27.2,0.0,0.0,27.68,27.68,0.0,0.0,27.05,27.05,0.0,0.0,27.05,27.05,0.0,0.0
2018-10-28,27.6,27.6,0.0,0.0,27.65,27.65,0.0,0.0,27.6,27.6,0.0,0.0,27.64,27.64,0.0,0.0
2018-11-04,28.95,28.95,0.0,0.0,29.03,29.03,0.0,0.0,28.75,28.75,0.0,0.0,28.75,28.75,0.0,0.0
2018-11-11,30.1,30.1,0.0,0.0,30.1,30.1,0.0,0.0,29.2,29.2,0.0,0.0,29.62,29.62,0.0,0.0
2018-11-18,28.72,28.72,0.0,0.0,28.79,28.79,0.0,0.0,28.4,28.4,0.0,0.0,28.79,28.79,0.0,0.0
2018-11-25,28.37,28.37,0.0,0.0,28.37,28.37,0.0,0.0,28.11,28.11,0.0,0.0,28.17,28.17,0.0,0.0
2018-12-02,26.85,26.85,0.0,0.0,27.33,27.33,0.0,0.0,26.85,26.85,0.0,0.0,27.33,27.33,0.0,0.0
2018-12-09,28.3,28.3,0.0,0.0,28.73,28.73,0.0,0.0,27.81,27.81,0.0,0.0,28.15,28.15,0.0,0.0
2018-12-16,27.08,27.08,0.0,0.0,27.23,27.23,0.0,0.0,26.57,26.57,0.0,0.0,26.91,26.91,0.0,0.0
2018-12-23,27.82,27.82,0.0,0.0,27.82,27.82,0.0,0.0,27.32,27.32,0.0,0.0,27.68,27.68,0.0,0.0
2018-12-30,28.52,28.52,0.0,0.0,28.6,28.6,0.0,0.0,28.46,28.46,0.0,0.0,28.6,28.6,0.0,0.0
2019-01-06,28.8,28.8,0.0,0.0,28.85,28.85,0.0,0.0,28.8,28.8,0.0,0.0,28.85,28.85,0.0,0.0
2019-01-13,29.46,29.46,0.0,0.0,29.55,29.55,0.0,0.0,29.42,29.42,0.0,0.0,29.42,29.42,0.0,0.0
2019-01-20,29.92,29.92,0.0,0.0,29.97,29.97,0.0,0.0,29.14,29.14,0.0,0.0,29.56,29.56,0.0,0.0
2019-01-27,31.38,31.38,0.0,0.0,31.86,31.86,0.0,0.0,31.02,31.02,0.0,0.0,31.6,31.6,0.0,0.0
2019-02-03,32.28,32.28,0.0,0.0,32.39,32.39,0.0,0.0,32.15,32.15,0.0,0.0,32.25,32.25,0.0,0.0
2019-02-10,32.5,32.5,0.0,0.0,33.01,33.01,0.0,0.0,32.29,32.29,0.0,0.0,32.38,32.38,0.0,0.0
2019-02-17,33.7,33.7,0.0,0.0,33.7,33.7,0.0,0.0,33.2,33.2,0.0,0.0,33.25,33.25,0.0,0.0
2019-02-24,32.86,32.86,0.0,0.0,33.02,33.02,0.0,0.0,32.54,32.54,0.0,0.0,32.78,32.78,0.0,0.0
2019-03-03,33.12,33.12,0.0,0.0,33.98,33.98,0.0,0.0,33.12,33.12,0.0,0.0,33.89,33.89,0.0,0.0
2019-03-10,33.5,33.5,0.0,0.0,33.9,33.9,0.0,0.0,33.5,33.5,0.0,0.0,33.76,33.76,0.0,0.0
2019-03-17,32.85,32.85,0.0,0.0,32.91,32.91,0.0,0.0,32.5,32.5,0.0,0.0,32.67,32.67,0.0,0.0
2019-03-24,33.0,33.0,0.0,0.0,33.25,33.25,0.0,0.0,32.65,32.65,0.0,0.0,32.81,32.81,0.0,0.0
2019-03-31,32.86,32.86,0.0,0.0,33.11,33.11,0.0,0.0,32.49,32.49,0.0,0.0,32.77,32.77,0.0,0.0
2019-04-07,32.71,32.71,0.0,0.0,32.71,32.71,0.0,0.0,32.08,32.08,0.0,0.0,32.19,32.19,0.0,0.0
2019-04-14,32.62,32.62,0.0,0.0,32.92,32.92,0.0,0.0,32.44,32.44,0.0,0.0,32.88,32.88,0.0,0.0
2019-04-21,32.64,32.64,0.0,0.0,32.64,32.64,0.0,0.0,32.05,32.05,0.0,0.0,32.28,32.28,0.0,0.0
2019-04-28,31.91,31.91,0.0,0.0,31.91,31.91,0.0,0.0,30.93,30.93,0.0,0.0,31.35,31.35,0.0,0.0
2019-05-05,30.9,30.9,0.0,0.0,30.91,30.91,0.0,0.0,30.18,30.18,0.0,0.0,30.48,30.48,0.0,0.0
2019-05-12,28.85,28.85,0.0,0.0,28.95,28.95,0.0,0.0,28.58,28.58,0.0,0.0,28.8,28.8,0.0,0.0
2019-05-19,30.13,30.13,0.0,0.0,30.48,30.48,0.0,0.0,29.68,29.68,0.0,0.0,29.9,29.9,0.0,0.0
2019-05-26,29.94,29.94,0.0,0.0,30.41,30.41,0.0,0.0,29.88,29.88,0.0,0.0,30.0,30.0,0.0,0.0
2019-06-02,31.13,31.13,0.0,0.0,31.36,31.36,0.0,0.0,30.7,30.7,0.0,0.0,31.0,31.0,0.0,0.0
2019-06-09,31.36,31.36,0.0,0.0,31.36,31.36,0.0,0.0,31.05,31.05,0.0,0.0,31.07,31.07,0.0,0.0
2019-06-16,30.67,30.67,0.0,0.0,30.67,30.67,0.0,0.0,30.3,30.3,0.0,0.0,30.44,30.44,0.0,0.0
2019-06-23,31.62,31.62,0.0,0.0,31.8,31.8,0.0,0.0,30.77,30.77,0.0,0.0,31.02,31.02,0.0,0.0
2019-06-30,30.98,30.98,0.0,0.0,31.14,31.14,0.0,0.0,30.81,30.81,0.0,0.0,30.91,30.91,0.0,0.0
2019-07-07,30.09,30.09,0.0,0.0,30.39,30.39,0.0,0.0,30.09,30.09,0.0,0.0,30.21,30.21,0.0,0.0
2019-07-14,29.67,29.67,0.0,0.0,29.9,29.9,0.0,0.0,29.4,29.4,0.0,0.0,29.85,29.85,0.0,0.0
2019-07-21,29.55,29.55,0.0,0.0,29.55,29.55,0.0,0.0,29.3,29.3,0.0,0.0,29.49,29.49,0.0,0.0
2019-07-28,29.54,29.54,0.0,0.0,29.54,29.54,0.0,0.0,29.29,29.29,0.0,0.0,29.38,29.38,0.0,0.0
2019-08-04,31.65,31.65,0.0,0.0,31.93,31.93,0.0,0.0,31.32,31.32,0.0,0.0,31.39,31.39,0.0,0.0
