Date,iShares MSCI Ireland_Open_average,iShares MSCI Ireland_Open_max,iShares MSCI Ireland_Open_min,iShares MSCI Ireland_Open_volatility,iShares MSCI Ireland_Open_change,iShares MSCI Ireland_High_average,iShares MSCI Ireland_High_max,iShares MSCI Ireland_High_min,iShares MSCI Ireland_High_volatility,iShares MSCI Ireland_High_change,iShares MSCI Ireland_Low_average,iShares MSCI Ireland_Low_max,iShares MSCI Ireland_Low_min,iShares MSCI Ireland_Low_volatility,iShares MSCI Ireland_Low_change,iShares MSCI Ireland_Close_average,iShares MSCI Ireland_Close_max,iShares MSCI Ireland_Close_min,iShares MSCI Ireland_Close_volatility,iShares MSCI Ireland_Close_change
2018-09-09,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2018-09-16,46.13,46.13,46.13,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-09-23,45.07,45.07,45.07,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2018-09-30,44.09,44.09,44.09,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2018-10-07,42.05,42.05,42.05,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2018-10-14,41.13,41.13,41.13,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-10-21,40.21,40.21,40.21,0.0,0.0,40.42,40.42,40.42,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-10-28,42.05,42.05,42.05,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.75,41.75,41.75,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2018-11-04,41.49,41.49,41.49,0.0,0.0,41.65,41.65,41.65,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2018-11-11,40.2,40.2,40.2,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2018-11-18,39.38,39.38,39.38,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-11-25,39.5,39.5,39.5,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2018-12-02,38.39,38.39,38.39,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2018-12-09,37.43,37.43,37.43,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-12-16,36.72,36.72,36.72,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-12-23,37.03,37.03,37.03,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-12-30,38.06,38.06,38.06,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-01-06,39.39,39.39,39.39,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-01-13,39.79,39.79,39.79,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2019-01-20,40.06,40.06,40.06,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-01-27,40.23,40.23,40.23,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2019-02-03,39.7,39.7,39.7,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-02-10,40.21,40.21,40.21,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-02-17,41.02,41.02,41.02,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-02-24,41.9,41.9,41.9,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2019-03-03,40.49,40.49,40.49,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-03-10,42.2,42.2,42.2,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-03-17,41.46,41.46,41.46,0.0,0.0,41.51,41.51,41.51,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2019-03-24,41.53,41.53,41.53,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2019-03-31,42.9,42.9,42.9,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2019-04-07,43.08,43.08,43.08,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-04-14,43.55,43.55,43.55,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2019-04-21,42.56,42.56,42.56,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-04-28,43.4,43.4,43.4,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-05-05,42.66,42.66,42.66,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-05-12,42.23,42.23,42.23,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-05-19,41.89,41.89,41.89,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-05-26,41.0,41.0,41.0,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-06-02,42.17,42.17,42.17,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-06-09,41.91,41.91,41.91,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-06-16,41.8,41.8,41.8,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-06-23,41.6,41.6,41.6,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-06-30,42.2,42.2,42.2,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-07-07,42.28,42.28,42.28,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-07-14,41.97,41.97,41.97,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-07-21,42.24,42.24,42.24,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-07-28,39.89,39.89,39.89,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.67,39.67,39.67,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-08-04,39.88,39.88,39.88,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.81,39.81,39.81,0.0,0.0,40.06,40.06,40.06,0.0,0.0
2019-08-11,38.92,38.92,38.92,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-08-18,39.18,39.18,39.18,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-08-25,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-09-01,40.88,40.88,40.88,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-09-08,41.68,41.68,41.68,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-09-15,40.93,40.93,40.93,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-09-22,40.78,40.78,40.78,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-09-29,40.5,40.5,40.5,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-10-06,41.86,41.86,41.86,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-10-13,42.82,42.82,42.82,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-10-20,42.96,42.96,42.96,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-10-27,43.61,43.61,43.61,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-11-03,43.71,43.71,43.71,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-11-10,44.37,44.37,44.37,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-11-17,43.88,43.88,43.88,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-11-24,45.01,45.01,45.01,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-12-01,45.61,45.61,45.61,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-12-08,46.67,46.67,46.67,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-12-15,45.7,45.7,45.7,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2019-12-22,46.48,46.48,46.48,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2019-12-29,46.12,46.12,46.12,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.21,46.21,46.21,0.0,0.0
