Date,WisdomTree Global High Dividend_Open_average,WisdomTree Global High Dividend_Open_max,WisdomTree Global High Dividend_Open_volatility,WisdomTree Global High Dividend_Open_change,WisdomTree Global High Dividend_High_average,WisdomTree Global High Dividend_High_max,WisdomTree Global High Dividend_High_volatility,WisdomTree Global High Dividend_High_change,WisdomTree Global High Dividend_Low_average,WisdomTree Global High Dividend_Low_max,WisdomTree Global High Dividend_Low_volatility,WisdomTree Global High Dividend_Low_change,WisdomTree Global High Dividend_Close_average,WisdomTree Global High Dividend_Close_max,WisdomTree Global High Dividend_Close_volatility,WisdomTree Global High Dividend_Close_change
2017-09-17,47.37,47.37,0.0,0.0,47.5,47.5,0.0,0.0,47.36,47.36,0.0,0.0,47.38,47.38,0.0,0.0
2017-09-24,47.15,47.15,0.0,0.0,47.19,47.19,0.0,0.0,47.04,47.04,0.0,0.0,47.06,47.06,0.0,0.0
2017-10-01,47.29,47.29,0.0,0.0,47.3,47.3,0.0,0.0,47.22,47.22,0.0,0.0,47.26,47.26,0.0,0.0
2017-10-08,47.7,47.7,0.0,0.0,47.74,47.74,0.0,0.0,47.62,47.62,0.0,0.0,47.73,47.73,0.0,0.0
2017-10-15,47.56,47.56,0.0,0.0,47.56,47.56,0.0,0.0,47.43,47.43,0.0,0.0,47.44,47.44,0.0,0.0
2017-10-22,47.02,47.02,0.0,0.0,47.04,47.04,0.0,0.0,46.86,46.86,0.0,0.0,46.94,46.94,0.0,0.0
2017-10-29,47.16,47.16,0.0,0.0,47.2,47.2,0.0,0.0,47.16,47.16,0.0,0.0,47.18,47.18,0.0,0.0
2017-11-05,47.02,47.02,0.0,0.0,47.11,47.11,0.0,0.0,46.97,46.97,0.0,0.0,47.06,47.06,0.0,0.0
2017-11-12,46.92,46.92,0.0,0.0,47.02,47.02,0.0,0.0,46.92,46.92,0.0,0.0,46.97,46.97,0.0,0.0
2017-11-19,47.44,47.44,0.0,0.0,47.45,47.45,0.0,0.0,47.36,47.36,0.0,0.0,47.38,47.38,0.0,0.0
2017-11-26,48.06,48.06,0.0,0.0,48.25,48.25,0.0,0.0,48.06,48.06,0.0,0.0,48.08,48.08,0.0,0.0
2017-12-03,48.02,48.02,0.0,0.0,48.08,48.08,0.0,0.0,48.01,48.01,0.0,0.0,48.05,48.05,0.0,0.0
2017-12-10,48.54,48.54,0.0,0.0,48.77,48.77,0.0,0.0,48.54,48.54,0.0,0.0,48.67,48.67,0.0,0.0
2017-12-17,48.61,48.61,0.0,0.0,48.65,48.65,0.0,0.0,48.57,48.57,0.0,0.0,48.65,48.65,0.0,0.0
2017-12-24,48.75,48.75,0.0,0.0,48.75,48.75,0.0,0.0,48.51,48.51,0.0,0.0,48.51,48.51,0.0,0.0
2017-12-31,49.28,49.28,0.0,0.0,49.34,49.34,0.0,0.0,49.15,49.15,0.0,0.0,49.34,49.34,0.0,0.0
2018-01-07,49.57,49.57,0.0,0.0,49.71,49.71,0.0,0.0,49.56,49.56,0.0,0.0,49.7,49.7,0.0,0.0
2018-01-14,50.14,50.14,0.0,0.0,50.46,50.46,0.0,0.0,50.14,50.14,0.0,0.0,50.46,50.46,0.0,0.0
2018-01-21,50.88,50.88,0.0,0.0,50.88,50.88,0.0,0.0,50.67,50.67,0.0,0.0,50.7,50.7,0.0,0.0
2018-01-28,48.72,48.72,0.0,0.0,48.72,48.72,0.0,0.0,47.02,47.02,0.0,0.0,47.14,47.14,0.0,0.0
2018-02-04,46.77,46.77,0.0,0.0,47.11,47.11,0.0,0.0,46.77,46.77,0.0,0.0,47.11,47.11,0.0,0.0
2018-02-11,48.14,48.14,0.0,0.0,48.43,48.43,0.0,0.0,48.1,48.1,0.0,0.0,48.22,48.22,0.0,0.0
2018-02-18,48.2,48.2,0.0,0.0,48.48,48.48,0.0,0.0,48.12,48.12,0.0,0.0,48.48,48.48,0.0,0.0
2018-02-25,46.74,46.74,0.0,0.0,47.3,47.3,0.0,0.0,46.74,46.74,0.0,0.0,47.27,47.27,0.0,0.0
2018-03-04,47.99,47.99,0.0,0.0,48.02,48.02,0.0,0.0,47.89,47.89,0.0,0.0,47.98,47.98,0.0,0.0
2018-03-11,47.49,47.49,0.0,0.0,47.49,47.49,0.0,0.0,47.02,47.02,0.0,0.0,47.05,47.05,0.0,0.0
2018-03-18,46.09,46.09,0.0,0.0,46.26,46.26,0.0,0.0,45.69,45.69,0.0,0.0,46.26,46.26,0.0,0.0
2018-03-25,46.28,46.28,0.0,0.0,46.41,46.41,0.0,0.0,45.5,45.5,0.0,0.0,45.74,45.74,0.0,0.0
2018-04-01,46.54,46.54,0.0,0.0,46.86,46.86,0.0,0.0,46.36,46.36,0.0,0.0,46.36,46.36,0.0,0.0
2018-04-08,47.32,47.32,0.0,0.0,47.33,47.33,0.0,0.0,47.15,47.15,0.0,0.0,47.31,47.31,0.0,0.0
2018-04-15,46.93,46.93,0.0,0.0,47.02,47.02,0.0,0.0,46.81,46.81,0.0,0.0,46.81,46.81,0.0,0.0
2018-04-22,47.29,47.29,0.0,0.0,47.29,47.29,0.0,0.0,46.93,46.93,0.0,0.0,46.93,46.93,0.0,0.0
2018-04-29,46.89,46.89,0.0,0.0,46.9,46.9,0.0,0.0,46.86,46.86,0.0,0.0,46.88,46.88,0.0,0.0
2018-05-06,47.57,47.57,0.0,0.0,47.66,47.66,0.0,0.0,47.51,47.51,0.0,0.0,47.51,47.51,0.0,0.0
2018-05-13,47.26,47.26,0.0,0.0,47.39,47.39,0.0,0.0,47.26,47.26,0.0,0.0,47.32,47.32,0.0,0.0
2018-05-20,46.72,46.72,0.0,0.0,46.79,46.79,0.0,0.0,46.63,46.63,0.0,0.0,46.7,46.7,0.0,0.0
2018-05-27,47.07,47.07,0.0,0.0,47.18,47.18,0.0,0.0,47.02,47.02,0.0,0.0,47.03,47.03,0.0,0.0
2018-06-03,47.47,47.47,0.0,0.0,47.55,47.55,0.0,0.0,47.37,47.37,0.0,0.0,47.53,47.53,0.0,0.0
2018-06-10,46.39,46.39,0.0,0.0,46.55,46.55,0.0,0.0,46.39,46.39,0.0,0.0,46.55,46.55,0.0,0.0
2018-06-17,45.62,45.62,0.0,0.0,45.62,45.62,0.0,0.0,45.35,45.35,0.0,0.0,45.47,45.47,0.0,0.0
2018-06-24,45.31,45.31,0.0,0.0,45.34,45.34,0.0,0.0,45.28,45.28,0.0,0.0,45.32,45.32,0.0,0.0
2018-07-01,46.53,46.53,0.0,0.0,46.62,46.62,0.0,0.0,46.53,46.53,0.0,0.0,46.56,46.56,0.0,0.0
2018-07-08,46.19,46.19,0.0,0.0,46.29,46.29,0.0,0.0,46.19,46.19,0.0,0.0,46.28,46.28,0.0,0.0
2018-07-15,46.14,46.14,0.0,0.0,46.22,46.22,0.0,0.0,46.13,46.13,0.0,0.0,46.22,46.22,0.0,0.0
2018-07-22,46.87,46.87,0.0,0.0,46.97,46.97,0.0,0.0,46.87,46.87,0.0,0.0,46.94,46.94,0.0,0.0
2018-07-29,46.91,46.91,0.0,0.0,47.01,47.01,0.0,0.0,46.85,46.85,0.0,0.0,46.99,46.99,0.0,0.0
2018-08-05,46.37,46.37,0.0,0.0,46.39,46.39,0.0,0.0,46.14,46.14,0.0,0.0,46.14,46.14,0.0,0.0
2018-08-12,46.75,46.75,0.0,0.0,46.83,46.83,0.0,0.0,46.75,46.75,0.0,0.0,46.77,46.77,0.0,0.0
2018-08-19,47.23,47.23,0.0,0.0,47.28,47.28,0.0,0.0,47.22,47.22,0.0,0.0,47.27,47.27,0.0,0.0
2018-08-26,46.73,46.73,0.0,0.0,46.84,46.84,0.0,0.0,46.61,46.61,0.0,0.0,46.72,46.72,0.0,0.0
2018-09-02,46.42,46.42,0.0,0.0,46.43,46.43,0.0,0.0,46.34,46.34,0.0,0.0,46.34,46.34,0.0,0.0
2018-09-09,46.9,46.9,0.0,0.0,47.03,47.03,0.0,0.0,46.85,46.85,0.0,0.0,46.85,46.85,0.0,0.0
2018-09-16,47.57,47.57,0.0,0.0,47.57,47.57,0.0,0.0,47.31,47.31,0.0,0.0,47.33,47.33,0.0,0.0
2018-09-23,46.81,46.81,0.0,0.0,46.83,46.83,0.0,0.0,46.66,46.66,0.0,0.0,46.73,46.73,0.0,0.0
2018-09-30,46.22,46.22,0.0,0.0,46.46,46.46,0.0,0.0,46.16,46.16,0.0,0.0,46.46,46.46,0.0,0.0
2018-10-07,44.6,44.6,0.0,0.0,45.06,45.06,0.0,0.0,44.6,44.6,0.0,0.0,44.75,44.75,0.0,0.0
2018-10-14,44.85,44.85,0.0,0.0,44.97,44.97,0.0,0.0,44.82,44.82,0.0,0.0,44.9,44.9,0.0,0.0
2018-10-21,44.01,44.01,0.0,0.0,44.35,44.35,0.0,0.0,43.43,43.43,0.0,0.0,43.61,43.61,0.0,0.0
2018-10-28,44.94,44.94,0.0,0.0,45.18,45.18,0.0,0.0,44.94,44.94,0.0,0.0,45.09,45.09,0.0,0.0
2018-11-04,45.11,45.11,0.0,0.0,45.12,45.12,0.0,0.0,44.77,44.77,0.0,0.0,44.77,44.77,0.0,0.0
2018-11-11,45.0,45.0,0.0,0.0,45.12,45.12,0.0,0.0,44.86,44.86,0.0,0.0,44.95,44.95,0.0,0.0
2018-11-18,44.44,44.44,0.0,0.0,44.66,44.66,0.0,0.0,44.44,44.44,0.0,0.0,44.61,44.61,0.0,0.0
2018-11-25,45.68,45.68,0.0,0.0,45.71,45.71,0.0,0.0,45.57,45.57,0.0,0.0,45.71,45.71,0.0,0.0
2018-12-02,43.66,43.66,0.0,0.0,43.86,43.86,0.0,0.0,43.24,43.24,0.0,0.0,43.86,43.86,0.0,0.0
2018-12-09,43.8,43.8,0.0,0.0,43.8,43.8,0.0,0.0,42.91,42.91,0.0,0.0,43.03,43.03,0.0,0.0
2018-12-16,40.93,40.93,0.0,0.0,41.14,41.14,0.0,0.0,40.24,40.24,0.0,0.0,40.24,40.24,0.0,0.0
2018-12-23,42.17,42.17,0.0,0.0,42.17,42.17,0.0,0.0,41.6,41.6,0.0,0.0,41.74,41.74,0.0,0.0
2018-12-30,42.59,42.59,0.0,0.0,42.9,42.9,0.0,0.0,42.59,42.59,0.0,0.0,42.76,42.76,0.0,0.0
2019-01-06,43.34,43.34,0.0,0.0,43.39,43.39,0.0,0.0,43.28,43.28,0.0,0.0,43.35,43.35,0.0,0.0
2019-01-13,44.03,44.03,0.0,0.0,44.24,44.24,0.0,0.0,44.03,44.03,0.0,0.0,44.19,44.19,0.0,0.0
2019-01-20,43.89,43.89,0.0,0.0,44.01,44.01,0.0,0.0,43.8,43.8,0.0,0.0,43.96,43.96,0.0,0.0
2019-01-27,44.62,44.62,0.0,0.0,44.96,44.96,0.0,0.0,44.62,44.62,0.0,0.0,44.96,44.96,0.0,0.0
2019-02-03,44.64,44.64,0.0,0.0,44.69,44.69,0.0,0.0,44.58,44.58,0.0,0.0,44.67,44.67,0.0,0.0
2019-02-10,45.28,45.28,0.0,0.0,45.49,45.49,0.0,0.0,45.26,45.26,0.0,0.0,45.49,45.49,0.0,0.0
2019-02-17,46.15,46.15,0.0,0.0,46.15,46.15,0.0,0.0,45.87,45.87,0.0,0.0,45.92,45.92,0.0,0.0
2019-02-24,46.1,46.1,0.0,0.0,46.1,46.1,0.0,0.0,45.65,45.65,0.0,0.0,45.87,45.87,0.0,0.0
2019-03-03,45.47,45.47,0.0,0.0,45.79,45.79,0.0,0.0,45.47,45.47,0.0,0.0,45.79,45.79,0.0,0.0
2019-03-10,46.46,46.46,0.0,0.0,46.64,46.64,0.0,0.0,46.46,46.46,0.0,0.0,46.64,46.64,0.0,0.0
2019-03-17,46.07,46.07,0.0,0.0,46.19,46.19,0.0,0.0,45.97,45.97,0.0,0.0,46.14,46.14,0.0,0.0
2019-03-24,46.53,46.53,0.0,0.0,46.58,46.58,0.0,0.0,46.33,46.33,0.0,0.0,46.58,46.58,0.0,0.0
2019-03-31,46.77,46.77,0.0,0.0,46.89,46.89,0.0,0.0,46.77,46.77,0.0,0.0,46.86,46.86,0.0,0.0
2019-04-07,46.99,46.99,0.0,0.0,46.99,46.99,0.0,0.0,46.82,46.82,0.0,0.0,46.93,46.93,0.0,0.0
2019-04-14,46.8,46.8,0.0,0.0,46.86,46.86,0.0,0.0,46.75,46.75,0.0,0.0,46.86,46.86,0.0,0.0
2019-04-21,46.59,46.59,0.0,0.0,46.69,46.69,0.0,0.0,46.59,46.59,0.0,0.0,46.63,46.63,0.0,0.0
2019-04-28,46.22,46.22,0.0,0.0,46.55,46.55,0.0,0.0,46.22,46.22,0.0,0.0,46.55,46.55,0.0,0.0
2019-05-05,45.21,45.21,0.0,0.0,45.32,45.32,0.0,0.0,45.08,45.08,0.0,0.0,45.25,45.25,0.0,0.0
2019-05-12,45.74,45.74,0.0,0.0,45.76,45.76,0.0,0.0,45.63,45.63,0.0,0.0,45.63,45.63,0.0,0.0
2019-05-19,45.53,45.53,0.0,0.0,45.54,45.54,0.0,0.0,45.42,45.42,0.0,0.0,45.54,45.54,0.0,0.0
2019-05-26,44.41,44.41,0.0,0.0,44.74,44.74,0.0,0.0,44.41,44.41,0.0,0.0,44.72,44.72,0.0,0.0
2019-06-02,46.15,46.15,0.0,0.0,46.23,46.23,0.0,0.0,46.08,46.08,0.0,0.0,46.08,46.08,0.0,0.0
2019-06-09,46.16,46.16,0.0,0.0,46.16,46.16,0.0,0.0,46.05,46.05,0.0,0.0,46.05,46.05,0.0,0.0
2019-06-16,46.61,46.61,0.0,0.0,46.61,46.61,0.0,0.0,46.46,46.46,0.0,0.0,46.5,46.5,0.0,0.0
2019-06-23,46.86,46.86,0.0,0.0,46.86,46.86,0.0,0.0,46.41,46.41,0.0,0.0,46.56,46.56,0.0,0.0
2019-06-30,46.72,46.72,0.0,0.0,46.76,46.76,0.0,0.0,46.64,46.64,0.0,0.0,46.68,46.68,0.0,0.0
2019-07-07,46.82,46.82,0.0,0.0,46.85,46.85,0.0,0.0,46.77,46.77,0.0,0.0,46.78,46.78,0.0,0.0
2019-07-14,46.37,46.37,0.0,0.0,46.47,46.47,0.0,0.0,46.37,46.37,0.0,0.0,46.41,46.41,0.0,0.0
2019-07-21,46.62,46.62,0.0,0.0,46.69,46.69,0.0,0.0,46.62,46.62,0.0,0.0,46.65,46.65,0.0,0.0
2019-07-28,44.58,44.58,0.0,0.0,44.7,44.7,0.0,0.0,44.11,44.11,0.0,0.0,44.45,44.45,0.0,0.0
2019-08-04,44.62,44.62,0.0,0.0,44.64,44.64,0.0,0.0,44.41,44.41,0.0,0.0,44.43,44.43,0.0,0.0
