Date,ProShares Ultra Financials_Open_average,ProShares Ultra Financials_Open_max,ProShares Ultra Financials_Open_min,ProShares Ultra Financials_Open_volatility,ProShares Ultra Financials_Open_change,ProShares Ultra Financials_High_average,ProShares Ultra Financials_High_max,ProShares Ultra Financials_High_min,ProShares Ultra Financials_High_volatility,ProShares Ultra Financials_High_change,ProShares Ultra Financials_Low_average,ProShares Ultra Financials_Low_max,ProShares Ultra Financials_Low_min,ProShares Ultra Financials_Low_volatility,ProShares Ultra Financials_Low_change,ProShares Ultra Financials_Close_average,ProShares Ultra Financials_Close_max,ProShares Ultra Financials_Close_min,ProShares Ultra Financials_Close_volatility,ProShares Ultra Financials_Close_change
2018-04-01,40.62,40.62,40.62,0.0,0.0,41.33,41.33,41.33,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2018-04-08,41.77,41.77,41.77,0.0,0.0,41.84,41.84,41.84,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-04-15,41.58,41.58,41.58,0.0,0.0,41.74,41.74,41.74,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2018-04-22,41.09,41.09,41.09,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-04-29,39.39,39.39,39.39,0.0,0.0,41.2,41.2,41.2,0.0,0.0,39.39,39.39,39.39,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-05-06,43.19,43.19,43.19,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-05-13,42.51,42.51,42.51,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2018-05-20,42.36,42.36,42.36,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2018-05-27,41.88,41.88,41.88,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2018-06-03,43.15,43.15,43.15,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2018-06-10,42.0,42.0,42.0,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.57,41.57,41.57,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2018-06-17,42.17,42.17,42.17,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2018-06-24,41.38,41.38,41.38,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2018-07-01,40.47,40.47,40.47,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.41,40.41,40.41,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-07-08,41.87,41.87,41.87,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-07-15,42.7,42.7,42.7,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-07-22,44.1,44.1,44.1,0.0,0.0,44.36,44.36,44.36,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-07-29,43.7,43.7,43.7,0.0,0.0,44.21,44.21,44.21,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-08-05,43.72,43.72,43.72,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2018-08-12,44.01,44.01,44.01,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2018-08-19,44.65,44.65,44.65,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-08-26,45.0,45.0,45.0,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-09-02,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-09-09,44.62,44.62,44.62,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2018-09-16,46.71,46.71,46.71,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2018-09-23,43.38,43.38,43.38,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2018-09-30,43.73,43.73,43.73,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2018-10-07,39.94,39.94,39.94,0.0,0.0,40.07,40.07,40.07,0.0,0.0,37.99,37.99,37.99,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2018-10-14,39.43,39.43,39.43,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-10-21,36.9,36.9,36.9,0.0,0.0,37.23,37.23,37.23,0.0,0.0,35.78,35.78,35.78,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-10-28,39.54,39.54,39.54,0.0,0.0,39.86,39.86,39.86,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-11-04,41.39,41.39,41.39,0.0,0.0,41.65,41.65,41.65,0.0,0.0,40.79,40.79,40.79,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-11-11,39.8,39.8,39.8,0.0,0.0,40.47,40.47,40.47,0.0,0.0,39.6,39.6,39.6,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-11-18,38.19,38.19,38.19,0.0,0.0,38.52,38.52,38.52,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-11-25,40.17,40.17,40.17,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2018-12-02,38.01,38.01,38.01,0.0,0.0,38.8,38.8,38.8,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2018-12-09,34.68,34.68,34.68,0.0,0.0,35.42,35.42,35.42,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-12-16,31.79,31.79,31.79,0.0,0.0,32.91,32.91,32.91,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-12-23,32.17,32.17,32.17,0.0,0.0,32.88,32.88,32.88,0.0,0.0,31.82,31.82,31.82,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-12-30,32.59,32.59,32.59,0.0,0.0,33.65,33.65,33.65,0.0,0.0,32.31,32.31,32.31,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-01-06,34.44,34.44,34.44,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-01-13,37.63,37.63,37.63,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.22,37.22,37.22,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-01-20,38.01,38.01,38.01,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-01-27,38.98,38.98,38.98,0.0,0.0,39.27,39.27,39.27,0.0,0.0,38.8,38.8,38.8,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-02-03,38.6,38.6,38.6,0.0,0.0,38.71,38.71,38.71,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-02-10,39.88,39.88,39.88,0.0,0.0,40.62,40.62,40.62,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-02-17,40.62,40.62,40.62,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2019-02-24,41.39,41.39,41.39,0.0,0.0,41.63,41.63,41.63,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2019-03-03,38.8,38.8,38.8,0.0,0.0,39.44,39.44,39.44,0.0,0.0,38.49,38.49,38.49,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-03-10,41.44,41.44,41.44,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-03-17,39.81,39.81,39.81,0.0,0.0,40.21,40.21,40.21,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-03-24,40.46,40.46,40.46,0.0,0.0,40.46,40.46,40.46,0.0,0.0,39.8,39.8,39.8,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-03-31,41.99,41.99,41.99,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-04-07,43.0,43.0,43.0,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.7,42.7,42.7,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2019-04-14,43.42,43.42,43.42,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-04-21,43.65,43.65,43.65,0.0,0.0,44.51,44.51,44.51,0.0,0.0,43.65,43.65,43.65,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-04-28,45.19,45.19,45.19,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-05-05,42.85,42.85,42.85,0.0,0.0,44.07,44.07,44.07,0.0,0.0,42.4,42.4,42.4,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-05-12,42.79,42.79,42.79,0.0,0.0,43.62,43.62,43.62,0.0,0.0,42.77,42.77,42.77,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-05-19,42.52,42.52,42.52,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-05-26,40.52,40.52,40.52,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-06-02,43.82,43.82,43.82,0.0,0.0,44.28,44.28,44.28,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2019-06-09,44.08,44.08,44.08,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-06-16,44.96,44.96,44.96,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-06-23,44.75,44.75,44.75,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-06-30,46.7,46.7,46.7,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-07-07,47.17,47.17,47.17,0.0,0.0,47.39,47.39,47.39,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-07-14,46.77,46.77,46.77,0.0,0.0,46.8,46.8,46.8,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2019-07-21,47.36,47.36,47.36,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.35,47.35,47.35,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-07-28,45.23,45.23,45.23,0.0,0.0,45.82,45.82,45.82,0.0,0.0,44.46,44.46,44.46,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-08-04,44.7,44.7,44.7,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-08-11,42.76,42.76,42.76,0.0,0.0,43.72,43.72,43.72,0.0,0.0,42.76,42.76,42.76,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-08-18,43.75,43.75,43.75,0.0,0.0,44.35,44.35,44.35,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-08-25,44.7,44.7,44.7,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-09-01,46.11,46.11,46.11,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-09-08,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2019-09-15,47.81,47.81,47.81,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-09-22,47.51,47.51,47.51,0.0,0.0,47.66,47.66,47.66,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2019-09-29,44.5,44.5,44.5,0.0,0.0,45.72,45.72,45.72,0.0,0.0,44.45,44.45,44.45,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-10-06,46.18,46.18,46.18,0.0,0.0,46.99,46.99,46.99,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-10-13,46.82,46.82,46.82,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.82,46.82,46.82,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2019-10-20,47.87,47.87,47.87,0.0,0.0,48.44,48.44,48.44,0.0,0.0,47.87,47.87,47.87,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-10-27,49.18,49.18,49.18,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2019-11-03,50.3,50.3,50.3,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-11-10,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-11-17,50.46,50.46,50.46,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-11-24,51.95,51.95,51.95,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-12-01,52.0,52.0,52.0,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-12-08,52.73,52.73,52.73,0.0,0.0,52.92,52.92,52.92,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-12-15,53.73,53.73,53.73,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2019-12-22,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-12-29,52.85,52.85,52.85,0.0,0.0,53.8,53.8,53.8,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.46,53.46,53.46,0.0,0.0
