Date,iShares 1-3 Year International Treasury Bond_Open_average,iShares 1-3 Year International Treasury Bond_Open_max,iShares 1-3 Year International Treasury Bond_Open_volatility,iShares 1-3 Year International Treasury Bond_Open_change,iShares 1-3 Year International Treasury Bond_High_average,iShares 1-3 Year International Treasury Bond_High_max,iShares 1-3 Year International Treasury Bond_High_volatility,iShares 1-3 Year International Treasury Bond_High_change,iShares 1-3 Year International Treasury Bond_Low_average,iShares 1-3 Year International Treasury Bond_Low_max,iShares 1-3 Year International Treasury Bond_Low_volatility,iShares 1-3 Year International Treasury Bond_Low_change,iShares 1-3 Year International Treasury Bond_Close_average,iShares 1-3 Year International Treasury Bond_Close_max,iShares 1-3 Year International Treasury Bond_Close_volatility,iShares 1-3 Year International Treasury Bond_Close_change
2016-07-17,80.61,80.61,0.0,0.0,80.96,80.96,0.0,0.0,80.61,80.61,0.0,0.0,80.92,80.92,0.0,0.0
2016-07-24,82.82,82.82,0.0,0.0,82.82,82.82,0.0,0.0,82.35,82.35,0.0,0.0,82.37,82.37,0.0,0.0
2016-07-31,82.14,82.14,0.0,0.0,82.21,82.21,0.0,0.0,81.76,81.76,0.0,0.0,81.92,81.92,0.0,0.0
2016-08-07,82.82,82.82,0.0,0.0,82.82,82.82,0.0,0.0,82.71,82.71,0.0,0.0,82.71,82.71,0.0,0.0
2016-08-14,83.64,83.64,0.0,0.0,83.71,83.71,0.0,0.0,83.58,83.58,0.0,0.0,83.59,83.59,0.0,0.0
2016-08-21,82.59,82.59,0.0,0.0,82.97,82.97,0.0,0.0,82.57,82.57,0.0,0.0,82.8,82.8,0.0,0.0
2016-08-28,82.41,82.41,0.0,0.0,82.63,82.63,0.0,0.0,82.22,82.22,0.0,0.0,82.22,82.22,0.0,0.0
2016-09-04,82.58,82.58,0.0,0.0,83.02,83.02,0.0,0.0,82.58,82.58,0.0,0.0,83.02,83.02,0.0,0.0
2016-09-11,82.68,82.68,0.0,0.0,82.68,82.68,0.0,0.0,82.67,82.67,0.0,0.0,82.67,82.67,0.0,0.0
2016-09-18,83.13,83.13,0.0,0.0,83.32,83.32,0.0,0.0,83.12,83.12,0.0,0.0,83.25,83.25,0.0,0.0
2016-09-25,83.38,83.38,0.0,0.0,83.38,83.38,0.0,0.0,82.81,82.81,0.0,0.0,82.86,82.86,0.0,0.0
2016-10-02,82.41,82.41,0.0,0.0,82.41,82.41,0.0,0.0,81.86,81.86,0.0,0.0,81.86,81.86,0.0,0.0
2016-10-09,81.21,81.21,0.0,0.0,81.21,81.21,0.0,0.0,81.1,81.1,0.0,0.0,81.14,81.14,0.0,0.0
2016-10-16,80.62,80.62,0.0,0.0,81.07,81.07,0.0,0.0,80.54,80.54,0.0,0.0,80.59,80.59,0.0,0.0
2016-10-23,80.61,80.61,0.0,0.0,80.75,80.75,0.0,0.0,80.41,80.41,0.0,0.0,80.69,80.69,0.0,0.0
2016-10-30,81.75,81.75,0.0,0.0,81.75,81.75,0.0,0.0,81.15,81.15,0.0,0.0,81.2,81.2,0.0,0.0
2016-11-06,79.4,79.4,0.0,0.0,79.4,79.4,0.0,0.0,78.7,78.7,0.0,0.0,78.79,78.79,0.0,0.0
2016-11-13,77.99,77.99,0.0,0.0,77.99,77.99,0.0,0.0,77.69,77.69,0.0,0.0,77.84,77.84,0.0,0.0
2016-11-20,77.64,77.64,0.0,0.0,77.74,77.74,0.0,0.0,77.6,77.6,0.0,0.0,77.74,77.74,0.0,0.0
2016-11-27,78.38,78.38,0.0,0.0,78.45,78.45,0.0,0.0,77.97,77.97,0.0,0.0,78.45,78.45,0.0,0.0
2016-12-04,77.6,77.6,0.0,0.0,77.81,77.81,0.0,0.0,77.6,77.6,0.0,0.0,77.81,77.81,0.0,0.0
2016-12-11,76.24,76.24,0.0,0.0,76.46,76.46,0.0,0.0,75.94,75.94,0.0,0.0,75.96,75.96,0.0,0.0
2016-12-18,76.13,76.13,0.0,0.0,76.13,76.13,0.0,0.0,76.13,76.13,0.0,0.0,76.13,76.13,0.0,0.0
2016-12-25,76.79,76.79,0.0,0.0,77.25,77.25,0.0,0.0,76.26,76.26,0.0,0.0,76.26,76.26,0.0,0.0
2017-01-01,76.81,76.81,0.0,0.0,77.08,77.08,0.0,0.0,76.78,76.78,0.0,0.0,77.08,77.08,0.0,0.0
2017-01-08,77.71,77.71,0.0,0.0,77.87,77.87,0.0,0.0,77.45,77.45,0.0,0.0,77.8,77.8,0.0,0.0
2017-01-15,77.4,77.4,0.0,0.0,78.42,78.42,0.0,0.0,77.4,77.4,0.0,0.0,78.38,78.38,0.0,0.0
2017-01-22,78.03,78.03,0.0,0.0,78.23,78.23,0.0,0.0,78.02,78.02,0.0,0.0,78.07,78.07,0.0,0.0
2017-01-29,78.62,78.62,0.0,0.0,78.73,78.73,0.0,0.0,78.33,78.33,0.0,0.0,78.5,78.5,0.0,0.0
2017-02-05,78.13,78.13,0.0,0.0,78.13,78.13,0.0,0.0,77.5,77.5,0.0,0.0,77.5,77.5,0.0,0.0
2017-02-12,78.38,78.38,0.0,0.0,78.38,78.38,0.0,0.0,78.09,78.09,0.0,0.0,78.11,78.11,0.0,0.0
2017-02-19,78.28,78.28,0.0,0.0,78.4,78.4,0.0,0.0,77.84,77.84,0.0,0.0,78.15,78.15,0.0,0.0
2017-02-26,77.53,77.53,0.0,0.0,77.78,77.78,0.0,0.0,77.45,77.45,0.0,0.0,77.46,77.46,0.0,0.0
2017-03-05,77.64,77.64,0.0,0.0,77.73,77.73,0.0,0.0,77.56,77.56,0.0,0.0,77.56,77.56,0.0,0.0
2017-03-12,78.46,78.46,0.0,0.0,78.54,78.54,0.0,0.0,78.19,78.19,0.0,0.0,78.53,78.53,0.0,0.0
2017-03-19,79.57,79.57,0.0,0.0,79.74,79.74,0.0,0.0,79.47,79.47,0.0,0.0,79.68,79.68,0.0,0.0
2017-03-26,78.34,78.34,0.0,0.0,78.47,78.47,0.0,0.0,78.29,78.29,0.0,0.0,78.36,78.36,0.0,0.0
2017-04-02,78.11,78.11,0.0,0.0,78.11,78.11,0.0,0.0,78.11,78.11,0.0,0.0,78.11,78.11,0.0,0.0
2017-04-09,78.74,78.74,0.0,0.0,79.03,79.03,0.0,0.0,78.74,78.74,0.0,0.0,78.83,78.83,0.0,0.0
2017-04-16,78.93,78.93,0.0,0.0,79.18,79.18,0.0,0.0,78.93,78.93,0.0,0.0,78.99,78.99,0.0,0.0
2017-04-23,79.48,79.48,0.0,0.0,79.66,79.66,0.0,0.0,79.28,79.28,0.0,0.0,79.28,79.28,0.0,0.0
2017-04-30,79.46,79.46,0.0,0.0,79.46,79.46,0.0,0.0,79.43,79.43,0.0,0.0,79.43,79.43,0.0,0.0
2017-05-07,79.03,79.03,0.0,0.0,79.13,79.13,0.0,0.0,79.03,79.03,0.0,0.0,79.11,79.11,0.0,0.0
2017-05-14,80.85,80.85,0.0,0.0,81.1,81.1,0.0,0.0,80.83,80.83,0.0,0.0,80.98,80.98,0.0,0.0
2017-05-21,80.65,80.65,0.0,0.0,80.94,80.94,0.0,0.0,80.46,80.46,0.0,0.0,80.51,80.51,0.0,0.0
2017-05-28,81.43,81.43,0.0,0.0,81.44,81.44,0.0,0.0,80.99,80.99,0.0,0.0,81.27,81.27,0.0,0.0
2017-06-04,81.08,81.08,0.0,0.0,81.08,81.08,0.0,0.0,80.99,80.99,0.0,0.0,80.99,80.99,0.0,0.0
2017-06-11,80.83,80.83,0.0,0.0,80.83,80.83,0.0,0.0,80.83,80.83,0.0,0.0,80.83,80.83,0.0,0.0
2017-06-18,80.6,80.6,0.0,0.0,80.6,80.6,0.0,0.0,80.6,80.6,0.0,0.0,80.6,80.6,0.0,0.0
2017-06-25,81.49,81.49,0.0,0.0,81.7,81.7,0.0,0.0,81.33,81.33,0.0,0.0,81.66,81.66,0.0,0.0
2017-07-02,81.36,81.36,0.0,0.0,81.6,81.6,0.0,0.0,81.21,81.21,0.0,0.0,81.6,81.6,0.0,0.0
2017-07-09,82.0,82.0,0.0,0.0,82.44,82.44,0.0,0.0,82.0,82.0,0.0,0.0,82.44,82.44,0.0,0.0
2017-07-16,83.5,83.5,0.0,0.0,83.5,83.5,0.0,0.0,83.5,83.5,0.0,0.0,83.5,83.5,0.0,0.0
2017-07-23,84.12,84.12,0.0,0.0,84.56,84.56,0.0,0.0,84.12,84.12,0.0,0.0,84.56,84.56,0.0,0.0
2017-07-30,84.18,84.18,0.0,0.0,84.18,84.18,0.0,0.0,84.18,84.18,0.0,0.0,84.18,84.18,0.0,0.0
2017-08-06,84.28,84.28,0.0,0.0,84.48,84.48,0.0,0.0,84.13,84.13,0.0,0.0,84.23,84.23,0.0,0.0
2017-08-13,84.48,84.48,0.0,0.0,84.63,84.63,0.0,0.0,84.47,84.47,0.0,0.0,84.49,84.49,0.0,0.0
2017-08-20,84.99,84.99,0.0,0.0,85.23,85.23,0.0,0.0,84.99,84.99,0.0,0.0,85.22,85.22,0.0,0.0
2017-08-27,84.67,84.67,0.0,0.0,84.77,84.77,0.0,0.0,84.67,84.67,0.0,0.0,84.73,84.73,0.0,0.0
2017-09-03,85.53,85.53,0.0,0.0,85.53,85.53,0.0,0.0,85.28,85.28,0.0,0.0,85.28,85.28,0.0,0.0
2017-09-10,84.72,84.72,0.0,0.0,84.8,84.8,0.0,0.0,84.67,84.67,0.0,0.0,84.8,84.8,0.0,0.0
2017-09-17,84.37,84.37,0.0,0.0,84.37,84.37,0.0,0.0,84.34,84.34,0.0,0.0,84.34,84.34,0.0,0.0
2017-09-24,83.8,83.8,0.0,0.0,83.8,83.8,0.0,0.0,83.23,83.23,0.0,0.0,83.23,83.23,0.0,0.0
2017-10-01,83.45,83.45,0.0,0.0,83.45,83.45,0.0,0.0,83.45,83.45,0.0,0.0,83.45,83.45,0.0,0.0
2017-10-08,83.94,83.94,0.0,0.0,83.94,83.94,0.0,0.0,83.85,83.85,0.0,0.0,83.94,83.94,0.0,0.0
2017-10-15,83.28,83.28,0.0,0.0,83.34,83.34,0.0,0.0,83.24,83.24,0.0,0.0,83.34,83.34,0.0,0.0
2017-10-22,82.8,82.8,0.0,0.0,82.91,82.91,0.0,0.0,82.8,82.8,0.0,0.0,82.81,82.81,0.0,0.0
2017-10-29,82.18,82.18,0.0,0.0,82.7,82.7,0.0,0.0,82.18,82.18,0.0,0.0,82.7,82.7,0.0,0.0
2017-11-05,83.0,83.0,0.0,0.0,83.0,83.0,0.0,0.0,82.78,82.78,0.0,0.0,82.88,82.88,0.0,0.0
2017-11-12,83.39,83.39,0.0,0.0,83.39,83.39,0.0,0.0,83.12,83.12,0.0,0.0,83.18,83.18,0.0,0.0
2017-11-19,84.02,84.02,0.0,0.0,84.52,84.52,0.0,0.0,83.57,83.57,0.0,0.0,84.52,84.52,0.0,0.0
2017-11-26,83.89,83.89,0.0,0.0,83.89,83.89,0.0,0.0,83.72,83.72,0.0,0.0,83.84,83.84,0.0,0.0
2017-12-03,83.24,83.24,0.0,0.0,83.24,83.24,0.0,0.0,83.24,83.24,0.0,0.0,83.24,83.24,0.0,0.0
2017-12-10,83.62,83.62,0.0,0.0,83.67,83.67,0.0,0.0,83.47,83.47,0.0,0.0,83.47,83.47,0.0,0.0
2017-12-17,83.27,83.27,0.0,0.0,83.34,83.34,0.0,0.0,83.25,83.25,0.0,0.0,83.31,83.31,0.0,0.0
2017-12-24,84.09,84.09,0.0,0.0,84.24,84.24,0.0,0.0,84.09,84.09,0.0,0.0,84.19,84.19,0.0,0.0
2017-12-31,84.08,84.08,0.0,0.0,84.08,84.08,0.0,0.0,84.03,84.03,0.0,0.0,84.03,84.03,0.0,0.0
2018-01-07,85.09,85.09,0.0,0.0,85.43,85.43,0.0,0.0,85.08,85.08,0.0,0.0,85.43,85.43,0.0,0.0
2018-01-14,85.87,85.87,0.0,0.0,85.9,85.9,0.0,0.0,85.81,85.81,0.0,0.0,85.83,85.83,0.0,0.0
2018-01-21,87.04,87.04,0.0,0.0,87.04,87.04,0.0,0.0,87.04,87.04,0.0,0.0,87.04,87.04,0.0,0.0
2018-01-28,86.87,86.87,0.0,0.0,86.89,86.89,0.0,0.0,86.64,86.64,0.0,0.0,86.74,86.74,0.0,0.0
2018-02-04,86.2,86.2,0.0,0.0,86.46,86.46,0.0,0.0,86.0,86.0,0.0,0.0,86.46,86.46,0.0,0.0
2018-02-11,87.55,87.55,0.0,0.0,87.55,87.55,0.0,0.0,87.41,87.41,0.0,0.0,87.41,87.41,0.0,0.0
2018-02-18,86.61,86.61,0.0,0.0,86.73,86.73,0.0,0.0,86.53,86.53,0.0,0.0,86.64,86.64,0.0,0.0
2018-02-25,86.91,86.91,0.0,0.0,86.91,86.91,0.0,0.0,86.67,86.67,0.0,0.0,86.7,86.7,0.0,0.0
2018-03-04,86.55,86.55,0.0,0.0,86.75,86.75,0.0,0.0,86.55,86.55,0.0,0.0,86.71,86.71,0.0,0.0
2018-03-11,86.7,86.7,0.0,0.0,86.92,86.92,0.0,0.0,86.69,86.69,0.0,0.0,86.88,86.88,0.0,0.0
2018-03-18,87.4,87.4,0.0,0.0,87.67,87.67,0.0,0.0,87.36,87.36,0.0,0.0,87.53,87.53,0.0,0.0
2018-03-25,86.67,86.67,0.0,0.0,86.75,86.75,0.0,0.0,86.63,86.63,0.0,0.0,86.71,86.71,0.0,0.0
2018-04-01,86.54,86.54,0.0,0.0,86.74,86.74,0.0,0.0,86.47,86.47,0.0,0.0,86.72,86.72,0.0,0.0
2018-04-08,86.87,86.87,0.0,0.0,86.87,86.87,0.0,0.0,86.71,86.71,0.0,0.0,86.72,86.72,0.0,0.0
2018-04-15,85.8,85.8,0.0,0.0,85.8,85.8,0.0,0.0,85.52,85.52,0.0,0.0,85.52,85.52,0.0,0.0
2018-04-22,84.8,84.8,0.0,0.0,84.81,84.81,0.0,0.0,84.41,84.41,0.0,0.0,84.75,84.75,0.0,0.0
2018-04-29,84.01,84.01,0.0,0.0,84.33,84.33,0.0,0.0,83.98,83.98,0.0,0.0,84.27,84.27,0.0,0.0
2018-05-06,84.23,84.23,0.0,0.0,84.33,84.33,0.0,0.0,84.04,84.04,0.0,0.0,84.04,84.04,0.0,0.0
2018-05-13,82.97,82.97,0.0,0.0,83.09,83.09,0.0,0.0,82.95,82.95,0.0,0.0,83.03,83.03,0.0,0.0
2018-05-20,82.9,82.9,0.0,0.0,83.06,83.06,0.0,0.0,81.46,81.46,0.0,0.0,82.74,82.74,0.0,0.0
2018-05-27,82.75,82.75,0.0,0.0,82.9,82.9,0.0,0.0,82.75,82.75,0.0,0.0,82.9,82.9,0.0,0.0
2018-06-03,83.1,83.1,0.0,0.0,83.1,83.1,0.0,0.0,83.1,83.1,0.0,0.0,83.1,83.1,0.0,0.0
2018-06-10,82.19,82.19,0.0,0.0,82.2,82.2,0.0,0.0,82.19,82.19,0.0,0.0,82.2,82.2,0.0,0.0
2018-06-17,82.54,82.54,0.0,0.0,82.71,82.71,0.0,0.0,82.43,82.43,0.0,0.0,82.71,82.71,0.0,0.0
2018-06-24,82.05,82.05,0.0,0.0,82.05,82.05,0.0,0.0,81.92,81.92,0.0,0.0,81.92,81.92,0.0,0.0
2018-07-01,82.92,82.92,0.0,0.0,82.97,82.97,0.0,0.0,82.8,82.8,0.0,0.0,82.88,82.88,0.0,0.0
2018-07-08,82.33,82.33,0.0,0.0,82.37,82.37,0.0,0.0,82.28,82.28,0.0,0.0,82.37,82.37,0.0,0.0
2018-07-15,82.48,82.48,0.0,0.0,82.5,82.5,0.0,0.0,82.37,82.37,0.0,0.0,82.37,82.37,0.0,0.0
2018-07-22,82.41,82.41,0.0,0.0,82.57,82.57,0.0,0.0,82.41,82.41,0.0,0.0,82.45,82.45,0.0,0.0
2018-07-29,81.63,81.63,0.0,0.0,81.65,81.65,0.0,0.0,81.63,81.63,0.0,0.0,81.65,81.65,0.0,0.0
2018-08-05,81.07,81.07,0.0,0.0,81.2,81.2,0.0,0.0,80.9,80.9,0.0,0.0,80.9,80.9,0.0,0.0
2018-08-12,81.33,81.33,0.0,0.0,81.46,81.46,0.0,0.0,81.27,81.27,0.0,0.0,81.46,81.46,0.0,0.0
2018-08-19,82.16,82.16,0.0,0.0,82.25,82.25,0.0,0.0,82.15,82.15,0.0,0.0,82.22,82.22,0.0,0.0
2018-08-26,82.0,82.0,0.0,0.0,82.0,82.0,0.0,0.0,81.69,81.69,0.0,0.0,81.92,81.92,0.0,0.0
2018-09-02,81.72,81.72,0.0,0.0,81.72,81.72,0.0,0.0,81.6,81.6,0.0,0.0,81.7,81.7,0.0,0.0
2018-09-09,82.04,82.04,0.0,0.0,82.08,82.08,0.0,0.0,82.04,82.04,0.0,0.0,82.08,82.08,0.0,0.0
2018-09-16,82.48,82.48,0.0,0.0,82.48,82.48,0.0,0.0,82.35,82.35,0.0,0.0,82.45,82.45,0.0,0.0
2018-09-23,81.46,81.46,0.0,0.0,81.46,81.46,0.0,0.0,81.27,81.27,0.0,0.0,81.27,81.27,0.0,0.0
2018-09-30,80.83,80.83,0.0,0.0,80.87,80.87,0.0,0.0,80.83,80.83,0.0,0.0,80.87,80.87,0.0,0.0
2018-10-07,81.77,81.77,0.0,0.0,81.77,81.77,0.0,0.0,81.51,81.51,0.0,0.0,81.51,81.51,0.0,0.0
2018-10-14,81.08,81.08,0.0,0.0,81.08,81.08,0.0,0.0,80.79,80.79,0.0,0.0,80.79,80.79,0.0,0.0
2018-10-21,80.58,80.58,0.0,0.0,80.58,80.58,0.0,0.0,80.54,80.54,0.0,0.0,80.58,80.58,0.0,0.0
2018-10-28,80.55,80.55,0.0,0.0,80.68,80.68,0.0,0.0,80.52,80.52,0.0,0.0,80.67,80.67,0.0,0.0
2018-11-04,79.78,79.78,0.0,0.0,79.78,79.78,0.0,0.0,79.78,79.78,0.0,0.0,79.78,79.78,0.0,0.0
2018-11-11,80.81,80.81,0.0,0.0,81.04,81.04,0.0,0.0,80.81,80.81,0.0,0.0,80.99,80.99,0.0,0.0
2018-11-18,80.09,80.09,0.0,0.0,80.41,80.41,0.0,0.0,80.09,80.09,0.0,0.0,80.16,80.16,0.0,0.0
2018-11-25,80.32,80.32,0.0,0.0,80.32,80.32,0.0,0.0,80.32,80.32,0.0,0.0,80.32,80.32,0.0,0.0
2018-12-02,80.47,80.47,0.0,0.0,80.63,80.63,0.0,0.0,80.2,80.2,0.0,0.0,80.2,80.2,0.0,0.0
2018-12-09,80.19,80.19,0.0,0.0,80.22,80.22,0.0,0.0,80.16,80.16,0.0,0.0,80.2,80.2,0.0,0.0
2018-12-16,79.59,79.59,0.0,0.0,79.59,79.59,0.0,0.0,79.13,79.13,0.0,0.0,79.38,79.38,0.0,0.0
2018-12-23,80.11,80.11,0.0,0.0,80.11,80.11,0.0,0.0,79.59,79.59,0.0,0.0,79.76,79.76,0.0,0.0
2018-12-30,80.16,80.16,0.0,0.0,80.27,80.27,0.0,0.0,80.16,80.16,0.0,0.0,80.23,80.23,0.0,0.0
2019-01-06,80.25,80.25,0.0,0.0,80.65,80.65,0.0,0.0,80.22,80.22,0.0,0.0,80.22,80.22,0.0,0.0
2019-01-13,79.72,79.72,0.0,0.0,79.73,79.73,0.0,0.0,79.58,79.58,0.0,0.0,79.58,79.58,0.0,0.0
2019-01-20,79.9,79.9,0.0,0.0,80.02,80.02,0.0,0.0,79.85,79.85,0.0,0.0,79.98,79.98,0.0,0.0
2019-01-27,80.04,80.04,0.0,0.0,80.04,80.04,0.0,0.0,79.91,79.91,0.0,0.0,79.95,79.95,0.0,0.0
2019-02-03,79.16,79.16,0.0,0.0,79.17,79.17,0.0,0.0,78.9,78.9,0.0,0.0,78.9,78.9,0.0,0.0
2019-02-10,79.47,79.47,0.0,0.0,79.47,79.47,0.0,0.0,78.91,78.91,0.0,0.0,79.11,79.11,0.0,0.0
2019-02-17,79.31,79.31,0.0,0.0,79.34,79.34,0.0,0.0,79.29,79.29,0.0,0.0,79.34,79.34,0.0,0.0
2019-02-24,79.28,79.28,0.0,0.0,79.28,79.28,0.0,0.0,78.99,78.99,0.0,0.0,79.12,79.12,0.0,0.0
2019-03-03,78.84,78.84,0.0,0.0,78.84,78.84,0.0,0.0,78.78,78.78,0.0,0.0,78.79,78.79,0.0,0.0
2019-03-10,79.37,79.37,0.0,0.0,79.37,79.37,0.0,0.0,79.28,79.28,0.0,0.0,79.34,79.34,0.0,0.0
2019-03-17,79.39,79.39,0.0,0.0,79.43,79.43,0.0,0.0,79.39,79.39,0.0,0.0,79.4,79.4,0.0,0.0
2019-03-24,78.94,78.94,0.0,0.0,78.94,78.94,0.0,0.0,78.74,78.74,0.0,0.0,78.74,78.74,0.0,0.0
2019-03-31,78.71,78.71,0.0,0.0,78.88,78.88,0.0,0.0,78.71,78.71,0.0,0.0,78.82,78.82,0.0,0.0
2019-04-07,79.19,79.19,0.0,0.0,79.19,79.19,0.0,0.0,78.95,78.95,0.0,0.0,78.95,78.95,0.0,0.0
2019-04-14,78.73,78.73,0.0,0.0,78.76,78.76,0.0,0.0,78.73,78.73,0.0,0.0,78.76,78.76,0.0,0.0
2019-04-21,78.34,78.34,0.0,0.0,78.4,78.4,0.0,0.0,78.34,78.34,0.0,0.0,78.4,78.4,0.0,0.0
2019-04-28,78.49,78.49,0.0,0.0,78.54,78.54,0.0,0.0,78.47,78.47,0.0,0.0,78.47,78.47,0.0,0.0
2019-05-05,78.86,78.86,0.0,0.0,78.86,78.86,0.0,0.0,78.77,78.77,0.0,0.0,78.77,78.77,0.0,0.0
2019-05-12,78.33,78.33,0.0,0.0,78.48,78.48,0.0,0.0,78.33,78.33,0.0,0.0,78.48,78.48,0.0,0.0
2019-05-19,78.54,78.54,0.0,0.0,78.69,78.69,0.0,0.0,78.54,78.54,0.0,0.0,78.64,78.64,0.0,0.0
2019-05-26,78.88,78.88,0.0,0.0,79.21,79.21,0.0,0.0,78.88,78.88,0.0,0.0,79.21,79.21,0.0,0.0
2019-06-02,79.42,79.42,0.0,0.0,79.42,79.42,0.0,0.0,79.42,79.42,0.0,0.0,79.42,79.42,0.0,0.0
2019-06-09,79.04,79.04,0.0,0.0,79.04,79.04,0.0,0.0,78.82,78.82,0.0,0.0,78.82,78.82,0.0,0.0
2019-06-16,79.93,79.93,0.0,0.0,80.18,80.18,0.0,0.0,79.93,79.93,0.0,0.0,80.18,80.18,0.0,0.0
2019-06-23,79.94,79.94,0.0,0.0,79.94,79.94,0.0,0.0,79.6,79.6,0.0,0.0,79.6,79.6,0.0,0.0
2019-06-30,79.2,79.2,0.0,0.0,79.2,79.2,0.0,0.0,79.2,79.2,0.0,0.0,79.2,79.2,0.0,0.0
2019-07-07,79.55,79.55,0.0,0.0,79.55,79.55,0.0,0.0,79.55,79.55,0.0,0.0,79.55,79.55,0.0,0.0
2019-07-14,79.41,79.41,0.0,0.0,79.42,79.42,0.0,0.0,79.33,79.33,0.0,0.0,79.36,79.36,0.0,0.0
2019-07-21,78.6,78.6,0.0,0.0,78.65,78.65,0.0,0.0,78.6,78.6,0.0,0.0,78.61,78.61,0.0,0.0
