Date,First Trust Emerging Markets Small Cap AlphaDEX_Open_average,First Trust Emerging Markets Small Cap AlphaDEX_Open_max,First Trust Emerging Markets Small Cap AlphaDEX_Open_volatility,First Trust Emerging Markets Small Cap AlphaDEX_Open_change,First Trust Emerging Markets Small Cap AlphaDEX_High_average,First Trust Emerging Markets Small Cap AlphaDEX_High_max,First Trust Emerging Markets Small Cap AlphaDEX_High_volatility,First Trust Emerging Markets Small Cap AlphaDEX_High_change,First Trust Emerging Markets Small Cap AlphaDEX_Low_average,First Trust Emerging Markets Small Cap AlphaDEX_Low_max,First Trust Emerging Markets Small Cap AlphaDEX_Low_volatility,First Trust Emerging Markets Small Cap AlphaDEX_Low_change,First Trust Emerging Markets Small Cap AlphaDEX_Close_average,First Trust Emerging Markets Small Cap AlphaDEX_Close_max,First Trust Emerging Markets Small Cap AlphaDEX_Close_volatility,First Trust Emerging Markets Small Cap AlphaDEX_Close_change
2017-04-16,35.81,35.81,0.0,0.0,36.16,36.16,0.0,0.0,35.81,35.81,0.0,0.0,36.05,36.05,0.0,0.0
2017-04-23,36.73,36.73,0.0,0.0,36.73,36.73,0.0,0.0,36.4,36.4,0.0,0.0,36.57,36.57,0.0,0.0
2017-04-30,36.5,36.5,0.0,0.0,36.5,36.5,0.0,0.0,36.02,36.02,0.0,0.0,36.02,36.02,0.0,0.0
2017-05-07,37.31,37.31,0.0,0.0,37.31,37.31,0.0,0.0,36.66,36.66,0.0,0.0,36.95,36.95,0.0,0.0
2017-05-14,36.21,36.21,0.0,0.0,36.22,36.22,0.0,0.0,35.88,35.88,0.0,0.0,36.14,36.14,0.0,0.0
2017-05-21,36.32,36.32,0.0,0.0,36.37,36.37,0.0,0.0,36.1,36.1,0.0,0.0,36.22,36.22,0.0,0.0
2017-05-28,36.93,36.93,0.0,0.0,36.93,36.93,0.0,0.0,36.67,36.67,0.0,0.0,36.77,36.77,0.0,0.0
2017-06-04,36.65,36.65,0.0,0.0,36.87,36.87,0.0,0.0,36.65,36.65,0.0,0.0,36.72,36.72,0.0,0.0
2017-06-11,37.08,37.08,0.0,0.0,37.08,37.08,0.0,0.0,36.86,36.86,0.0,0.0,36.91,36.91,0.0,0.0
2017-06-18,36.99,36.99,0.0,0.0,37.14,37.14,0.0,0.0,36.89,36.89,0.0,0.0,37.01,37.01,0.0,0.0
2017-06-25,36.73,36.73,0.0,0.0,37.17,37.17,0.0,0.0,36.73,36.73,0.0,0.0,37.12,37.12,0.0,0.0
2017-07-02,37.0,37.0,0.0,0.0,37.18,37.18,0.0,0.0,36.98,36.98,0.0,0.0,37.18,37.18,0.0,0.0
2017-07-09,38.34,38.34,0.0,0.0,39.1,39.1,0.0,0.0,38.18,38.18,0.0,0.0,38.22,38.22,0.0,0.0
2017-07-16,38.58,38.58,0.0,0.0,38.65,38.65,0.0,0.0,38.5,38.5,0.0,0.0,38.61,38.61,0.0,0.0
2017-07-23,39.32,39.32,0.0,0.0,39.34,39.34,0.0,0.0,39.12,39.12,0.0,0.0,39.3,39.3,0.0,0.0
2017-07-30,40.25,40.25,0.0,0.0,40.25,40.25,0.0,0.0,40.07,40.07,0.0,0.0,40.17,40.17,0.0,0.0
2017-08-06,39.28,39.28,0.0,0.0,39.58,39.58,0.0,0.0,39.28,39.28,0.0,0.0,39.56,39.56,0.0,0.0
2017-08-13,40.27,40.27,0.0,0.0,40.36,40.36,0.0,0.0,40.11,40.11,0.0,0.0,40.32,40.32,0.0,0.0
2017-08-20,41.74,41.74,0.0,0.0,41.85,41.85,0.0,0.0,41.55,41.55,0.0,0.0,41.65,41.65,0.0,0.0
2017-08-27,42.68,42.68,0.0,0.0,42.94,42.94,0.0,0.0,42.68,42.68,0.0,0.0,42.83,42.83,0.0,0.0
2017-09-03,43.57,43.57,0.0,0.0,43.97,43.97,0.0,0.0,43.57,43.57,0.0,0.0,43.9,43.9,0.0,0.0
2017-09-10,44.4,44.4,0.0,0.0,44.59,44.59,0.0,0.0,44.0,44.0,0.0,0.0,44.28,44.28,0.0,0.0
2017-09-17,41.7,41.7,0.0,0.0,41.7,41.7,0.0,0.0,41.02,41.02,0.0,0.0,41.14,41.14,0.0,0.0
2017-09-24,41.69,41.69,0.0,0.0,41.89,41.89,0.0,0.0,41.63,41.63,0.0,0.0,41.89,41.89,0.0,0.0
2017-10-01,42.13,42.13,0.0,0.0,42.16,42.16,0.0,0.0,41.91,41.91,0.0,0.0,42.16,42.16,0.0,0.0
2017-10-08,42.76,42.76,0.0,0.0,43.01,43.01,0.0,0.0,42.5,42.5,0.0,0.0,42.53,42.53,0.0,0.0
2017-10-15,42.5,42.5,0.0,0.0,42.5,42.5,0.0,0.0,42.19,42.19,0.0,0.0,42.19,42.19,0.0,0.0
2017-10-22,42.08,42.08,0.0,0.0,42.11,42.11,0.0,0.0,41.86,41.86,0.0,0.0,41.86,41.86,0.0,0.0
2017-10-29,42.23,42.23,0.0,0.0,42.42,42.42,0.0,0.0,42.23,42.23,0.0,0.0,42.36,42.36,0.0,0.0
2017-11-05,41.26,41.26,0.0,0.0,41.33,41.33,0.0,0.0,41.1,41.1,0.0,0.0,41.21,41.21,0.0,0.0
2017-11-12,40.8,40.8,0.0,0.0,41.12,41.12,0.0,0.0,40.63,40.63,0.0,0.0,41.01,41.01,0.0,0.0
2017-11-19,41.18,41.18,0.0,0.0,41.5,41.5,0.0,0.0,41.05,41.05,0.0,0.0,41.13,41.13,0.0,0.0
2017-11-26,40.89,40.89,0.0,0.0,40.98,40.98,0.0,0.0,40.72,40.72,0.0,0.0,40.72,40.72,0.0,0.0
2017-12-03,40.76,40.76,0.0,0.0,40.91,40.91,0.0,0.0,40.68,40.68,0.0,0.0,40.76,40.76,0.0,0.0
2017-12-10,41.53,41.53,0.0,0.0,41.79,41.79,0.0,0.0,41.43,41.43,0.0,0.0,41.55,41.55,0.0,0.0
2017-12-17,41.64,41.64,0.0,0.0,41.98,41.98,0.0,0.0,41.63,41.63,0.0,0.0,41.98,41.98,0.0,0.0
2017-12-24,43.35,43.35,0.0,0.0,43.45,43.45,0.0,0.0,43.13,43.13,0.0,0.0,43.34,43.34,0.0,0.0
2017-12-31,45.41,45.41,0.0,0.0,45.41,45.41,0.0,0.0,45.02,45.02,0.0,0.0,45.17,45.17,0.0,0.0
2018-01-07,45.03,45.03,0.0,0.0,45.39,45.39,0.0,0.0,44.94,44.94,0.0,0.0,45.36,45.36,0.0,0.0
2018-01-14,46.01,46.01,0.0,0.0,46.58,46.58,0.0,0.0,46.01,46.01,0.0,0.0,46.56,46.56,0.0,0.0
2018-01-21,47.11,47.11,0.0,0.0,47.26,47.26,0.0,0.0,46.84,46.84,0.0,0.0,47.06,47.06,0.0,0.0
2018-01-28,45.26,45.26,0.0,0.0,45.76,45.76,0.0,0.0,43.91,43.91,0.0,0.0,44.09,44.09,0.0,0.0
2018-02-04,42.99,42.99,0.0,0.0,43.49,43.49,0.0,0.0,42.9,42.9,0.0,0.0,43.18,43.18,0.0,0.0
2018-02-11,45.15,45.15,0.0,0.0,45.48,45.48,0.0,0.0,45.01,45.01,0.0,0.0,45.27,45.27,0.0,0.0
2018-02-18,46.07,46.07,0.0,0.0,46.41,46.41,0.0,0.0,45.79,45.79,0.0,0.0,46.41,46.41,0.0,0.0
2018-02-25,44.27,44.27,0.0,0.0,44.91,44.91,0.0,0.0,44.01,44.01,0.0,0.0,44.82,44.82,0.0,0.0
2018-03-04,45.21,45.21,0.0,0.0,45.43,45.43,0.0,0.0,45.13,45.13,0.0,0.0,45.41,45.41,0.0,0.0
2018-03-11,45.4,45.4,0.0,0.0,45.4,45.4,0.0,0.0,44.86,44.86,0.0,0.0,45.0,45.0,0.0,0.0
2018-03-18,44.74,44.74,0.0,0.0,45.1,45.1,0.0,0.0,44.41,44.41,0.0,0.0,45.05,45.05,0.0,0.0
2018-03-25,44.93,44.93,0.0,0.0,44.93,44.93,0.0,0.0,43.72,43.72,0.0,0.0,43.85,43.85,0.0,0.0
2018-04-01,44.39,44.39,0.0,0.0,44.43,44.43,0.0,0.0,43.91,43.91,0.0,0.0,43.91,43.91,0.0,0.0
2018-04-08,43.9,43.9,0.0,0.0,43.97,43.97,0.0,0.0,43.59,43.59,0.0,0.0,43.96,43.96,0.0,0.0
2018-04-15,43.12,43.12,0.0,0.0,43.14,43.14,0.0,0.0,42.81,42.81,0.0,0.0,42.87,42.87,0.0,0.0
2018-04-22,42.61,42.61,0.0,0.0,42.75,42.75,0.0,0.0,42.19,42.19,0.0,0.0,42.19,42.19,0.0,0.0
2018-04-29,41.22,41.22,0.0,0.0,41.4,41.4,0.0,0.0,41.0,41.0,0.0,0.0,41.02,41.02,0.0,0.0
2018-05-06,42.06,42.06,0.0,0.0,42.23,42.23,0.0,0.0,41.65,41.65,0.0,0.0,41.69,41.69,0.0,0.0
2018-05-13,41.5,41.5,0.0,0.0,41.61,41.61,0.0,0.0,41.31,41.31,0.0,0.0,41.46,41.46,0.0,0.0
2018-05-20,41.12,41.12,0.0,0.0,41.31,41.31,0.0,0.0,41.07,41.07,0.0,0.0,41.2,41.2,0.0,0.0
2018-05-27,41.63,41.63,0.0,0.0,41.75,41.75,0.0,0.0,41.45,41.45,0.0,0.0,41.72,41.72,0.0,0.0
2018-06-03,41.63,41.63,0.0,0.0,41.74,41.74,0.0,0.0,41.51,41.51,0.0,0.0,41.53,41.53,0.0,0.0
2018-06-10,39.94,39.94,0.0,0.0,40.2,40.2,0.0,0.0,39.52,39.52,0.0,0.0,40.02,40.02,0.0,0.0
2018-06-17,38.35,38.35,0.0,0.0,38.6,38.6,0.0,0.0,38.01,38.01,0.0,0.0,38.41,38.41,0.0,0.0
2018-06-24,37.82,37.82,0.0,0.0,38.08,38.08,0.0,0.0,37.79,37.79,0.0,0.0,38.04,38.04,0.0,0.0
2018-07-01,38.44,38.44,0.0,0.0,38.89,38.89,0.0,0.0,38.44,38.44,0.0,0.0,38.86,38.86,0.0,0.0
2018-07-08,38.51,38.51,0.0,0.0,38.51,38.51,0.0,0.0,38.25,38.25,0.0,0.0,38.35,38.35,0.0,0.0
2018-07-15,38.4,38.4,0.0,0.0,38.59,38.59,0.0,0.0,38.4,38.4,0.0,0.0,38.58,38.58,0.0,0.0
2018-07-22,39.6,39.6,0.0,0.0,39.78,39.78,0.0,0.0,39.55,39.55,0.0,0.0,39.58,39.58,0.0,0.0
2018-07-29,38.47,38.47,0.0,0.0,38.75,38.75,0.0,0.0,38.41,38.41,0.0,0.0,38.48,38.48,0.0,0.0
2018-08-05,37.05,37.05,0.0,0.0,37.1,37.1,0.0,0.0,36.57,36.57,0.0,0.0,36.65,36.65,0.0,0.0
2018-08-12,36.53,36.53,0.0,0.0,36.64,36.64,0.0,0.0,36.42,36.42,0.0,0.0,36.62,36.62,0.0,0.0
2018-08-19,37.68,37.68,0.0,0.0,37.93,37.93,0.0,0.0,37.68,37.68,0.0,0.0,37.91,37.91,0.0,0.0
2018-08-26,37.31,37.31,0.0,0.0,37.55,37.55,0.0,0.0,37.07,37.07,0.0,0.0,37.3,37.3,0.0,0.0
2018-09-02,35.22,35.22,0.0,0.0,35.35,35.35,0.0,0.0,34.96,34.96,0.0,0.0,35.04,35.04,0.0,0.0
2018-09-09,35.12,35.12,0.0,0.0,35.31,35.31,0.0,0.0,35.11,35.11,0.0,0.0,35.18,35.18,0.0,0.0
2018-09-16,35.88,35.88,0.0,0.0,36.0,36.0,0.0,0.0,35.78,35.78,0.0,0.0,35.9,35.9,0.0,0.0
2018-09-23,36.3,36.3,0.0,0.0,36.38,36.38,0.0,0.0,36.11,36.11,0.0,0.0,36.17,36.17,0.0,0.0
2018-09-30,34.17,34.17,0.0,0.0,34.48,34.48,0.0,0.0,34.16,34.16,0.0,0.0,34.41,34.41,0.0,0.0
2018-10-07,33.46,33.46,0.0,0.0,33.72,33.72,0.0,0.0,33.29,33.29,0.0,0.0,33.51,33.51,0.0,0.0
2018-10-14,33.9,33.9,0.0,0.0,33.9,33.9,0.0,0.0,33.62,33.62,0.0,0.0,33.87,33.87,0.0,0.0
2018-10-21,32.47,32.47,0.0,0.0,32.48,32.48,0.0,0.0,31.49,31.49,0.0,0.0,31.69,31.69,0.0,0.0
2018-10-28,33.92,33.92,0.0,0.0,34.27,34.27,0.0,0.0,33.92,33.92,0.0,0.0,34.21,34.21,0.0,0.0
2018-11-04,33.6,33.6,0.0,0.0,33.6,33.6,0.0,0.0,33.33,33.33,0.0,0.0,33.45,33.45,0.0,0.0
2018-11-11,34.23,34.23,0.0,0.0,34.35,34.35,0.0,0.0,34.02,34.02,0.0,0.0,34.14,34.14,0.0,0.0
2018-11-18,33.62,33.62,0.0,0.0,33.72,33.72,0.0,0.0,33.36,33.36,0.0,0.0,33.41,33.41,0.0,0.0
2018-11-25,34.81,34.81,0.0,0.0,35.22,35.22,0.0,0.0,34.78,34.78,0.0,0.0,34.95,34.95,0.0,0.0
2018-12-02,33.37,33.37,0.0,0.0,33.48,33.48,0.0,0.0,33.05,33.05,0.0,0.0,33.25,33.25,0.0,0.0
2018-12-09,33.33,33.33,0.0,0.0,33.36,33.36,0.0,0.0,33.01,33.01,0.0,0.0,33.19,33.19,0.0,0.0
2018-12-16,31.88,31.88,0.0,0.0,32.13,32.13,0.0,0.0,31.64,31.64,0.0,0.0,31.64,31.64,0.0,0.0
2018-12-23,32.33,32.33,0.0,0.0,32.69,32.69,0.0,0.0,32.0,32.0,0.0,0.0,32.19,32.19,0.0,0.0
2018-12-30,32.73,32.73,0.0,0.0,32.82,32.82,0.0,0.0,32.61,32.61,0.0,0.0,32.82,32.82,0.0,0.0
2019-01-06,32.9,32.9,0.0,0.0,33.21,33.21,0.0,0.0,32.57,32.57,0.0,0.0,33.21,33.21,0.0,0.0
2019-01-13,33.81,33.81,0.0,0.0,33.97,33.97,0.0,0.0,33.59,33.59,0.0,0.0,33.93,33.93,0.0,0.0
2019-01-20,34.12,34.12,0.0,0.0,34.32,34.32,0.0,0.0,34.11,34.11,0.0,0.0,34.27,34.27,0.0,0.0
2019-01-27,35.18,35.18,0.0,0.0,35.58,35.58,0.0,0.0,35.18,35.18,0.0,0.0,35.5,35.5,0.0,0.0
2019-02-03,34.98,34.98,0.0,0.0,34.98,34.98,0.0,0.0,34.63,34.63,0.0,0.0,34.64,34.64,0.0,0.0
2019-02-10,34.99,34.99,0.0,0.0,35.06,35.06,0.0,0.0,34.65,34.65,0.0,0.0,34.89,34.89,0.0,0.0
2019-02-17,36.31,36.31,0.0,0.0,36.4,36.4,0.0,0.0,35.96,35.96,0.0,0.0,36.21,36.21,0.0,0.0
2019-02-24,35.66,35.66,0.0,0.0,35.72,35.72,0.0,0.0,35.33,35.33,0.0,0.0,35.57,35.57,0.0,0.0
2019-03-03,35.27,35.27,0.0,0.0,35.44,35.44,0.0,0.0,35.14,35.14,0.0,0.0,35.42,35.42,0.0,0.0
2019-03-10,36.08,36.08,0.0,0.0,36.48,36.48,0.0,0.0,36.08,36.08,0.0,0.0,36.48,36.48,0.0,0.0
2019-03-17,35.24,35.24,0.0,0.0,35.66,35.66,0.0,0.0,35.24,35.24,0.0,0.0,35.47,35.47,0.0,0.0
2019-03-24,35.97,35.97,0.0,0.0,36.2,36.2,0.0,0.0,35.84,35.84,0.0,0.0,36.09,36.09,0.0,0.0
2019-03-31,36.45,36.45,0.0,0.0,36.7,36.7,0.0,0.0,36.45,36.45,0.0,0.0,36.7,36.7,0.0,0.0
2019-04-07,36.14,36.14,0.0,0.0,36.28,36.28,0.0,0.0,36.06,36.06,0.0,0.0,36.1,36.1,0.0,0.0
2019-04-14,35.98,35.98,0.0,0.0,36.46,36.46,0.0,0.0,35.98,35.98,0.0,0.0,36.24,36.24,0.0,0.0
2019-04-21,35.45,35.45,0.0,0.0,35.56,35.56,0.0,0.0,35.34,35.34,0.0,0.0,35.34,35.34,0.0,0.0
2019-04-28,34.79,34.79,0.0,0.0,35.02,35.02,0.0,0.0,34.77,34.77,0.0,0.0,34.94,34.94,0.0,0.0
2019-05-05,33.16,33.16,0.0,0.0,33.19,33.19,0.0,0.0,32.75,32.75,0.0,0.0,32.8,32.8,0.0,0.0
2019-05-12,32.08,32.08,0.0,0.0,32.18,32.18,0.0,0.0,31.98,31.98,0.0,0.0,32.14,32.14,0.0,0.0
2019-05-19,32.08,32.08,0.0,0.0,32.17,32.17,0.0,0.0,31.9,31.9,0.0,0.0,32.09,32.09,0.0,0.0
2019-05-26,33.29,33.29,0.0,0.0,33.45,33.45,0.0,0.0,33.17,33.17,0.0,0.0,33.18,33.18,0.0,0.0
2019-06-02,33.75,33.75,0.0,0.0,33.99,33.99,0.0,0.0,33.75,33.75,0.0,0.0,33.77,33.77,0.0,0.0
2019-06-09,33.08,33.08,0.0,0.0,33.26,33.26,0.0,0.0,33.08,33.08,0.0,0.0,33.13,33.13,0.0,0.0
2019-06-16,34.36,34.36,0.0,0.0,34.5,34.5,0.0,0.0,34.31,34.31,0.0,0.0,34.31,34.31,0.0,0.0
2019-06-23,35.75,35.75,0.0,0.0,35.96,35.96,0.0,0.0,35.4,35.4,0.0,0.0,35.62,35.62,0.0,0.0
2019-06-30,35.55,35.55,0.0,0.0,35.67,35.67,0.0,0.0,35.55,35.55,0.0,0.0,35.61,35.61,0.0,0.0
