Date,ProShares UltraShort Bloomberg Natural Gas_Open_average,ProShares UltraShort Bloomberg Natural Gas_Open_max,ProShares UltraShort Bloomberg Natural Gas_Open_min,ProShares UltraShort Bloomberg Natural Gas_Open_volatility,ProShares UltraShort Bloomberg Natural Gas_Open_change,ProShares UltraShort Bloomberg Natural Gas_High_average,ProShares UltraShort Bloomberg Natural Gas_High_max,ProShares UltraShort Bloomberg Natural Gas_High_min,ProShares UltraShort Bloomberg Natural Gas_High_volatility,ProShares UltraShort Bloomberg Natural Gas_High_change,ProShares UltraShort Bloomberg Natural Gas_Low_average,ProShares UltraShort Bloomberg Natural Gas_Low_max,ProShares UltraShort Bloomberg Natural Gas_Low_min,ProShares UltraShort Bloomberg Natural Gas_Low_volatility,ProShares UltraShort Bloomberg Natural Gas_Low_change,ProShares UltraShort Bloomberg Natural Gas_Close_average,ProShares UltraShort Bloomberg Natural Gas_Close_max,ProShares UltraShort Bloomberg Natural Gas_Close_min,ProShares UltraShort Bloomberg Natural Gas_Close_volatility,ProShares UltraShort Bloomberg Natural Gas_Close_change
2019-05-12,23.62,23.62,23.62,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.5,23.5,23.5,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-05-19,25.77,25.77,25.77,0.0,0.0,25.8,25.8,25.8,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-05-26,26.94,26.94,26.94,0.0,0.0,27.81,27.81,27.81,0.0,0.0,26.69,26.69,26.69,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2019-06-02,30.79,30.79,30.79,0.0,0.0,31.35,31.35,31.35,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2019-06-09,30.0,30.0,30.0,0.0,0.0,30.13,30.13,30.13,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-06-16,35.12,35.12,35.12,0.0,0.0,35.46,35.46,35.46,0.0,0.0,34.53,34.53,34.53,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2019-06-23,29.45,29.45,29.45,0.0,0.0,30.7,30.7,30.7,0.0,0.0,29.27,29.27,29.27,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-06-30,28.7,28.7,28.7,0.0,0.0,28.72,28.72,28.72,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-07-07,26.5,26.5,26.5,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-07-14,31.52,31.52,31.52,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-07-21,33.28,33.28,33.28,0.0,0.0,33.62,33.62,33.62,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-07-28,34.11,34.11,34.11,0.0,0.0,35.3,35.3,35.3,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-08-04,34.17,34.17,34.17,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.35,33.35,33.35,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-08-11,32.1,32.1,32.1,0.0,0.0,32.66,32.66,32.66,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-08-18,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-08-25,30.56,30.56,30.56,0.0,0.0,30.6,30.6,30.6,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-09-01,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-09-08,23.67,23.67,23.67,0.0,0.0,24.19,24.19,24.19,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-09-15,23.9,23.9,23.9,0.0,0.0,25.19,25.19,25.19,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-09-22,28.1,28.1,28.1,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-09-29,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,27.6,27.6,27.6,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2019-10-06,32.23,32.23,32.23,0.0,0.0,32.74,32.74,32.74,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-10-13,30.43,30.43,30.43,0.0,0.0,30.61,30.61,30.61,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-10-20,31.66,31.66,31.66,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2019-10-27,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-11-03,24.6,24.6,24.6,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-11-10,27.47,27.47,27.47,0.0,0.0,27.84,27.84,27.84,0.0,0.0,26.18,26.18,26.18,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-11-17,28.27,28.27,28.27,0.0,0.0,28.38,28.38,28.38,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-11-24,34.91,34.91,34.91,0.0,0.0,36.58,36.58,36.58,0.0,0.0,34.91,34.91,34.91,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2019-12-01,33.12,33.12,33.12,0.0,0.0,35.33,35.33,35.33,0.0,0.0,33.12,33.12,33.12,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-12-08,36.55,36.55,36.55,0.0,0.0,36.9,36.9,36.9,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-12-15,35.64,35.64,35.64,0.0,0.0,36.61,36.61,36.61,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-12-22,38.59,38.59,38.59,0.0,0.0,39.35,39.35,39.35,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-12-29,40.43,40.43,40.43,0.0,0.0,40.67,40.67,40.67,0.0,0.0,39.36,39.36,39.36,0.0,0.0,40.38,40.38,40.38,0.0,0.0
