Date,PowerShares DWA Healthcare Momentum Portfolio_Open_average,PowerShares DWA Healthcare Momentum Portfolio_Open_max,PowerShares DWA Healthcare Momentum Portfolio_Open_volatility,PowerShares DWA Healthcare Momentum Portfolio_Open_change,PowerShares DWA Healthcare Momentum Portfolio_High_average,PowerShares DWA Healthcare Momentum Portfolio_High_max,PowerShares DWA Healthcare Momentum Portfolio_High_volatility,PowerShares DWA Healthcare Momentum Portfolio_High_change,PowerShares DWA Healthcare Momentum Portfolio_Low_average,PowerShares DWA Healthcare Momentum Portfolio_Low_max,PowerShares DWA Healthcare Momentum Portfolio_Low_volatility,PowerShares DWA Healthcare Momentum Portfolio_Low_change,PowerShares DWA Healthcare Momentum Portfolio_Close_average,PowerShares DWA Healthcare Momentum Portfolio_Close_max,PowerShares DWA Healthcare Momentum Portfolio_Close_volatility,PowerShares DWA Healthcare Momentum Portfolio_Close_change
2018-01-21,79.69,79.69,0.0,0.0,80.56,80.56,0.0,0.0,79.69,79.69,0.0,0.0,80.33,80.33,0.0,0.0
2018-01-28,77.37,77.37,0.0,0.0,78.25,78.25,0.0,0.0,75.2,75.2,0.0,0.0,75.41,75.41,0.0,0.0
2018-02-04,73.97,73.97,0.0,0.0,75.36,75.36,0.0,0.0,73.29,73.29,0.0,0.0,74.78,74.78,0.0,0.0
2018-02-11,78.37,78.37,0.0,0.0,78.96,78.96,0.0,0.0,77.97,77.97,0.0,0.0,78.66,78.66,0.0,0.0
2018-02-18,79.46,79.46,0.0,0.0,79.58,79.58,0.0,0.0,78.89,78.89,0.0,0.0,79.42,79.42,0.0,0.0
2018-02-25,78.79,78.79,0.0,0.0,79.72,79.72,0.0,0.0,78.5,78.5,0.0,0.0,79.65,79.65,0.0,0.0
2018-03-04,83.2,83.2,0.0,0.0,83.2,83.2,0.0,0.0,82.23,82.23,0.0,0.0,82.8,82.8,0.0,0.0
2018-03-11,79.73,79.73,0.0,0.0,80.28,80.28,0.0,0.0,78.24,78.24,0.0,0.0,78.4,78.4,0.0,0.0
2018-03-18,77.83,77.83,0.0,0.0,78.67,78.67,0.0,0.0,76.48,76.48,0.0,0.0,78.63,78.63,0.0,0.0
2018-03-25,75.17,75.17,0.0,0.0,75.7,75.7,0.0,0.0,72.07,72.07,0.0,0.0,72.6,72.6,0.0,0.0
2018-04-01,74.29,74.29,0.0,0.0,76.7,76.7,0.0,0.0,74.29,74.29,0.0,0.0,75.6,75.6,0.0,0.0
2018-04-08,80.8,80.8,0.0,0.0,80.8,80.8,0.0,0.0,77.83,77.83,0.0,0.0,78.42,78.42,0.0,0.0
2018-04-15,78.49,78.49,0.0,0.0,78.49,78.49,0.0,0.0,77.61,77.61,0.0,0.0,77.94,77.94,0.0,0.0
2018-04-22,79.21,79.21,0.0,0.0,79.22,79.22,0.0,0.0,77.88,77.88,0.0,0.0,77.9,77.9,0.0,0.0
2018-04-29,79.36,79.36,0.0,0.0,80.66,80.66,0.0,0.0,79.36,79.36,0.0,0.0,80.31,80.31,0.0,0.0
2018-05-06,83.89,83.89,0.0,0.0,84.23,84.23,0.0,0.0,82.97,82.97,0.0,0.0,83.61,83.61,0.0,0.0
2018-05-13,87.23,87.23,0.0,0.0,87.23,87.23,0.0,0.0,85.55,85.55,0.0,0.0,85.84,85.84,0.0,0.0
2018-05-20,86.88,86.88,0.0,0.0,86.88,86.88,0.0,0.0,85.95,85.95,0.0,0.0,86.37,86.37,0.0,0.0
2018-05-27,89.4,89.4,0.0,0.0,89.4,89.4,0.0,0.0,85.86,85.86,0.0,0.0,87.91,87.91,0.0,0.0
2018-06-03,88.2,88.2,0.0,0.0,88.88,88.88,0.0,0.0,88.19,88.19,0.0,0.0,88.73,88.73,0.0,0.0
2018-06-10,91.25,91.25,0.0,0.0,92.87,92.87,0.0,0.0,91.25,91.25,0.0,0.0,92.83,92.83,0.0,0.0
2018-06-17,91.4,91.4,0.0,0.0,91.4,91.4,0.0,0.0,88.55,88.55,0.0,0.0,88.93,88.93,0.0,0.0
2018-06-24,87.1,87.1,0.0,0.0,88.67,88.67,0.0,0.0,86.65,86.65,0.0,0.0,88.67,88.67,0.0,0.0
2018-07-01,91.98,91.98,0.0,0.0,92.2,92.2,0.0,0.0,90.67,90.67,0.0,0.0,91.8,91.8,0.0,0.0
2018-07-08,93.38,93.38,0.0,0.0,93.38,93.38,0.0,0.0,91.7,91.7,0.0,0.0,92.21,92.21,0.0,0.0
2018-07-15,94.01,94.01,0.0,0.0,94.34,94.34,0.0,0.0,93.2,93.2,0.0,0.0,93.95,93.95,0.0,0.0
2018-07-22,88.4,88.4,0.0,0.0,88.4,88.4,0.0,0.0,85.6,85.6,0.0,0.0,86.4,86.4,0.0,0.0
2018-07-29,88.7,88.7,0.0,0.0,89.78,89.78,0.0,0.0,88.6,88.6,0.0,0.0,89.32,89.32,0.0,0.0
2018-08-05,89.77,89.77,0.0,0.0,90.28,90.28,0.0,0.0,88.73,88.73,0.0,0.0,88.94,88.94,0.0,0.0
2018-08-12,89.62,89.62,0.0,0.0,89.7,89.7,0.0,0.0,89.05,89.05,0.0,0.0,89.12,89.12,0.0,0.0
2018-08-19,93.5,93.5,0.0,0.0,94.57,94.57,0.0,0.0,93.5,93.5,0.0,0.0,94.43,94.43,0.0,0.0
2018-08-26,96.9,96.9,0.0,0.0,97.93,97.93,0.0,0.0,96.9,96.9,0.0,0.0,97.93,97.93,0.0,0.0
2018-09-02,97.52,97.52,0.0,0.0,97.52,97.52,0.0,0.0,96.36,96.36,0.0,0.0,97.41,97.41,0.0,0.0
2018-09-09,97.31,97.31,0.0,0.0,97.31,97.31,0.0,0.0,94.52,94.52,0.0,0.0,94.81,94.81,0.0,0.0
2018-09-16,95.42,95.42,0.0,0.0,97.59,97.59,0.0,0.0,95.42,95.42,0.0,0.0,97.59,97.59,0.0,0.0
2018-09-23,99.49,99.49,0.0,0.0,99.51,99.51,0.0,0.0,97.06,97.06,0.0,0.0,97.2,97.2,0.0,0.0
2018-09-30,89.63,89.63,0.0,0.0,89.94,89.94,0.0,0.0,86.76,86.76,0.0,0.0,88.39,88.39,0.0,0.0
2018-10-07,84.42,84.42,0.0,0.0,84.42,84.42,0.0,0.0,82.9,82.9,0.0,0.0,83.9,83.9,0.0,0.0
2018-10-14,84.76,84.76,0.0,0.0,84.76,84.76,0.0,0.0,82.84,82.84,0.0,0.0,84.19,84.19,0.0,0.0
2018-10-21,81.29,81.29,0.0,0.0,81.48,81.48,0.0,0.0,77.36,77.36,0.0,0.0,78.22,78.22,0.0,0.0
2018-10-28,84.43,84.43,0.0,0.0,84.47,84.47,0.0,0.0,82.5,82.5,0.0,0.0,83.29,83.29,0.0,0.0
2018-11-04,82.3,82.3,0.0,0.0,82.3,82.3,0.0,0.0,79.35,79.35,0.0,0.0,79.59,79.59,0.0,0.0
2018-11-11,80.44,80.44,0.0,0.0,80.44,80.44,0.0,0.0,76.57,76.57,0.0,0.0,76.62,76.62,0.0,0.0
2018-11-18,78.61,78.61,0.0,0.0,79.16,79.16,0.0,0.0,78.29,78.29,0.0,0.0,79.07,79.07,0.0,0.0
2018-11-25,85.03,85.03,0.0,0.0,85.09,85.09,0.0,0.0,83.89,83.89,0.0,0.0,84.9,84.9,0.0,0.0
2018-12-02,77.19,77.19,0.0,0.0,77.98,77.98,0.0,0.0,76.08,76.08,0.0,0.0,77.8,77.8,0.0,0.0
2018-12-09,75.07,75.07,0.0,0.0,75.75,75.75,0.0,0.0,72.92,72.92,0.0,0.0,73.31,73.31,0.0,0.0
2018-12-16,65.11,65.11,0.0,0.0,65.73,65.73,0.0,0.0,64.36,64.36,0.0,0.0,64.96,64.96,0.0,0.0
2018-12-23,70.71,70.71,0.0,0.0,71.5,71.5,0.0,0.0,70.71,70.71,0.0,0.0,71.18,71.18,0.0,0.0
2018-12-30,71.01,71.01,0.0,0.0,72.42,72.42,0.0,0.0,70.94,70.94,0.0,0.0,72.35,72.35,0.0,0.0
2019-01-06,74.28,74.28,0.0,0.0,74.44,74.44,0.0,0.0,73.78,73.78,0.0,0.0,73.78,73.78,0.0,0.0
2019-01-13,77.27,77.27,0.0,0.0,77.86,77.86,0.0,0.0,77.13,77.13,0.0,0.0,77.86,77.86,0.0,0.0
2019-01-20,77.58,77.58,0.0,0.0,77.6,77.6,0.0,0.0,77.07,77.07,0.0,0.0,77.26,77.26,0.0,0.0
2019-01-27,79.72,79.72,0.0,0.0,80.43,80.43,0.0,0.0,79.39,79.39,0.0,0.0,80.43,80.43,0.0,0.0
2019-02-03,79.59,79.59,0.0,0.0,79.88,79.88,0.0,0.0,79.53,79.53,0.0,0.0,79.73,79.73,0.0,0.0
2019-02-10,81.65,81.65,0.0,0.0,82.35,82.35,0.0,0.0,81.65,81.65,0.0,0.0,82.34,82.34,0.0,0.0
2019-02-17,82.52,82.52,0.0,0.0,82.53,82.53,0.0,0.0,81.88,81.88,0.0,0.0,81.88,81.88,0.0,0.0
2019-02-24,82.54,82.54,0.0,0.0,82.54,82.54,0.0,0.0,79.53,79.53,0.0,0.0,80.02,80.02,0.0,0.0
2019-03-03,78.65,78.65,0.0,0.0,79.96,79.96,0.0,0.0,78.65,78.65,0.0,0.0,79.93,79.93,0.0,0.0
2019-03-10,82.0,82.0,0.0,0.0,82.0,82.0,0.0,0.0,80.84,80.84,0.0,0.0,81.28,81.28,0.0,0.0
2019-03-17,79.79,79.79,0.0,0.0,80.43,80.43,0.0,0.0,79.62,79.62,0.0,0.0,80.25,80.25,0.0,0.0
2019-03-24,80.29,80.29,0.0,0.0,80.29,80.29,0.0,0.0,78.61,78.61,0.0,0.0,78.81,78.81,0.0,0.0
2019-03-31,80.04,80.04,0.0,0.0,80.34,80.34,0.0,0.0,79.44,79.44,0.0,0.0,80.03,80.03,0.0,0.0
2019-04-07,78.59,78.59,0.0,0.0,79.18,79.18,0.0,0.0,78.38,78.38,0.0,0.0,78.62,78.62,0.0,0.0
2019-04-14,73.4,73.4,0.0,0.0,74.31,74.31,0.0,0.0,73.14,73.14,0.0,0.0,73.92,73.92,0.0,0.0
2019-04-21,78.27,78.27,0.0,0.0,78.71,78.71,0.0,0.0,77.64,77.64,0.0,0.0,78.29,78.29,0.0,0.0
2019-04-28,77.93,77.93,0.0,0.0,81.06,81.06,0.0,0.0,77.93,77.93,0.0,0.0,80.96,80.96,0.0,0.0
2019-05-05,77.08,77.08,0.0,0.0,77.23,77.23,0.0,0.0,76.67,76.67,0.0,0.0,76.86,76.86,0.0,0.0
2019-05-12,78.35,78.35,0.0,0.0,79.16,79.16,0.0,0.0,77.81,77.81,0.0,0.0,78.61,78.61,0.0,0.0
2019-05-19,78.7,78.7,0.0,0.0,79.77,79.77,0.0,0.0,78.7,78.7,0.0,0.0,79.45,79.45,0.0,0.0
2019-05-26,79.03,79.03,0.0,0.0,80.06,80.06,0.0,0.0,78.89,78.89,0.0,0.0,79.35,79.35,0.0,0.0
2019-06-02,84.6,84.6,0.0,0.0,85.41,85.41,0.0,0.0,84.6,84.6,0.0,0.0,84.75,84.75,0.0,0.0
2019-06-09,85.03,85.03,0.0,0.0,85.73,85.73,0.0,0.0,84.91,84.91,0.0,0.0,85.52,85.52,0.0,0.0
2019-06-16,87.18,87.18,0.0,0.0,87.54,87.54,0.0,0.0,85.89,85.89,0.0,0.0,86.04,86.04,0.0,0.0
2019-06-23,88.77,88.77,0.0,0.0,89.78,89.78,0.0,0.0,88.13,88.13,0.0,0.0,88.45,88.45,0.0,0.0
2019-06-30,88.44,88.44,0.0,0.0,88.44,88.44,0.0,0.0,87.63,87.63,0.0,0.0,87.87,87.87,0.0,0.0
2019-07-07,88.72,88.72,0.0,0.0,89.16,89.16,0.0,0.0,88.5,88.5,0.0,0.0,88.97,88.97,0.0,0.0
