Date,First Trust Large Cap Value AlphaDEX_Open_average,First Trust Large Cap Value AlphaDEX_Open_max,First Trust Large Cap Value AlphaDEX_Open_volatility,First Trust Large Cap Value AlphaDEX_Open_change,First Trust Large Cap Value AlphaDEX_High_average,First Trust Large Cap Value AlphaDEX_High_max,First Trust Large Cap Value AlphaDEX_High_volatility,First Trust Large Cap Value AlphaDEX_High_change,First Trust Large Cap Value AlphaDEX_Low_average,First Trust Large Cap Value AlphaDEX_Low_max,First Trust Large Cap Value AlphaDEX_Low_volatility,First Trust Large Cap Value AlphaDEX_Low_change,First Trust Large Cap Value AlphaDEX_Close_average,First Trust Large Cap Value AlphaDEX_Close_max,First Trust Large Cap Value AlphaDEX_Close_volatility,First Trust Large Cap Value AlphaDEX_Close_change
2016-12-04,48.22,48.22,0.0,0.0,48.22,48.22,0.0,0.0,47.61,47.61,0.0,0.0,47.75,47.75,0.0,0.0
2016-12-11,47.56,47.56,0.0,0.0,47.66,47.66,0.0,0.0,47.39,47.39,0.0,0.0,47.55,47.55,0.0,0.0
2016-12-18,47.42,47.42,0.0,0.0,47.46,47.46,0.0,0.0,47.34,47.34,0.0,0.0,47.46,47.46,0.0,0.0
2016-12-25,47.17,47.17,0.0,0.0,47.17,47.17,0.0,0.0,46.75,46.75,0.0,0.0,46.87,46.87,0.0,0.0
2017-01-01,47.22,47.22,0.0,0.0,47.25,47.25,0.0,0.0,46.94,46.94,0.0,0.0,46.94,46.94,0.0,0.0
2017-01-08,47.5,47.5,0.0,0.0,47.57,47.57,0.0,0.0,47.3,47.3,0.0,0.0,47.41,47.41,0.0,0.0
2017-01-15,47.21,47.21,0.0,0.0,47.28,47.28,0.0,0.0,46.96,46.96,0.0,0.0,47.17,47.17,0.0,0.0
2017-01-22,47.52,47.52,0.0,0.0,47.57,47.57,0.0,0.0,47.18,47.18,0.0,0.0,47.52,47.52,0.0,0.0
2017-01-29,47.91,47.91,0.0,0.0,48.12,48.12,0.0,0.0,47.87,47.87,0.0,0.0,47.94,47.94,0.0,0.0
2017-02-05,48.91,48.91,0.0,0.0,49.07,49.07,0.0,0.0,48.88,48.88,0.0,0.0,48.96,48.96,0.0,0.0
2017-02-12,49.36,49.36,0.0,0.0,49.46,49.46,0.0,0.0,49.13,49.13,0.0,0.0,49.46,49.46,0.0,0.0
2017-02-19,49.92,49.92,0.0,0.0,50.02,50.02,0.0,0.0,49.83,49.83,0.0,0.0,49.97,49.97,0.0,0.0
2017-02-26,49.9,49.9,0.0,0.0,49.9,49.9,0.0,0.0,49.5,49.5,0.0,0.0,49.66,49.66,0.0,0.0
2017-03-05,49.52,49.52,0.0,0.0,49.63,49.63,0.0,0.0,49.45,49.45,0.0,0.0,49.51,49.51,0.0,0.0
2017-03-12,49.63,49.63,0.0,0.0,49.63,49.63,0.0,0.0,49.26,49.26,0.0,0.0,49.37,49.37,0.0,0.0
2017-03-19,48.1,48.1,0.0,0.0,48.59,48.59,0.0,0.0,48.02,48.02,0.0,0.0,48.51,48.51,0.0,0.0
2017-03-26,49.16,49.16,0.0,0.0,49.26,49.26,0.0,0.0,48.68,48.68,0.0,0.0,48.98,48.98,0.0,0.0
2017-04-02,48.92,48.92,0.0,0.0,49.19,49.19,0.0,0.0,48.85,48.85,0.0,0.0,49.04,49.04,0.0,0.0
2017-04-09,48.56,48.56,0.0,0.0,48.89,48.89,0.0,0.0,48.55,48.55,0.0,0.0,48.88,48.88,0.0,0.0
2017-04-16,49.6,49.6,0.0,0.0,49.62,49.62,0.0,0.0,49.39,49.39,0.0,0.0,49.55,49.55,0.0,0.0
2017-04-23,49.72,49.72,0.0,0.0,49.72,49.72,0.0,0.0,49.46,49.46,0.0,0.0,49.46,49.46,0.0,0.0
2017-04-30,49.58,49.58,0.0,0.0,49.58,49.58,0.0,0.0,49.37,49.37,0.0,0.0,49.47,49.47,0.0,0.0
2017-05-07,49.21,49.21,0.0,0.0,49.44,49.44,0.0,0.0,49.21,49.21,0.0,0.0,49.32,49.32,0.0,0.0
2017-05-14,48.9,48.9,0.0,0.0,49.11,49.11,0.0,0.0,48.89,48.89,0.0,0.0,49.07,49.07,0.0,0.0
2017-05-21,49.54,49.54,0.0,0.0,49.56,49.56,0.0,0.0,49.47,49.47,0.0,0.0,49.54,49.54,0.0,0.0
2017-05-28,50.28,50.28,0.0,0.0,50.28,50.28,0.0,0.0,50.1,50.1,0.0,0.0,50.16,50.16,0.0,0.0
2017-06-04,50.28,50.28,0.0,0.0,50.59,50.59,0.0,0.0,50.28,50.28,0.0,0.0,50.44,50.44,0.0,0.0
2017-06-11,50.61,50.61,0.0,0.0,50.78,50.78,0.0,0.0,50.57,50.57,0.0,0.0,50.73,50.73,0.0,0.0
2017-06-18,50.11,50.11,0.0,0.0,50.32,50.32,0.0,0.0,50.11,50.11,0.0,0.0,50.22,50.22,0.0,0.0
2017-06-25,50.46,50.46,0.0,0.0,50.66,50.66,0.0,0.0,50.44,50.44,0.0,0.0,50.46,50.46,0.0,0.0
2017-07-02,50.04,50.04,0.0,0.0,50.14,50.14,0.0,0.0,50.02,50.02,0.0,0.0,50.04,50.04,0.0,0.0
2017-07-09,50.61,50.61,0.0,0.0,50.88,50.88,0.0,0.0,50.61,50.61,0.0,0.0,50.79,50.79,0.0,0.0
2017-07-16,50.97,50.97,0.0,0.0,51.04,51.04,0.0,0.0,50.86,50.86,0.0,0.0,50.9,50.9,0.0,0.0
2017-07-23,51.0,51.0,0.0,0.0,51.02,51.02,0.0,0.0,50.85,50.85,0.0,0.0,50.97,50.97,0.0,0.0
2017-07-30,50.78,50.78,0.0,0.0,50.88,50.88,0.0,0.0,50.76,50.76,0.0,0.0,50.85,50.85,0.0,0.0
2017-08-06,50.17,50.17,0.0,0.0,50.39,50.39,0.0,0.0,50.15,50.15,0.0,0.0,50.26,50.26,0.0,0.0
2017-08-13,49.14,49.14,0.0,0.0,49.31,49.31,0.0,0.0,49.07,49.07,0.0,0.0,49.25,49.25,0.0,0.0
2017-08-20,49.91,49.91,0.0,0.0,49.91,49.91,0.0,0.0,49.6,49.6,0.0,0.0,49.69,49.69,0.0,0.0
2017-08-27,50.08,50.08,0.0,0.0,50.23,50.23,0.0,0.0,50.08,50.08,0.0,0.0,50.18,50.18,0.0,0.0
2017-09-03,50.11,50.11,0.0,0.0,50.44,50.44,0.0,0.0,50.11,50.11,0.0,0.0,50.39,50.39,0.0,0.0
2017-09-10,50.84,50.84,0.0,0.0,50.97,50.97,0.0,0.0,50.7,50.7,0.0,0.0,50.78,50.78,0.0,0.0
2017-09-17,50.48,50.48,0.0,0.0,50.84,50.84,0.0,0.0,50.48,50.48,0.0,0.0,50.82,50.82,0.0,0.0
2017-09-24,51.2,51.2,0.0,0.0,51.44,51.44,0.0,0.0,51.1,51.1,0.0,0.0,51.44,51.44,0.0,0.0
2017-10-01,51.72,51.72,0.0,0.0,51.72,51.72,0.0,0.0,51.28,51.28,0.0,0.0,51.31,51.31,0.0,0.0
2017-10-08,51.55,51.55,0.0,0.0,51.61,51.61,0.0,0.0,51.39,51.39,0.0,0.0,51.48,51.48,0.0,0.0
2017-10-15,52.24,52.24,0.0,0.0,52.34,52.34,0.0,0.0,51.98,51.98,0.0,0.0,51.99,51.99,0.0,0.0
2017-10-22,51.52,51.52,0.0,0.0,51.64,51.64,0.0,0.0,51.39,51.39,0.0,0.0,51.46,51.46,0.0,0.0
2017-10-29,51.58,51.58,0.0,0.0,51.78,51.78,0.0,0.0,51.58,51.58,0.0,0.0,51.72,51.72,0.0,0.0
2017-11-05,51.63,51.63,0.0,0.0,51.85,51.85,0.0,0.0,51.6,51.6,0.0,0.0,51.77,51.77,0.0,0.0
2017-11-12,52.03,52.03,0.0,0.0,52.12,52.12,0.0,0.0,51.92,51.92,0.0,0.0,52.07,52.07,0.0,0.0
2017-11-19,52.14,52.14,0.0,0.0,52.23,52.23,0.0,0.0,52.1,52.1,0.0,0.0,52.17,52.17,0.0,0.0
2017-11-26,54.22,54.22,0.0,0.0,54.63,54.63,0.0,0.0,54.22,54.22,0.0,0.0,54.26,54.26,0.0,0.0
2017-12-03,54.44,54.44,0.0,0.0,54.5,54.5,0.0,0.0,54.31,54.31,0.0,0.0,54.49,54.49,0.0,0.0
2017-12-10,54.89,54.89,0.0,0.0,55.05,55.05,0.0,0.0,54.87,54.87,0.0,0.0,54.99,54.99,0.0,0.0
2017-12-17,54.83,54.83,0.0,0.0,54.83,54.83,0.0,0.0,54.71,54.71,0.0,0.0,54.78,54.78,0.0,0.0
2017-12-24,55.17,55.17,0.0,0.0,55.17,55.17,0.0,0.0,54.62,54.62,0.0,0.0,54.63,54.63,0.0,0.0
2017-12-31,55.39,55.39,0.0,0.0,55.55,55.55,0.0,0.0,55.27,55.27,0.0,0.0,55.54,55.54,0.0,0.0
2018-01-07,56.27,56.27,0.0,0.0,56.5,56.5,0.0,0.0,56.21,56.21,0.0,0.0,56.5,56.5,0.0,0.0
2018-01-14,56.73,56.73,0.0,0.0,57.14,57.14,0.0,0.0,56.69,56.69,0.0,0.0,57.14,57.14,0.0,0.0
2018-01-21,57.51,57.51,0.0,0.0,57.68,57.68,0.0,0.0,57.28,57.28,0.0,0.0,57.33,57.33,0.0,0.0
2018-01-28,54.75,54.75,0.0,0.0,55.13,55.13,0.0,0.0,53.07,53.07,0.0,0.0,53.11,53.11,0.0,0.0
2018-02-04,52.96,52.96,0.0,0.0,53.45,53.45,0.0,0.0,52.55,52.55,0.0,0.0,53.14,53.14,0.0,0.0
2018-02-11,54.33,54.33,0.0,0.0,54.85,54.85,0.0,0.0,54.33,54.33,0.0,0.0,54.57,54.57,0.0,0.0
2018-02-18,54.82,54.82,0.0,0.0,55.04,55.04,0.0,0.0,54.54,54.54,0.0,0.0,55.0,55.0,0.0,0.0
2018-02-25,53.05,53.05,0.0,0.0,54.1,54.1,0.0,0.0,53.05,53.05,0.0,0.0,54.01,54.01,0.0,0.0
2018-03-04,54.88,54.88,0.0,0.0,54.88,54.88,0.0,0.0,54.52,54.52,0.0,0.0,54.65,54.65,0.0,0.0
2018-03-11,54.16,54.16,0.0,0.0,54.16,54.16,0.0,0.0,53.41,53.41,0.0,0.0,53.7,53.7,0.0,0.0
2018-03-18,52.11,52.11,0.0,0.0,52.61,52.61,0.0,0.0,51.74,51.74,0.0,0.0,52.58,52.58,0.0,0.0
2018-03-25,52.69,52.69,0.0,0.0,52.69,52.69,0.0,0.0,51.11,51.11,0.0,0.0,51.57,51.57,0.0,0.0
2018-04-01,52.5,52.5,0.0,0.0,52.95,52.95,0.0,0.0,52.22,52.22,0.0,0.0,52.22,52.22,0.0,0.0
2018-04-08,52.98,52.98,0.0,0.0,53.4,53.4,0.0,0.0,52.78,52.78,0.0,0.0,53.22,53.22,0.0,0.0
2018-04-15,53.21,53.21,0.0,0.0,53.4,53.4,0.0,0.0,53.08,53.08,0.0,0.0,53.29,53.29,0.0,0.0
2018-04-22,53.45,53.45,0.0,0.0,53.53,53.53,0.0,0.0,52.74,52.74,0.0,0.0,52.74,52.74,0.0,0.0
2018-04-29,52.6,52.6,0.0,0.0,52.63,52.63,0.0,0.0,52.31,52.31,0.0,0.0,52.39,52.39,0.0,0.0
2018-05-06,53.16,53.16,0.0,0.0,53.23,53.23,0.0,0.0,53.0,53.0,0.0,0.0,53.05,53.05,0.0,0.0
2018-05-13,53.35,53.35,0.0,0.0,53.49,53.49,0.0,0.0,53.29,53.29,0.0,0.0,53.37,53.37,0.0,0.0
2018-05-20,52.97,52.97,0.0,0.0,53.02,53.02,0.0,0.0,52.8,52.8,0.0,0.0,52.94,52.94,0.0,0.0
2018-05-27,52.89,52.89,0.0,0.0,53.12,53.12,0.0,0.0,52.86,52.86,0.0,0.0,52.92,52.92,0.0,0.0
2018-06-03,53.67,53.67,0.0,0.0,53.95,53.95,0.0,0.0,53.67,53.67,0.0,0.0,53.83,53.83,0.0,0.0
2018-06-10,53.44,53.44,0.0,0.0,53.63,53.63,0.0,0.0,53.36,53.36,0.0,0.0,53.53,53.53,0.0,0.0
2018-06-17,53.02,53.02,0.0,0.0,53.08,53.08,0.0,0.0,52.43,52.43,0.0,0.0,52.72,52.72,0.0,0.0
2018-06-24,52.11,52.11,0.0,0.0,52.28,52.28,0.0,0.0,51.91,51.91,0.0,0.0,52.28,52.28,0.0,0.0
2018-07-01,53.19,53.19,0.0,0.0,53.54,53.54,0.0,0.0,53.18,53.18,0.0,0.0,53.46,53.46,0.0,0.0
2018-07-08,53.13,53.13,0.0,0.0,53.13,53.13,0.0,0.0,52.93,52.93,0.0,0.0,53.07,53.07,0.0,0.0
2018-07-15,53.02,53.02,0.0,0.0,53.24,53.24,0.0,0.0,52.98,52.98,0.0,0.0,53.15,53.15,0.0,0.0
2018-07-22,53.78,53.78,0.0,0.0,54.04,54.04,0.0,0.0,53.78,53.78,0.0,0.0,53.86,53.86,0.0,0.0
2018-07-29,54.0,54.0,0.0,0.0,54.26,54.26,0.0,0.0,54.0,54.0,0.0,0.0,54.14,54.14,0.0,0.0
2018-08-05,53.88,53.88,0.0,0.0,53.88,53.88,0.0,0.0,53.45,53.45,0.0,0.0,53.53,53.53,0.0,0.0
2018-08-12,54.61,54.61,0.0,0.0,54.88,54.88,0.0,0.0,54.61,54.61,0.0,0.0,54.83,54.83,0.0,0.0
2018-08-19,54.86,54.86,0.0,0.0,55.14,55.14,0.0,0.0,54.86,54.86,0.0,0.0,54.99,54.99,0.0,0.0
2018-08-26,54.57,54.57,0.0,0.0,54.75,54.75,0.0,0.0,54.43,54.43,0.0,0.0,54.67,54.67,0.0,0.0
2018-09-02,54.61,54.61,0.0,0.0,54.86,54.86,0.0,0.0,54.57,54.57,0.0,0.0,54.59,54.59,0.0,0.0
2018-09-09,54.73,54.73,0.0,0.0,54.92,54.92,0.0,0.0,54.62,54.62,0.0,0.0,54.63,54.63,0.0,0.0
2018-09-16,55.31,55.31,0.0,0.0,55.37,55.37,0.0,0.0,54.82,54.82,0.0,0.0,54.85,54.85,0.0,0.0
2018-09-23,54.44,54.44,0.0,0.0,54.44,54.44,0.0,0.0,54.06,54.06,0.0,0.0,54.12,54.12,0.0,0.0
2018-09-30,53.72,53.72,0.0,0.0,54.23,54.23,0.0,0.0,53.72,53.72,0.0,0.0,54.17,54.17,0.0,0.0
2018-10-07,51.38,51.38,0.0,0.0,51.88,51.88,0.0,0.0,51.34,51.34,0.0,0.0,51.52,51.52,0.0,0.0
2018-10-14,51.93,51.93,0.0,0.0,51.93,51.93,0.0,0.0,51.27,51.27,0.0,0.0,51.34,51.34,0.0,0.0
2018-10-21,50.07,50.07,0.0,0.0,50.54,50.54,0.0,0.0,49.35,49.35,0.0,0.0,49.81,49.81,0.0,0.0
2018-10-28,51.52,51.52,0.0,0.0,52.02,52.02,0.0,0.0,51.52,51.52,0.0,0.0,51.94,51.94,0.0,0.0
2018-11-04,52.29,52.29,0.0,0.0,52.31,52.31,0.0,0.0,51.72,51.72,0.0,0.0,51.76,51.76,0.0,0.0
2018-11-11,51.85,51.85,0.0,0.0,51.97,51.97,0.0,0.0,51.35,51.35,0.0,0.0,51.54,51.54,0.0,0.0
2018-11-18,51.2,51.2,0.0,0.0,51.51,51.51,0.0,0.0,51.16,51.16,0.0,0.0,51.45,51.45,0.0,0.0
2018-11-25,52.54,52.54,0.0,0.0,52.81,52.81,0.0,0.0,52.16,52.16,0.0,0.0,52.56,52.56,0.0,0.0
2018-12-02,49.79,49.79,0.0,0.0,49.79,49.79,0.0,0.0,48.58,48.58,0.0,0.0,49.47,49.47,0.0,0.0
2018-12-09,48.61,48.61,0.0,0.0,48.88,48.88,0.0,0.0,47.62,47.62,0.0,0.0,47.86,47.86,0.0,0.0
2018-12-16,44.8,44.8,0.0,0.0,44.93,44.93,0.0,0.0,43.92,43.92,0.0,0.0,43.92,43.92,0.0,0.0
2018-12-23,46.13,46.13,0.0,0.0,46.23,46.23,0.0,0.0,45.64,45.64,0.0,0.0,46.23,46.23,0.0,0.0
2018-12-30,47.14,47.14,0.0,0.0,47.92,47.92,0.0,0.0,46.98,46.98,0.0,0.0,47.58,47.58,0.0,0.0
2019-01-06,48.21,48.21,0.0,0.0,48.57,48.57,0.0,0.0,48.0,48.0,0.0,0.0,48.3,48.3,0.0,0.0
2019-01-13,49.42,49.42,0.0,0.0,49.96,49.96,0.0,0.0,49.36,49.36,0.0,0.0,49.85,49.85,0.0,0.0
2019-01-20,49.67,49.67,0.0,0.0,49.88,49.88,0.0,0.0,49.48,49.48,0.0,0.0,49.86,49.86,0.0,0.0
2019-01-27,50.85,50.85,0.0,0.0,51.03,51.03,0.0,0.0,50.59,50.59,0.0,0.0,51.03,51.03,0.0,0.0
2019-02-03,50.81,50.81,0.0,0.0,50.81,50.81,0.0,0.0,50.59,50.59,0.0,0.0,50.76,50.76,0.0,0.0
2019-02-10,51.73,51.73,0.0,0.0,52.04,52.04,0.0,0.0,51.69,51.69,0.0,0.0,52.02,52.02,0.0,0.0
2019-02-17,52.68,52.68,0.0,0.0,52.76,52.76,0.0,0.0,52.38,52.38,0.0,0.0,52.4,52.4,0.0,0.0
2019-02-24,52.28,52.28,0.0,0.0,52.42,52.42,0.0,0.0,51.49,51.49,0.0,0.0,51.97,51.97,0.0,0.0
2019-03-03,51.07,51.07,0.0,0.0,51.57,51.57,0.0,0.0,51.07,51.07,0.0,0.0,51.57,51.57,0.0,0.0
2019-03-10,52.0,52.0,0.0,0.0,52.32,52.32,0.0,0.0,52.0,52.0,0.0,0.0,52.29,52.29,0.0,0.0
2019-03-17,50.78,50.78,0.0,0.0,51.08,51.08,0.0,0.0,50.6,50.6,0.0,0.0,50.78,50.78,0.0,0.0
2019-03-24,52.0,52.0,0.0,0.0,52.39,52.39,0.0,0.0,51.96,51.96,0.0,0.0,52.37,52.37,0.0,0.0
2019-03-31,52.92,52.92,0.0,0.0,53.04,53.04,0.0,0.0,52.82,52.82,0.0,0.0,53.04,53.04,0.0,0.0
2019-04-07,53.55,53.55,0.0,0.0,53.55,53.55,0.0,0.0,53.25,53.25,0.0,0.0,53.3,53.3,0.0,0.0
2019-04-14,53.55,53.55,0.0,0.0,53.55,53.55,0.0,0.0,53.23,53.23,0.0,0.0,53.35,53.35,0.0,0.0
2019-04-21,53.51,53.51,0.0,0.0,53.82,53.82,0.0,0.0,53.5,53.5,0.0,0.0,53.65,53.65,0.0,0.0
2019-04-28,52.74,52.74,0.0,0.0,53.29,53.29,0.0,0.0,52.63,52.63,0.0,0.0,53.18,53.18,0.0,0.0
2019-05-05,51.14,51.14,0.0,0.0,51.14,51.14,0.0,0.0,50.25,50.25,0.0,0.0,50.45,50.45,0.0,0.0
2019-05-12,50.85,50.85,0.0,0.0,51.13,51.13,0.0,0.0,50.68,50.68,0.0,0.0,50.83,50.83,0.0,0.0
2019-05-19,50.24,50.24,0.0,0.0,50.32,50.32,0.0,0.0,49.92,49.92,0.0,0.0,50.14,50.14,0.0,0.0
2019-05-26,48.28,48.28,0.0,0.0,48.92,48.92,0.0,0.0,48.28,48.28,0.0,0.0,48.76,48.76,0.0,0.0
2019-06-02,50.83,50.83,0.0,0.0,51.09,51.09,0.0,0.0,50.71,50.71,0.0,0.0,50.75,50.75,0.0,0.0
2019-06-09,50.71,50.71,0.0,0.0,50.78,50.78,0.0,0.0,50.52,50.52,0.0,0.0,50.53,50.53,0.0,0.0
2019-06-16,51.51,51.51,0.0,0.0,51.64,51.64,0.0,0.0,51.29,51.29,0.0,0.0,51.31,51.31,0.0,0.0
2019-06-23,52.76,52.76,0.0,0.0,52.91,52.91,0.0,0.0,52.25,52.25,0.0,0.0,52.51,52.51,0.0,0.0
2019-06-30,52.39,52.39,0.0,0.0,52.68,52.68,0.0,0.0,52.18,52.18,0.0,0.0,52.31,52.31,0.0,0.0
2019-07-07,52.96,52.96,0.0,0.0,52.96,52.96,0.0,0.0,52.6,52.6,0.0,0.0,52.76,52.76,0.0,0.0
2019-07-14,52.49,52.49,0.0,0.0,52.55,52.55,0.0,0.0,52.17,52.17,0.0,0.0,52.31,52.31,0.0,0.0
2019-07-21,53.28,53.28,0.0,0.0,53.31,53.31,0.0,0.0,53.07,53.07,0.0,0.0,53.17,53.17,0.0,0.0
