Date,John Hancock Multifactor Health Care_Open_average,John Hancock Multifactor Health Care_Open_max,John Hancock Multifactor Health Care_Open_volatility,John Hancock Multifactor Health Care_Open_change,John Hancock Multifactor Health Care_High_average,John Hancock Multifactor Health Care_High_max,John Hancock Multifactor Health Care_High_volatility,John Hancock Multifactor Health Care_High_change,John Hancock Multifactor Health Care_Low_average,John Hancock Multifactor Health Care_Low_max,John Hancock Multifactor Health Care_Low_volatility,John Hancock Multifactor Health Care_Low_change,John Hancock Multifactor Health Care_Close_average,John Hancock Multifactor Health Care_Close_max,John Hancock Multifactor Health Care_Close_volatility,John Hancock Multifactor Health Care_Close_change
2017-04-09,27.9,27.9,0.0,0.0,27.9,27.9,0.0,0.0,27.9,27.9,0.0,0.0,27.9,27.9,0.0,0.0
2017-04-16,28.34,28.34,0.0,0.0,28.5,28.5,0.0,0.0,28.16,28.16,0.0,0.0,28.2,28.2,0.0,0.0
2017-04-23,28.58,28.58,0.0,0.0,28.72,28.72,0.0,0.0,28.58,28.58,0.0,0.0,28.68,28.68,0.0,0.0
2017-04-30,28.86,28.86,0.0,0.0,28.86,28.86,0.0,0.0,28.61,28.61,0.0,0.0,28.61,28.61,0.0,0.0
2017-05-07,28.65,28.65,0.0,0.0,28.73,28.73,0.0,0.0,28.65,28.65,0.0,0.0,28.73,28.73,0.0,0.0
2017-05-14,28.52,28.52,0.0,0.0,28.54,28.54,0.0,0.0,28.52,28.52,0.0,0.0,28.54,28.54,0.0,0.0
2017-05-21,28.83,28.83,0.0,0.0,28.83,28.83,0.0,0.0,28.83,28.83,0.0,0.0,28.83,28.83,0.0,0.0
2017-05-28,29.36,29.36,0.0,0.0,29.36,29.36,0.0,0.0,29.25,29.25,0.0,0.0,29.25,29.25,0.0,0.0
2017-06-04,29.33,29.33,0.0,0.0,29.34,29.34,0.0,0.0,29.14,29.14,0.0,0.0,29.23,29.23,0.0,0.0
2017-06-11,29.88,29.88,0.0,0.0,29.88,29.88,0.0,0.0,29.84,29.84,0.0,0.0,29.84,29.84,0.0,0.0
2017-06-18,30.42,30.42,0.0,0.0,30.42,30.42,0.0,0.0,30.32,30.32,0.0,0.0,30.37,30.37,0.0,0.0
2017-06-25,30.1,30.1,0.0,0.0,30.14,30.14,0.0,0.0,30.06,30.06,0.0,0.0,30.06,30.06,0.0,0.0
2017-07-02,29.86,29.86,0.0,0.0,29.9,29.9,0.0,0.0,29.83,29.83,0.0,0.0,29.83,29.83,0.0,0.0
2017-07-09,30.23,30.23,0.0,0.0,30.29,30.29,0.0,0.0,30.2,30.2,0.0,0.0,30.21,30.21,0.0,0.0
2017-07-16,30.42,30.42,0.0,0.0,30.6,30.6,0.0,0.0,30.42,30.42,0.0,0.0,30.54,30.54,0.0,0.0
2017-07-23,30.15,30.15,0.0,0.0,30.15,30.15,0.0,0.0,30.01,30.01,0.0,0.0,30.01,30.01,0.0,0.0
2017-07-30,29.77,29.77,0.0,0.0,29.77,29.77,0.0,0.0,29.74,29.74,0.0,0.0,29.74,29.74,0.0,0.0
2017-08-06,29.49,29.49,0.0,0.0,29.49,29.49,0.0,0.0,29.49,29.49,0.0,0.0,29.49,29.49,0.0,0.0
2017-08-13,29.08,29.08,0.0,0.0,29.23,29.23,0.0,0.0,29.08,29.08,0.0,0.0,29.23,29.23,0.0,0.0
2017-08-20,29.57,29.57,0.0,0.0,29.57,29.57,0.0,0.0,29.54,29.54,0.0,0.0,29.54,29.54,0.0,0.0
2017-08-27,30.21,30.21,0.0,0.0,30.34,30.34,0.0,0.0,30.21,30.21,0.0,0.0,30.24,30.24,0.0,0.0
2017-09-03,30.47,30.47,0.0,0.0,30.89,30.89,0.0,0.0,30.47,30.47,0.0,0.0,30.89,30.89,0.0,0.0
2017-09-10,30.68,30.68,0.0,0.0,30.68,30.68,0.0,0.0,30.59,30.59,0.0,0.0,30.59,30.59,0.0,0.0
2017-09-17,30.21,30.21,0.0,0.0,30.25,30.25,0.0,0.0,30.11,30.11,0.0,0.0,30.11,30.11,0.0,0.0
2017-09-24,30.5,30.5,0.0,0.0,30.62,30.62,0.0,0.0,30.37,30.37,0.0,0.0,30.62,30.62,0.0,0.0
2017-10-01,30.63,30.63,0.0,0.0,30.63,30.63,0.0,0.0,30.47,30.47,0.0,0.0,30.47,30.47,0.0,0.0
2017-10-08,30.61,30.61,0.0,0.0,30.61,30.61,0.0,0.0,30.34,30.34,0.0,0.0,30.34,30.34,0.0,0.0
2017-10-15,31.46,31.46,0.0,0.0,31.46,31.46,0.0,0.0,30.97,30.97,0.0,0.0,30.97,30.97,0.0,0.0
2017-10-22,30.6,30.6,0.0,0.0,30.6,30.6,0.0,0.0,30.26,30.26,0.0,0.0,30.26,30.26,0.0,0.0
2017-10-29,30.37,30.37,0.0,0.0,30.37,30.37,0.0,0.0,30.37,30.37,0.0,0.0,30.37,30.37,0.0,0.0
2017-11-05,30.12,30.12,0.0,0.0,30.17,30.17,0.0,0.0,30.12,30.12,0.0,0.0,30.14,30.14,0.0,0.0
2017-11-12,30.07,30.07,0.0,0.0,30.07,30.07,0.0,0.0,30.07,30.07,0.0,0.0,30.07,30.07,0.0,0.0
2017-11-19,30.46,30.46,0.0,0.0,30.51,30.51,0.0,0.0,30.4,30.4,0.0,0.0,30.48,30.48,0.0,0.0
2017-11-26,31.31,31.31,0.0,0.0,31.38,31.38,0.0,0.0,30.89,30.89,0.0,0.0,30.89,30.89,0.0,0.0
2017-12-03,31.2,31.2,0.0,0.0,31.2,31.2,0.0,0.0,31.13,31.13,0.0,0.0,31.18,31.18,0.0,0.0
2017-12-10,31.45,31.45,0.0,0.0,31.5,31.5,0.0,0.0,31.45,31.45,0.0,0.0,31.5,31.5,0.0,0.0
2017-12-17,30.94,30.94,0.0,0.0,31.29,31.29,0.0,0.0,30.94,30.94,0.0,0.0,31.18,31.18,0.0,0.0
2017-12-24,31.17,31.17,0.0,0.0,31.3,31.3,0.0,0.0,31.14,31.14,0.0,0.0,31.14,31.14,0.0,0.0
2017-12-31,32.33,32.33,0.0,0.0,32.33,32.33,0.0,0.0,31.78,31.78,0.0,0.0,31.97,31.97,0.0,0.0
2018-01-07,32.57,32.57,0.0,0.0,32.68,32.68,0.0,0.0,32.57,32.57,0.0,0.0,32.62,32.62,0.0,0.0
2018-01-14,33.45,33.45,0.0,0.0,33.48,33.48,0.0,0.0,33.4,33.4,0.0,0.0,33.46,33.46,0.0,0.0
2018-01-21,34.38,34.38,0.0,0.0,34.56,34.56,0.0,0.0,34.38,34.38,0.0,0.0,34.45,34.45,0.0,0.0
2018-01-28,32.7,32.7,0.0,0.0,32.73,32.73,0.0,0.0,31.73,31.73,0.0,0.0,31.73,31.73,0.0,0.0
2018-02-04,31.37,31.37,0.0,0.0,31.37,31.37,0.0,0.0,31.15,31.15,0.0,0.0,31.3,31.3,0.0,0.0
2018-02-11,32.21,32.21,0.0,0.0,32.49,32.49,0.0,0.0,32.14,32.14,0.0,0.0,32.27,32.27,0.0,0.0
2018-02-18,32.21,32.21,0.0,0.0,32.43,32.43,0.0,0.0,32.21,32.21,0.0,0.0,32.43,32.43,0.0,0.0
2018-02-25,31.77,31.77,0.0,0.0,31.91,31.91,0.0,0.0,31.72,31.72,0.0,0.0,31.91,31.91,0.0,0.0
2018-03-04,32.62,32.62,0.0,0.0,32.62,32.62,0.0,0.0,32.62,32.62,0.0,0.0,32.62,32.62,0.0,0.0
2018-03-11,32.24,32.24,0.0,0.0,32.24,32.24,0.0,0.0,31.68,31.68,0.0,0.0,31.68,31.68,0.0,0.0
2018-03-18,30.51,30.51,0.0,0.0,30.82,30.82,0.0,0.0,30.51,30.51,0.0,0.0,30.82,30.82,0.0,0.0
2018-03-25,30.5,30.5,0.0,0.0,30.5,30.5,0.0,0.0,30.18,30.18,0.0,0.0,30.18,30.18,0.0,0.0
2018-04-01,30.4,30.4,0.0,0.0,30.7,30.7,0.0,0.0,30.4,30.4,0.0,0.0,30.67,30.67,0.0,0.0
2018-04-08,31.41,31.41,0.0,0.0,31.41,31.41,0.0,0.0,31.12,31.12,0.0,0.0,31.2,31.2,0.0,0.0
2018-04-15,31.2,31.2,0.0,0.0,31.2,31.2,0.0,0.0,31.15,31.15,0.0,0.0,31.15,31.15,0.0,0.0
2018-04-22,31.5,31.5,0.0,0.0,31.5,31.5,0.0,0.0,31.36,31.36,0.0,0.0,31.36,31.36,0.0,0.0
2018-04-29,30.85,30.85,0.0,0.0,30.87,30.87,0.0,0.0,30.77,30.77,0.0,0.0,30.77,30.77,0.0,0.0
2018-05-06,31.56,31.56,0.0,0.0,31.78,31.78,0.0,0.0,31.56,31.56,0.0,0.0,31.69,31.69,0.0,0.0
2018-05-13,31.89,31.89,0.0,0.0,31.89,31.89,0.0,0.0,31.71,31.71,0.0,0.0,31.71,31.71,0.0,0.0
2018-05-20,31.77,31.77,0.0,0.0,31.77,31.77,0.0,0.0,31.64,31.64,0.0,0.0,31.7,31.7,0.0,0.0
2018-05-27,31.88,31.88,0.0,0.0,32.01,32.01,0.0,0.0,31.88,31.88,0.0,0.0,32.01,32.01,0.0,0.0
2018-06-03,32.47,32.47,0.0,0.0,32.72,32.72,0.0,0.0,32.47,32.47,0.0,0.0,32.71,32.71,0.0,0.0
2018-06-10,32.67,32.67,0.0,0.0,32.67,32.67,0.0,0.0,32.62,32.62,0.0,0.0,32.63,32.63,0.0,0.0
2018-06-17,32.67,32.67,0.0,0.0,32.67,32.67,0.0,0.0,32.23,32.23,0.0,0.0,32.41,32.41,0.0,0.0
2018-06-24,31.83,31.83,0.0,0.0,32.03,32.03,0.0,0.0,31.81,31.81,0.0,0.0,32.02,32.02,0.0,0.0
2018-07-01,33.16,33.16,0.0,0.0,33.16,33.16,0.0,0.0,33.16,33.16,0.0,0.0,33.16,33.16,0.0,0.0
2018-07-08,33.34,33.34,0.0,0.0,33.34,33.34,0.0,0.0,33.29,33.29,0.0,0.0,33.33,33.33,0.0,0.0
2018-07-15,33.33,33.33,0.0,0.0,33.47,33.47,0.0,0.0,33.33,33.33,0.0,0.0,33.47,33.47,0.0,0.0
2018-07-22,33.41,33.41,0.0,0.0,33.43,33.43,0.0,0.0,33.41,33.41,0.0,0.0,33.42,33.42,0.0,0.0
2018-07-29,34.27,34.27,0.0,0.0,34.36,34.36,0.0,0.0,34.25,34.25,0.0,0.0,34.26,34.26,0.0,0.0
2018-08-05,34.24,34.24,0.0,0.0,34.24,34.24,0.0,0.0,34.06,34.06,0.0,0.0,34.1,34.1,0.0,0.0
2018-08-12,34.62,34.62,0.0,0.0,34.66,34.66,0.0,0.0,34.56,34.56,0.0,0.0,34.63,34.63,0.0,0.0
2018-08-19,34.95,34.95,0.0,0.0,35.04,35.04,0.0,0.0,34.95,34.95,0.0,0.0,35.01,35.01,0.0,0.0
2018-08-26,35.19,35.19,0.0,0.0,35.19,35.19,0.0,0.0,35.16,35.16,0.0,0.0,35.17,35.17,0.0,0.0
2018-09-02,35.05,35.05,0.0,0.0,35.05,35.05,0.0,0.0,34.91,34.91,0.0,0.0,34.93,34.93,0.0,0.0
2018-09-09,35.24,35.24,0.0,0.0,35.24,35.24,0.0,0.0,35.18,35.18,0.0,0.0,35.18,35.18,0.0,0.0
2018-09-16,35.79,35.79,0.0,0.0,35.82,35.82,0.0,0.0,35.64,35.64,0.0,0.0,35.78,35.78,0.0,0.0
2018-09-23,36.28,36.28,0.0,0.0,36.43,36.43,0.0,0.0,36.15,36.15,0.0,0.0,36.25,36.25,0.0,0.0
2018-09-30,35.2,35.2,0.0,0.0,35.42,35.42,0.0,0.0,35.2,35.2,0.0,0.0,35.42,35.42,0.0,0.0
2018-10-07,34.17,34.17,0.0,0.0,34.26,34.26,0.0,0.0,34.17,34.17,0.0,0.0,34.2,34.2,0.0,0.0
2018-10-14,34.55,34.55,0.0,0.0,34.55,34.55,0.0,0.0,34.0,34.0,0.0,0.0,34.23,34.23,0.0,0.0
2018-10-21,33.18,33.18,0.0,0.0,33.3,33.3,0.0,0.0,32.49,32.49,0.0,0.0,32.86,32.86,0.0,0.0
2018-10-28,33.73,33.73,0.0,0.0,33.9,33.9,0.0,0.0,33.71,33.71,0.0,0.0,33.77,33.77,0.0,0.0
2018-11-04,34.63,34.63,0.0,0.0,34.66,34.66,0.0,0.0,34.2,34.2,0.0,0.0,34.22,34.22,0.0,0.0
2018-11-11,34.01,34.01,0.0,0.0,34.01,34.01,0.0,0.0,33.59,33.59,0.0,0.0,33.63,33.63,0.0,0.0
2018-11-18,33.66,33.66,0.0,0.0,33.77,33.77,0.0,0.0,33.61,33.61,0.0,0.0,33.75,33.75,0.0,0.0
2018-11-25,35.37,35.37,0.0,0.0,35.5,35.5,0.0,0.0,35.29,35.29,0.0,0.0,35.44,35.44,0.0,0.0
2018-12-02,33.41,33.41,0.0,0.0,33.62,33.62,0.0,0.0,32.93,32.93,0.0,0.0,33.62,33.62,0.0,0.0
2018-12-09,32.62,32.62,0.0,0.0,32.74,32.74,0.0,0.0,32.01,32.01,0.0,0.0,32.15,32.15,0.0,0.0
2018-12-16,30.04,30.04,0.0,0.0,30.04,30.04,0.0,0.0,29.46,29.46,0.0,0.0,29.55,29.55,0.0,0.0
2018-12-23,31.37,31.37,0.0,0.0,31.55,31.55,0.0,0.0,31.36,31.36,0.0,0.0,31.54,31.54,0.0,0.0
2018-12-30,31.55,31.55,0.0,0.0,32.04,32.04,0.0,0.0,31.55,31.55,0.0,0.0,31.82,31.82,0.0,0.0
2019-01-06,32.39,32.39,0.0,0.0,32.39,32.39,0.0,0.0,32.28,32.28,0.0,0.0,32.28,32.28,0.0,0.0
2019-01-13,33.33,33.33,0.0,0.0,33.51,33.51,0.0,0.0,33.33,33.33,0.0,0.0,33.45,33.45,0.0,0.0
2019-01-20,34.22,34.22,0.0,0.0,34.22,34.22,0.0,0.0,32.79,32.79,0.0,0.0,32.88,32.88,0.0,0.0
2019-01-27,33.69,33.69,0.0,0.0,33.84,33.84,0.0,0.0,33.63,33.63,0.0,0.0,33.84,33.84,0.0,0.0
2019-02-03,33.53,33.53,0.0,0.0,33.57,33.57,0.0,0.0,33.53,33.53,0.0,0.0,33.57,33.57,0.0,0.0
2019-02-10,34.45,34.45,0.0,0.0,34.74,34.74,0.0,0.0,34.45,34.45,0.0,0.0,34.74,34.74,0.0,0.0
2019-02-17,34.65,34.65,0.0,0.0,34.79,34.79,0.0,0.0,34.49,34.49,0.0,0.0,34.56,34.56,0.0,0.0
2019-02-24,34.63,34.63,0.0,0.0,34.71,34.71,0.0,0.0,33.89,33.89,0.0,0.0,34.1,34.1,0.0,0.0
2019-03-03,33.21,33.21,0.0,0.0,33.56,33.56,0.0,0.0,33.21,33.21,0.0,0.0,33.53,33.53,0.0,0.0
2019-03-10,34.27,34.27,0.0,0.0,34.29,34.29,0.0,0.0,34.17,34.17,0.0,0.0,34.29,34.29,0.0,0.0
2019-03-17,33.9,33.9,0.0,0.0,33.9,33.9,0.0,0.0,33.74,33.74,0.0,0.0,33.75,33.75,0.0,0.0
2019-03-24,34.3,34.3,0.0,0.0,34.32,34.32,0.0,0.0,34.21,34.21,0.0,0.0,34.32,34.32,0.0,0.0
2019-03-31,34.25,34.25,0.0,0.0,34.4,34.4,0.0,0.0,34.25,34.25,0.0,0.0,34.4,34.4,0.0,0.0
2019-04-07,33.67,33.67,0.0,0.0,33.73,33.73,0.0,0.0,33.6,33.6,0.0,0.0,33.73,33.73,0.0,0.0
2019-04-14,31.96,31.96,0.0,0.0,32.04,32.04,0.0,0.0,31.89,31.89,0.0,0.0,32.04,32.04,0.0,0.0
2019-04-21,33.13,33.13,0.0,0.0,33.28,33.28,0.0,0.0,33.13,33.13,0.0,0.0,33.21,33.21,0.0,0.0
2019-04-28,33.5,33.5,0.0,0.0,33.92,33.92,0.0,0.0,33.5,33.5,0.0,0.0,33.92,33.92,0.0,0.0
2019-05-05,32.5,32.5,0.0,0.0,32.6,32.6,0.0,0.0,32.5,32.5,0.0,0.0,32.55,32.55,0.0,0.0
2019-05-12,32.75,32.75,0.0,0.0,33.0,33.0,0.0,0.0,32.75,32.75,0.0,0.0,32.93,32.93,0.0,0.0
2019-05-19,33.4,33.4,0.0,0.0,33.4,33.4,0.0,0.0,33.2,33.2,0.0,0.0,33.28,33.28,0.0,0.0
2019-05-26,32.68,32.68,0.0,0.0,32.68,32.68,0.0,0.0,32.51,32.51,0.0,0.0,32.51,32.51,0.0,0.0
2019-06-02,33.89,33.89,0.0,0.0,34.0,34.0,0.0,0.0,33.89,33.89,0.0,0.0,33.94,33.94,0.0,0.0
2019-06-09,33.96,33.96,0.0,0.0,34.11,34.11,0.0,0.0,33.96,33.96,0.0,0.0,34.11,34.11,0.0,0.0
2019-06-16,34.98,34.98,0.0,0.0,34.98,34.98,0.0,0.0,34.77,34.77,0.0,0.0,34.79,34.79,0.0,0.0
2019-06-23,34.37,34.37,0.0,0.0,34.37,34.37,0.0,0.0,34.31,34.31,0.0,0.0,34.34,34.34,0.0,0.0
2019-06-30,34.2,34.2,0.0,0.0,34.23,34.23,0.0,0.0,34.1,34.1,0.0,0.0,34.23,34.23,0.0,0.0
2019-07-07,34.34,34.34,0.0,0.0,34.34,34.34,0.0,0.0,34.31,34.31,0.0,0.0,34.31,34.31,0.0,0.0
2019-07-14,34.04,34.04,0.0,0.0,34.06,34.06,0.0,0.0,33.95,33.95,0.0,0.0,33.95,33.95,0.0,0.0
2019-07-21,34.22,34.22,0.0,0.0,34.34,34.34,0.0,0.0,34.22,34.22,0.0,0.0,34.32,34.32,0.0,0.0
2019-07-28,33.05,33.05,0.0,0.0,33.38,33.38,0.0,0.0,32.7,32.7,0.0,0.0,32.87,32.87,0.0,0.0
