Date,ProShares UltraShort Technology_Open_average,ProShares UltraShort Technology_Open_max,ProShares UltraShort Technology_Open_volatility,ProShares UltraShort Technology_Open_change,ProShares UltraShort Technology_High_average,ProShares UltraShort Technology_High_max,ProShares UltraShort Technology_High_volatility,ProShares UltraShort Technology_High_change,ProShares UltraShort Technology_Low_average,ProShares UltraShort Technology_Low_max,ProShares UltraShort Technology_Low_volatility,ProShares UltraShort Technology_Low_change,ProShares UltraShort Technology_Close_average,ProShares UltraShort Technology_Close_max,ProShares UltraShort Technology_Close_volatility,ProShares UltraShort Technology_Close_change
2017-05-07,45.08,45.08,0.0,0.0,45.2,45.2,0.0,0.0,45.0,45.0,0.0,0.0,45.05,45.05,0.0,0.0
2017-05-14,45.5,45.5,0.0,0.0,45.5,45.5,0.0,0.0,45.28,45.28,0.0,0.0,45.28,45.28,0.0,0.0
2017-05-21,44.0,44.0,0.0,0.0,44.0,44.0,0.0,0.0,44.0,44.0,0.0,0.0,44.0,44.0,0.0,0.0
2017-05-28,42.73,42.73,0.0,0.0,42.73,42.73,0.0,0.0,42.73,42.73,0.0,0.0,42.73,42.73,0.0,0.0
2017-06-04,45.9,45.9,0.0,0.0,46.96,46.96,0.0,0.0,45.46,45.46,0.0,0.0,45.94,45.94,0.0,0.0
2017-06-11,45.2,45.2,0.0,0.0,45.24,45.24,0.0,0.0,44.42,44.42,0.0,0.0,44.42,44.42,0.0,0.0
2017-06-18,43.0,43.0,0.0,0.0,44.08,44.08,0.0,0.0,43.0,43.0,0.0,0.0,44.08,44.08,0.0,0.0
2017-06-25,45.7,45.7,0.0,0.0,47.26,47.26,0.0,0.0,45.7,45.7,0.0,0.0,47.26,47.26,0.0,0.0
2017-07-02,45.58,45.58,0.0,0.0,45.82,45.82,0.0,0.0,44.76,44.76,0.0,0.0,44.88,44.88,0.0,0.0
2017-07-09,42.34,42.34,0.0,0.0,42.58,42.58,0.0,0.0,42.06,42.06,0.0,0.0,42.46,42.46,0.0,0.0
2017-07-16,41.78,41.78,0.0,0.0,41.78,41.78,0.0,0.0,41.42,41.42,0.0,0.0,41.42,41.42,0.0,0.0
2017-07-23,42.06,42.06,0.0,0.0,42.23,42.23,0.0,0.0,42.06,42.06,0.0,0.0,42.17,42.17,0.0,0.0
2017-07-30,42.2,42.2,0.0,0.0,42.2,42.2,0.0,0.0,41.74,41.74,0.0,0.0,41.74,41.74,0.0,0.0
2017-08-06,42.06,42.06,0.0,0.0,42.06,42.06,0.0,0.0,41.48,41.48,0.0,0.0,41.48,41.48,0.0,0.0
2017-08-13,42.8,42.8,0.0,0.0,43.21,43.21,0.0,0.0,42.74,42.74,0.0,0.0,43.12,43.12,0.0,0.0
2017-08-20,41.82,41.82,0.0,0.0,41.82,41.82,0.0,0.0,41.78,41.78,0.0,0.0,41.78,41.78,0.0,0.0
2017-08-27,39.98,39.98,0.0,0.0,40.01,40.01,0.0,0.0,39.82,39.82,0.0,0.0,39.87,39.87,0.0,0.0
2017-09-03,40.58,40.58,0.0,0.0,40.58,40.58,0.0,0.0,39.72,39.72,0.0,0.0,39.96,39.96,0.0,0.0
2017-09-10,39.7,39.7,0.0,0.0,39.9,39.9,0.0,0.0,39.63,39.63,0.0,0.0,39.9,39.9,0.0,0.0
2017-09-17,41.1,41.1,0.0,0.0,42.12,42.12,0.0,0.0,41.1,41.1,0.0,0.0,41.76,41.76,0.0,0.0
2017-09-24,39.23,39.23,0.0,0.0,39.8,39.8,0.0,0.0,39.23,39.23,0.0,0.0,39.5,39.5,0.0,0.0
2017-10-01,38.1,38.1,0.0,0.0,38.18,38.18,0.0,0.0,37.88,37.88,0.0,0.0,38.16,38.16,0.0,0.0
2017-10-08,37.2,37.2,0.0,0.0,37.36,37.36,0.0,0.0,37.2,37.2,0.0,0.0,37.36,37.36,0.0,0.0
2017-10-15,36.66,36.66,0.0,0.0,36.82,36.82,0.0,0.0,36.58,36.58,0.0,0.0,36.78,36.78,0.0,0.0
2017-10-22,34.5,34.5,0.0,0.0,34.5,34.5,0.0,0.0,34.36,34.36,0.0,0.0,34.36,34.36,0.0,0.0
2017-10-29,33.54,33.54,0.0,0.0,33.54,33.54,0.0,0.0,33.06,33.06,0.0,0.0,33.06,33.06,0.0,0.0
2017-11-05,33.48,33.48,0.0,0.0,33.48,33.48,0.0,0.0,33.26,33.26,0.0,0.0,33.36,33.36,0.0,0.0
2017-11-12,33.34,33.34,0.0,0.0,33.34,33.34,0.0,0.0,33.15,33.15,0.0,0.0,33.15,33.15,0.0,0.0
2017-11-19,32.36,32.36,0.0,0.0,32.38,32.38,0.0,0.0,32.14,32.14,0.0,0.0,32.38,32.38,0.0,0.0
2017-11-26,33.7,33.7,0.0,0.0,34.86,34.86,0.0,0.0,33.7,33.7,0.0,0.0,34.86,34.86,0.0,0.0
2017-12-03,33.84,33.84,0.0,0.0,33.84,33.84,0.0,0.0,33.05,33.05,0.0,0.0,33.05,33.05,0.0,0.0
2017-12-10,31.82,31.82,0.0,0.0,32.0,32.0,0.0,0.0,31.68,31.68,0.0,0.0,31.68,31.68,0.0,0.0
2017-12-17,32.42,32.42,0.0,0.0,32.42,32.42,0.0,0.0,32.42,32.42,0.0,0.0,32.42,32.42,0.0,0.0
2017-12-24,32.88,32.88,0.0,0.0,33.02,33.02,0.0,0.0,32.88,32.88,0.0,0.0,32.91,32.91,0.0,0.0
2017-12-31,30.44,30.44,0.0,0.0,30.44,30.44,0.0,0.0,30.23,30.23,0.0,0.0,30.26,30.26,0.0,0.0
2018-01-07,30.4,30.4,0.0,0.0,30.4,30.4,0.0,0.0,29.98,29.98,0.0,0.0,30.04,30.04,0.0,0.0
2018-01-14,28.92,28.92,0.0,0.0,28.92,28.92,0.0,0.0,28.76,28.76,0.0,0.0,28.84,28.84,0.0,0.0
2018-01-21,28.64,28.64,0.0,0.0,28.64,28.64,0.0,0.0,28.31,28.31,0.0,0.0,28.31,28.31,0.0,0.0
2018-01-28,31.24,31.24,0.0,0.0,32.82,32.82,0.0,0.0,29.94,29.94,0.0,0.0,32.82,32.82,0.0,0.0
2018-02-04,32.0,32.0,0.0,0.0,32.16,32.16,0.0,0.0,31.3,31.3,0.0,0.0,31.7,31.7,0.0,0.0
2018-02-11,29.12,29.12,0.0,0.0,29.12,29.12,0.0,0.0,28.54,28.54,0.0,0.0,28.94,28.94,0.0,0.0
2018-02-18,27.76,27.76,0.0,0.0,27.76,27.76,0.0,0.0,26.82,26.82,0.0,0.0,26.82,26.82,0.0,0.0
2018-02-25,28.66,28.66,0.0,0.0,28.66,28.66,0.0,0.0,27.42,27.42,0.0,0.0,27.58,27.58,0.0,0.0
2018-03-04,25.46,25.46,0.0,0.0,25.63,25.63,0.0,0.0,25.32,25.32,0.0,0.0,25.5,25.5,0.0,0.0
2018-03-11,27.18,27.18,0.0,0.0,27.98,27.98,0.0,0.0,27.18,27.18,0.0,0.0,27.5,27.5,0.0,0.0
2018-03-18,29.5,29.5,0.0,0.0,30.1,30.1,0.0,0.0,28.35,28.35,0.0,0.0,28.35,28.35,0.0,0.0
2018-03-25,29.94,29.94,0.0,0.0,31.78,31.78,0.0,0.0,29.74,29.74,0.0,0.0,31.14,31.14,0.0,0.0
2018-04-01,30.16,30.16,0.0,0.0,30.17,30.17,0.0,0.0,29.04,29.04,0.0,0.0,30.17,30.17,0.0,0.0
2018-04-08,28.52,28.52,0.0,0.0,28.52,28.52,0.0,0.0,27.92,27.92,0.0,0.0,28.1,28.1,0.0,0.0
2018-04-15,28.6,28.6,0.0,0.0,29.05,29.05,0.0,0.0,28.6,28.6,0.0,0.0,28.85,28.85,0.0,0.0
2018-04-22,28.74,28.74,0.0,0.0,29.3,29.3,0.0,0.0,28.47,28.47,0.0,0.0,29.08,29.08,0.0,0.0
2018-04-29,26.76,26.76,0.0,0.0,26.9,26.9,0.0,0.0,26.63,26.63,0.0,0.0,26.87,26.87,0.0,0.0
2018-05-06,25.18,25.18,0.0,0.0,25.35,25.35,0.0,0.0,24.98,24.98,0.0,0.0,25.35,25.35,0.0,0.0
2018-05-13,25.5,25.5,0.0,0.0,25.96,25.96,0.0,0.0,25.5,25.5,0.0,0.0,25.8,25.8,0.0,0.0
2018-05-20,25.46,25.46,0.0,0.0,25.46,25.46,0.0,0.0,25.3,25.3,0.0,0.0,25.43,25.43,0.0,0.0
2018-05-27,24.14,24.14,0.0,0.0,24.32,24.32,0.0,0.0,24.0,24.0,0.0,0.0,24.04,24.04,0.0,0.0
2018-06-03,24.08,24.08,0.0,0.0,24.08,24.08,0.0,0.0,24.02,24.02,0.0,0.0,24.02,24.02,0.0,0.0
2018-06-10,24.08,24.08,0.0,0.0,24.08,24.08,0.0,0.0,23.78,23.78,0.0,0.0,23.84,23.84,0.0,0.0
2018-06-17,25.26,25.26,0.0,0.0,26.18,26.18,0.0,0.0,25.26,25.26,0.0,0.0,25.74,25.74,0.0,0.0
2018-06-24,25.94,25.94,0.0,0.0,26.1,26.1,0.0,0.0,25.2,25.2,0.0,0.0,25.21,25.21,0.0,0.0
2018-07-01,24.78,24.78,0.0,0.0,24.78,24.78,0.0,0.0,24.02,24.02,0.0,0.0,24.02,24.02,0.0,0.0
2018-07-08,23.24,23.24,0.0,0.0,23.56,23.56,0.0,0.0,23.24,23.24,0.0,0.0,23.46,23.46,0.0,0.0
2018-07-15,23.41,23.41,0.0,0.0,23.41,23.41,0.0,0.0,23.1,23.1,0.0,0.0,23.1,23.1,0.0,0.0
2018-07-22,23.74,23.74,0.0,0.0,24.82,24.82,0.0,0.0,23.74,23.74,0.0,0.0,24.71,24.71,0.0,0.0
2018-07-29,23.2,23.2,0.0,0.0,23.2,23.2,0.0,0.0,22.93,22.93,0.0,0.0,22.94,22.94,0.0,0.0
2018-08-05,22.8,22.8,0.0,0.0,22.8,22.8,0.0,0.0,22.59,22.59,0.0,0.0,22.59,22.59,0.0,0.0
2018-08-12,22.84,22.84,0.0,0.0,23.14,23.14,0.0,0.0,22.84,22.84,0.0,0.0,23.12,23.12,0.0,0.0
2018-08-19,21.96,21.96,0.0,0.0,21.96,21.96,0.0,0.0,21.7,21.7,0.0,0.0,21.7,21.7,0.0,0.0
2018-08-26,21.3,21.3,0.0,0.0,21.34,21.34,0.0,0.0,21.3,21.3,0.0,0.0,21.34,21.34,0.0,0.0
2018-09-02,22.42,22.42,0.0,0.0,22.74,22.74,0.0,0.0,22.34,22.34,0.0,0.0,22.46,22.46,0.0,0.0
2018-09-09,22.02,22.02,0.0,0.0,22.66,22.66,0.0,0.0,21.95,21.95,0.0,0.0,22.65,22.65,0.0,0.0
2018-09-16,22.62,22.62,0.0,0.0,22.62,22.62,0.0,0.0,21.84,21.84,0.0,0.0,21.9,21.9,0.0,0.0
2018-09-23,21.38,21.38,0.0,0.0,21.48,21.48,0.0,0.0,21.12,21.12,0.0,0.0,21.48,21.48,0.0,0.0
2018-09-30,22.88,22.88,0.0,0.0,23.64,23.64,0.0,0.0,22.76,22.76,0.0,0.0,23.04,23.04,0.0,0.0
2018-10-07,24.2,24.2,0.0,0.0,24.9,24.9,0.0,0.0,24.2,24.2,0.0,0.0,24.76,24.76,0.0,0.0
2018-10-14,24.58,24.58,0.0,0.0,24.8,24.8,0.0,0.0,24.16,24.16,0.0,0.0,24.24,24.24,0.0,0.0
2018-10-21,25.64,25.64,0.0,0.0,28.24,28.24,0.0,0.0,25.1,25.1,0.0,0.0,27.2,27.2,0.0,0.0
2018-10-28,25.44,25.44,0.0,0.0,26.2,26.2,0.0,0.0,25.44,25.44,0.0,0.0,25.66,25.66,0.0,0.0
2018-11-04,25.32,25.32,0.0,0.0,26.82,26.82,0.0,0.0,25.32,25.32,0.0,0.0,26.78,26.78,0.0,0.0
2018-11-11,26.38,26.38,0.0,0.0,28.32,28.32,0.0,0.0,26.38,26.38,0.0,0.0,28.16,28.16,0.0,0.0
2018-11-18,27.88,27.88,0.0,0.0,28.44,28.44,0.0,0.0,27.68,27.68,0.0,0.0,27.68,27.68,0.0,0.0
2018-11-25,24.7,24.7,0.0,0.0,24.96,24.96,0.0,0.0,24.2,24.2,0.0,0.0,24.72,24.72,0.0,0.0
2018-12-02,28.16,28.16,0.0,0.0,28.52,28.52,0.0,0.0,27.0,27.0,0.0,0.0,27.14,27.14,0.0,0.0
2018-12-09,27.8,27.8,0.0,0.0,29.42,29.42,0.0,0.0,27.56,27.56,0.0,0.0,29.02,29.02,0.0,0.0
2018-12-16,33.2,33.2,0.0,0.0,34.22,34.22,0.0,0.0,32.58,32.58,0.0,0.0,34.03,34.03,0.0,0.0
2018-12-23,28.4,28.4,0.0,0.0,29.6,29.6,0.0,0.0,27.75,27.75,0.0,0.0,29.45,29.45,0.0,0.0
2018-12-30,28.98,28.98,0.0,0.0,29.0,29.0,0.0,0.0,28.2,28.2,0.0,0.0,28.42,28.42,0.0,0.0
2019-01-06,27.66,27.66,0.0,0.0,27.96,27.96,0.0,0.0,27.54,27.54,0.0,0.0,27.72,27.72,0.0,0.0
2019-01-13,25.96,25.96,0.0,0.0,26.0,26.0,0.0,0.0,25.28,25.28,0.0,0.0,25.69,25.69,0.0,0.0
2019-01-20,25.74,25.74,0.0,0.0,26.26,26.26,0.0,0.0,25.74,25.74,0.0,0.0,25.78,25.78,0.0,0.0
2019-01-27,24.1,24.1,0.0,0.0,24.1,24.1,0.0,0.0,23.18,23.18,0.0,0.0,23.34,23.34,0.0,0.0
2019-02-03,23.22,23.22,0.0,0.0,23.4,23.4,0.0,0.0,23.2,23.2,0.0,0.0,23.38,23.38,0.0,0.0
2019-02-10,22.26,22.26,0.0,0.0,22.58,22.58,0.0,0.0,22.26,22.26,0.0,0.0,22.39,22.39,0.0,0.0
2019-02-17,21.5,21.5,0.0,0.0,21.7,21.7,0.0,0.0,21.3,21.3,0.0,0.0,21.7,21.7,0.0,0.0
2019-02-24,21.38,21.38,0.0,0.0,22.02,22.02,0.0,0.0,21.16,21.16,0.0,0.0,21.56,21.56,0.0,0.0
2019-03-03,21.94,21.94,0.0,0.0,21.94,21.94,0.0,0.0,21.14,21.14,0.0,0.0,21.25,21.25,0.0,0.0
2019-03-10,20.54,20.54,0.0,0.0,20.62,20.62,0.0,0.0,20.21,20.21,0.0,0.0,20.44,20.44,0.0,0.0
2019-03-17,20.24,20.24,0.0,0.0,20.55,20.55,0.0,0.0,20.08,20.08,0.0,0.0,20.32,20.32,0.0,0.0
2019-03-24,19.68,19.68,0.0,0.0,19.72,19.72,0.0,0.0,19.42,19.42,0.0,0.0,19.42,19.42,0.0,0.0
2019-03-31,19.02,19.02,0.0,0.0,19.04,19.04,0.0,0.0,18.8,18.8,0.0,0.0,18.81,18.81,0.0,0.0
2019-04-07,18.46,18.46,0.0,0.0,18.65,18.65,0.0,0.0,18.37,18.37,0.0,0.0,18.41,18.41,0.0,0.0
2019-04-14,18.16,18.16,0.0,0.0,18.16,18.16,0.0,0.0,17.83,17.83,0.0,0.0,17.83,17.83,0.0,0.0
2019-04-21,17.32,17.32,0.0,0.0,17.34,17.34,0.0,0.0,17.22,17.22,0.0,0.0,17.23,17.23,0.0,0.0
2019-04-28,18.32,18.32,0.0,0.0,18.42,18.42,0.0,0.0,17.69,17.69,0.0,0.0,17.69,17.69,0.0,0.0
2019-05-05,19.6,19.6,0.0,0.0,20.28,20.28,0.0,0.0,19.59,19.59,0.0,0.0,20.26,20.26,0.0,0.0
2019-05-12,19.9,19.9,0.0,0.0,20.06,20.06,0.0,0.0,19.66,19.66,0.0,0.0,19.93,19.93,0.0,0.0
2019-05-19,19.95,19.95,0.0,0.0,20.33,20.33,0.0,0.0,19.9,19.9,0.0,0.0,20.33,20.33,0.0,0.0
2019-05-26,21.46,21.46,0.0,0.0,22.72,22.72,0.0,0.0,21.3,21.3,0.0,0.0,22.44,22.44,0.0,0.0
2019-06-02,19.13,19.13,0.0,0.0,19.13,19.13,0.0,0.0,18.6,18.6,0.0,0.0,19.04,19.04,0.0,0.0
2019-06-09,19.28,19.28,0.0,0.0,19.28,19.28,0.0,0.0,18.99,18.99,0.0,0.0,19.12,19.12,0.0,0.0
2019-06-16,17.93,17.93,0.0,0.0,18.03,18.03,0.0,0.0,17.83,17.83,0.0,0.0,17.96,17.96,0.0,0.0
2019-06-23,17.41,17.41,0.0,0.0,17.74,17.74,0.0,0.0,17.32,17.32,0.0,0.0,17.58,17.58,0.0,0.0
2019-06-30,17.55,17.55,0.0,0.0,17.64,17.64,0.0,0.0,17.5,17.5,0.0,0.0,17.52,17.52,0.0,0.0
2019-07-07,16.6,16.6,0.0,0.0,16.65,16.65,0.0,0.0,16.54,16.54,0.0,0.0,16.54,16.54,0.0,0.0
2019-07-14,16.91,16.91,0.0,0.0,16.91,16.91,0.0,0.0,16.52,16.52,0.0,0.0,16.52,16.52,0.0,0.0
2019-07-21,15.94,15.94,0.0,0.0,16.12,16.12,0.0,0.0,15.92,15.92,0.0,0.0,15.93,15.93,0.0,0.0
2019-07-28,18.38,18.38,0.0,0.0,19.0,19.0,0.0,0.0,18.3,18.3,0.0,0.0,18.7,18.7,0.0,0.0
2019-08-04,17.96,17.96,0.0,0.0,18.1,18.1,0.0,0.0,17.71,17.71,0.0,0.0,18.03,18.03,0.0,0.0
